target,partner_uniprot,model,candidate_set,class,replacement_query_mean_rank_percentile
EGFR,Q6BEB4,tuna_original,context_background,U,0.45589558955895587
EGFR,Q9NXE8,tuna_original,context_background,U,0.27767776777677766
EGFR,Q9P2F5,tuna_original,context_background,U,0.6530153015301531
EGFR,Q7RTR2,tuna_original,context_background,U,0.7742274227422743
EGFR,O60861,tuna_original,context_background,U,0.4624962496249625
EGFR,Q2MV58,tuna_original,context_background,U,0.34788478847884785
EGFR,Q86XL3,tuna_original,context_background,U,0.4297929792979298
EGFR,Q14563,tuna_original,context_background,U,0.48109810981098106
EGFR,Q9BWE0,tuna_original,context_background,U,0.49699969996999693
EGFR,Q9BRD0,tuna_original,context_background,U,0.34488448844884484
EGFR,Q9BQ95,tuna_original,context_background,U,0.25007500750075007
EGFR,Q8TAT6,tuna_original,context_background,U,0.5684068406840684
EGFR,Q969T3,tuna_original,context_background,U,0.6404140414041405
EGFR,Q9BYZ6,tuna_original,context_background,U,0.7184218421842183
EGFR,Q9H4H8,tuna_original,context_background,U,0.6314131413141315
EGFR,Q684P5,tuna_original,context_background,U,0.5306030603060307
EGFR,P53985,tuna_original,context_background,U,0.3907890789078908
EGFR,Q9NZC9,tuna_original,context_background,U,0.49219921992199217
EGFR,Q9H244,tuna_original,context_background,U,0.3751875187518753
EGFR,Q13106,tuna_original,context_background,U,0.5774077407740774
EGFR,Q9HCX4,tuna_original,context_background,U,0.367986798679868
EGFR,Q9H0Q0,tuna_original,context_background,U,0.6815181518151815
EGFR,Q6L8Q7,tuna_original,context_background,U,0.6413141314131413
EGFR,Q9C0D9,tuna_original,context_background,U,0.34698469846984703
EGFR,P30968,tuna_original,context_background,U,0.44689468946894695
EGFR,Q8IWQ3,tuna_original,context_background,U,0.5393039303930394
EGFR,Q13867,tuna_original,context_background,U,0.6191119111911191
EGFR,Q9P2K3,tuna_original,context_background,U,0.4318931893189319
EGFR,O43897,tuna_original,context_background,U,0.5852085208520852
EGFR,Q6ZNE9,tuna_original,context_background,U,0.43489348934893485
EGFR,Q4J6C6,tuna_original,context_background,U,0.5918091809180918
EGFR,Q99501,tuna_original,context_background,U,0.6536153615361536
EGFR,O94885,tuna_original,context_background,U,0.4342934293429343
EGFR,Q9BTD8,tuna_original,context_background,U,0.29117911791179113
EGFR,Q9UMX0,tuna_original,context_background,U,0.5201020102010201
EGFR,Q8NHP7,tuna_original,context_background,U,0.48799879987998795
EGFR,Q96IV0,tuna_original,context_background,U,0.692919291929193
EGFR,Q4G0U5,tuna_original,context_background,U,0.37038703870387035
EGFR,Q9NZ20,tuna_original,context_background,U,0.49339933993399343
EGFR,P53671,tuna_original,context_background,U,0.6959195919591958
EGFR,Q9HCJ3,tuna_original,context_background,U,0.4537953795379538
EGFR,Q8TF76,tuna_original,context_background,U,0.5816081608160816
EGFR,Q96C12,tuna_original,context_background,U,0.7097209720972097
EGFR,Q5T890,tuna_original,context_background,U,0.3523852385238524
EGFR,Q15058,tuna_original,context_background,U,0.4798979897989799
EGFR,Q9BTC8,tuna_original,context_background,U,0.4774977497749775
EGFR,Q14694,tuna_original,context_background,U,0.4633963396339633
EGFR,Q96F86,tuna_original,context_background,U,0.5732073207320731
EGFR,Q9NP61,tuna_original,context_background,U,0.4792979297929793
EGFR,Q9NTJ3,tuna_original,context_background,U,0.38988898889888984
EGFR,Q8N145,tuna_original,context_background,U,0.6896189618961897
EGFR,Q9UEY8,tuna_original,context_background,U,0.611011101110111
EGFR,Q8ND83,tuna_original,context_background,U,0.6152115211521152
EGFR,Q8NEL9,tuna_original,context_background,U,0.6215121512151215
EGFR,Q6XQN6,tuna_original,context_background,U,0.6623162316231622
EGFR,Q03112,tuna_original,context_background,U,0.5162016201620161
EGFR,P47974,tuna_original,context_background,U,0.5255025502550255
EGFR,P48147,tuna_original,context_background,U,0.6920192019201921
EGFR,Q13490,tuna_original,context_background,U,0.6356135613561356
EGFR,Q9NPF5,tuna_original,context_background,U,0.3118811881188119
EGFR,Q05086,tuna_original,context_background,U,0.650915091509151
EGFR,O75146,tuna_original,context_background,U,0.5123012301230123
EGFR,Q9H3S7,tuna_original,context_background,U,0.5459045904590458
EGFR,O43299,tuna_original,context_background,U,0.6101110111011102
EGFR,Q9C000,tuna_original,context_background,U,0.6293129312931293
EGFR,Q9UFE4,tuna_original,context_background,U,0.2731773177317731
EGFR,Q9BYV9,tuna_original,context_background,U,0.6488148814881488
EGFR,Q8IUZ0,tuna_original,context_background,U,0.42559255925592565
EGFR,P13798,tuna_original,context_background,U,0.6296129612961296
EGFR,Q5T6F2,tuna_original,context_background,U,0.4174917491749175
EGFR,Q86WN1,tuna_original,context_background,U,0.4990999099909991
EGFR,Q9UF56,tuna_original,context_background,U,0.7043204320432044
EGFR,P32298,tuna_original,context_background,U,0.6440144014401441
EGFR,Q8IYY4,tuna_original,context_background,U,0.45949594959495954
EGFR,Q9NRJ4,tuna_original,context_background,U,0.6641164116411642
EGFR,Q8TAF3,tuna_original,context_background,U,0.48319831983198325
EGFR,Q15477,tuna_original,context_background,U,0.4915991599159916
EGFR,Q14168,tuna_original,context_background,U,0.6455145514551455
EGFR,Q9BRS8,tuna_original,context_background,U,0.5186018601860186
EGFR,Q16515,tuna_original,context_background,U,0.43099309930993096
EGFR,Q8TEK3,tuna_original,context_background,U,0.5072007200720072
EGFR,P58400,tuna_original,context_background,U,0.4015901590159016
EGFR,P20794,tuna_original,context_background,U,0.5054005400540054
EGFR,Q9HCM1,tuna_original,context_background,U,0.3733873387338733
EGFR,P43630,tuna_original,context_background,U,0.40669066906690665
EGFR,Q5U651,tuna_original,context_background,U,0.44689468946894695
EGFR,Q8TCS8,tuna_original,context_background,U,0.26777677767776775
EGFR,Q9HAQ2,tuna_original,context_background,U,0.46579657965796584
EGFR,Q96CN9,tuna_original,context_background,U,0.3817881788178818
EGFR,O14901,tuna_original,context_background,U,0.5555055505550556
EGFR,O75084,tuna_original,context_background,U,0.48889888988898894
EGFR,P16662,tuna_original,context_background,U,0.35958595859585957
EGFR,Q8IW41,tuna_original,context_background,U,0.6086108610861086
EGFR,Q9BVL4,tuna_original,context_background,U,0.5888088808880888
EGFR,O75038,tuna_original,context_background,U,0.5498049804980497
EGFR,Q8WV83,tuna_original,context_background,U,0.3715871587158716
EGFR,P14784,tuna_original,context_background,U,0.38058805880588054
EGFR,Q8N412,tuna_original,context_background,U,0.31698169816981697
EGFR,Q6P4F1,tuna_original,context_background,U,0.3655865586558656
EGFR,Q99593,tuna_original,context_background,U,0.5570057005700569
EGFR,Q8IX12,tuna_original,context_background,U,0.5027002700270027
EGFR,Q9NY59,tuna_original,context_background,U,0.4405940594059405
EGFR,P50993,tuna_original,context_background,U,0.49669966996699666
EGFR,Q9UGK8,tuna_original,context_background,U,0.6425142514251424
EGFR,Q9BYT8,tuna_original,context_background,U,0.5984098409840984
EGFR,Q8N9V3,tuna_original,context_background,U,0.7139213921392139
EGFR,Q5MY95,tuna_original,context_background,U,0.43039303930393036
EGFR,P29371,tuna_original,context_background,U,0.4096909690969097
EGFR,Q9Y6M1,tuna_original,context_background,U,0.5030003000300028
EGFR,Q6NUI6,tuna_original,context_background,U,0.6227122712271227
EGFR,O95622,tuna_original,context_background,U,0.47449744974497443
EGFR,Q6ZRQ5,tuna_original,context_background,U,0.47479747974797476
EGFR,Q07092,tuna_original,context_background,U,0.4594959495949596
EGFR,P78414,tuna_original,context_background,U,0.3298829882988299
EGFR,Q9UPS8,tuna_original,context_background,U,0.46519651965196523
EGFR,Q96B70,tuna_original,context_background,U,0.4543954395439544
EGFR,P21554,tuna_original,context_background,U,0.4501950195019502
EGFR,A8MPP1,tuna_original,context_background,U,0.5429042904290429
EGFR,Q8NCT3,tuna_original,context_background,U,0.5168016801680168
EGFR,Q8N715,tuna_original,context_background,U,0.2812781278127813
EGFR,Q9NZ53,tuna_original,context_background,U,0.4306930693069307
EGFR,Q14746,tuna_original,context_background,U,0.30618061806180613
EGFR,Q96RD9,tuna_original,context_background,U,0.4576957695769577
EGFR,Q9NRH2,tuna_original,context_background,U,0.5402040204020403
EGFR,Q13203,tuna_original,context_background,U,0.7505250525052504
EGFR,Q9HCI7,tuna_original,context_background,U,0.5459045904590458
EGFR,P21397,tuna_original,context_background,U,0.4519951995199519
EGFR,Q9UBN4,tuna_original,context_background,U,0.37668766876687676
EGFR,Q6MZP7,tuna_original,context_background,U,0.3982898289828983
EGFR,P62993,tuna_original,all_U,P,0.514649809351796
EGFR,P29353,tuna_original,all_U,P,0.4379891631547261
EGFR,P22681,tuna_original,all_U,P,0.5885009030704395
EGFR,Q13126,tuna_original,all_U,U,0.604555488661449
EGFR,Q6PI97,tuna_original,all_U,U,0.5782661047561709
EGFR,P01178,tuna_original,all_U,U,0.6001404776239213
EGFR,Q93062,tuna_original,all_U,U,0.35591009432069026
EGFR,O14602,tuna_original,all_U,U,0.47511539233393535
EGFR,Q96CM3,tuna_original,all_U,U,0.33042343969496285
EGFR,P26373,tuna_original,all_U,U,0.37076058599237405
EGFR,P80217,tuna_original,all_U,U,0.658539032711218
EGFR,Q9H853,tuna_original,all_U,U,0.3581175998394542
EGFR,Q9H790,tuna_original,all_U,U,0.3278145695364238
EGFR,Q01534,tuna_original,all_U,U,0.4913706602448324
EGFR,Q7RTN6,tuna_original,all_U,U,0.6458960465582982
EGFR,Q9H0I2,tuna_original,all_U,U,0.5172586795103351
EGFR,Q9UHW5,tuna_original,all_U,U,0.3908288179811358
EGFR,Q9NPC6,tuna_original,all_U,U,0.3496889424041742
EGFR,Q92844,tuna_original,all_U,U,0.3994581577363034
EGFR,Q5JUK2,tuna_original,all_U,U,0.6153923339353803
EGFR,Q8TDC0,tuna_original,all_U,U,0.46026490066225173
EGFR,Q16629,tuna_original,all_U,U,0.3163756773028296
EGFR,Q56P03,tuna_original,all_U,U,0.4626730885009031
EGFR,Q9NZ72,tuna_original,all_U,U,0.5116395745534817
EGFR,P11233,tuna_original,all_U,U,0.554585591009432
EGFR,P03950,tuna_original,all_U,U,0.6571342564720049
EGFR,Q16774,tuna_original,all_U,U,0.47250652217539635
EGFR,Q9BY77,tuna_original,all_U,U,0.34948826008428663
EGFR,Q16644,tuna_original,all_U,U,0.6198073449729079
EGFR,P51808,tuna_original,all_U,U,0.6027493477824604
EGFR,Q9NQ48,tuna_original,all_U,U,0.4173188842063014
EGFR,P40394,tuna_original,all_U,U,0.75105358217941
EGFR,Q9BYN0,tuna_original,all_U,U,0.5872968091511137
EGFR,Q96P53,tuna_original,all_U,U,0.5172586795103351
EGFR,P46952,tuna_original,all_U,U,0.7486453943407586
EGFR,Q96M95,tuna_original,all_U,U,0.26419827413204894
EGFR,P21673,tuna_original,all_U,U,0.5816777041942603
EGFR,O00628,tuna_original,all_U,U,0.5730483644390929
EGFR,P61289,tuna_original,all_U,U,0.6539233393538029
EGFR,Q5BN46,tuna_original,all_U,U,0.546156933574152
EGFR,Q9H977,tuna_original,all_U,U,0.6141882400160547
EGFR,P14324,tuna_original,all_U,U,0.514248444712021
EGFR,Q7L5Y9,tuna_original,all_U,U,0.6794099939795304
EGFR,P13693,tuna_original,all_U,U,0.603953441701786
EGFR,Q9P000,tuna_original,all_U,U,0.6958659442103151
EGFR,Q5JVS0,tuna_original,all_U,U,0.3306241220148505
EGFR,Q04828,tuna_original,all_U,U,0.6737908890226771
EGFR,Q99623,tuna_original,all_U,U,0.4773228978526992
EGFR,P0CG29,tuna_original,all_U,U,0.5531808147702186
EGFR,Q9UKT5,tuna_original,all_U,U,0.5168573148705599
EGFR,P51151,tuna_original,all_U,U,0.48755769616696765
EGFR,Q9NZH7,tuna_original,all_U,U,0.5429460164559502
EGFR,P38919,tuna_original,all_U,U,0.41571342564720054
EGFR,Q6URK8,tuna_original,all_U,U,0.7219546457957053
EGFR,Q9Y314,tuna_original,all_U,U,0.4576560305037127
EGFR,P67870,tuna_original,all_U,U,0.4424041741922537
EGFR,O43402,tuna_original,all_U,U,0.3753762793497893
EGFR,Q9Y3R4,tuna_original,all_U,U,0.5640176600441501
EGFR,Q8NDZ4,tuna_original,all_U,U,0.3968492875777644
EGFR,Q9BQR3,tuna_original,all_U,U,0.5866947621914508
EGFR,P21754,tuna_original,all_U,U,0.47290788681517154
EGFR,P52907,tuna_original,all_U,U,0.5997391129841462
EGFR,Q9P0I2,tuna_original,all_U,U,0.3326309452137267
EGFR,Q96P69,tuna_original,all_U,U,0.47792494481236203
EGFR,Q8TC29,tuna_original,all_U,U,0.452237607866747
EGFR,A6NI15,tuna_original,all_U,U,0.5505719446116797
EGFR,Q9H609,tuna_original,all_U,U,0.5463576158940397
EGFR,Q9NS71,tuna_original,all_U,U,0.6493076459963876
EGFR,A0A075B6I1,tuna_original,all_U,U,0.4076861328516958
EGFR,O00574,tuna_original,all_U,U,0.37196467991169974
EGFR,Q9BYQ0,tuna_original,all_U,U,0.6464980935179612
EGFR,Q6P587,tuna_original,all_U,U,0.6824202287778446
EGFR,Q96MW1,tuna_original,all_U,U,0.46427854706000404
EGFR,P01920,tuna_original,all_U,U,0.5030102347983143
EGFR,O75629,tuna_original,all_U,U,0.5503712622917921
EGFR,Q8NBL1,tuna_original,all_U,U,0.31637567730282967
EGFR,Q93091,tuna_original,all_U,U,0.4963877182420228
EGFR,P48051,tuna_original,all_U,U,0.5981336544250451
EGFR,Q30154,tuna_original,all_U,U,0.47652016857314883
EGFR,O43916,tuna_original,all_U,U,0.37898856110776646
EGFR,F5GYI3,tuna_original,all_U,U,0.546758980533815
EGFR,O96019,tuna_original,all_U,U,0.3396548264097933
EGFR,A8MXT2,tuna_original,all_U,U,0.6741922536624524
EGFR,P80365,tuna_original,all_U,U,0.36614489263495886
EGFR,P12235,tuna_original,all_U,U,0.39885611077664057
EGFR,O00141,tuna_original,all_U,U,0.690648203893237
EGFR,A0PK05,tuna_original,all_U,U,0.3581175998394541
EGFR,Q9H903,tuna_original,all_U,U,0.4612683122616898
EGFR,Q08495,tuna_original,all_U,U,0.5337146297411198
EGFR,P43897,tuna_original,all_U,U,0.5335139474212323
EGFR,Q14714,tuna_original,all_U,U,0.38922335942203484
EGFR,P07766,tuna_original,all_U,U,0.4532410194661851
EGFR,P19075,tuna_original,all_U,U,0.46789082881798105
EGFR,Q8IU85,tuna_original,all_U,U,0.5790688340357215
EGFR,Q13351,tuna_original,all_U,U,0.44742123218944413
EGFR,Q5VXJ0,tuna_original,all_U,U,0.5778647401163958
EGFR,Q9P2A4,tuna_original,all_U,U,0.44180212723259077
EGFR,Q96EF6,tuna_original,all_U,U,0.6659642785470601
EGFR,A0A1B0GTY4,tuna_original,all_U,U,0.3826008428657435
EGFR,Q96T59,tuna_original,all_U,U,0.49919727072044945
EGFR,Q8N954,tuna_original,all_U,U,0.48876179008629345
EGFR,B5MCN3,tuna_original,all_U,U,0.5274934778246037
EGFR,O75690,tuna_original,all_U,U,0.7265703391531207
EGFR,Q96A70,tuna_original,all_U,U,0.5915111378687538
EGFR,O75952,tuna_original,all_U,U,0.5467589805338149
EGFR,Q96M63,tuna_original,all_U,U,0.3498896247240618
EGFR,Q8WXI4,tuna_original,all_U,U,0.708508930363235
EGFR,Q6GMV2,tuna_original,all_U,U,0.6671683724663858
EGFR,P23490,tuna_original,all_U,U,0.5674292594822397
EGFR,Q8WZ19,tuna_original,all_U,U,0.7271723861127835
EGFR,Q9BYD9,tuna_original,all_U,U,0.3659442103150712
EGFR,P55210,tuna_original,all_U,U,0.7420228777844673
EGFR,Q658Y4,tuna_original,all_U,U,0.43899257475416414
EGFR,O60687,tuna_original,all_U,U,0.6735902067027895
EGFR,Q969K3,tuna_original,all_U,U,0.7454344772225567
EGFR,Q9NPI6,tuna_original,all_U,U,0.469496287377082
EGFR,O43156,tuna_original,all_U,U,0.430162552679109
EGFR,Q9Y4K3,tuna_original,all_U,U,0.7632952036925548
EGFR,O94874,tuna_original,all_U,U,0.46488059401966686
EGFR,Q14790,tuna_original,all_U,U,0.7675095324101946
EGFR,Q96MB7,tuna_original,all_U,U,0.6527192454344772
EGFR,Q5VX52,tuna_original,all_U,U,0.5397350993377482
EGFR,Q9HB90,tuna_original,all_U,U,0.5252859723058398
EGFR,Q6P1Q9,tuna_original,all_U,U,0.6892434276540237
EGFR,Q86T24,tuna_original,all_U,U,0.5248846076660647
EGFR,Q15349,tuna_original,all_U,U,0.6258278145695363
EGFR,Q9UBF8,tuna_original,all_U,U,0.45304033714629743
EGFR,Q96JD6,tuna_original,all_U,U,0.7356010435480634
EGFR,P11801,tuna_original,all_U,U,0.4989965884005619
EGFR,P48059,tuna_original,all_U,U,0.691651615492675
EGFR,P08319,tuna_original,all_U,U,0.7592815572948023
EGFR,Q9UNH6,tuna_original,all_U,U,0.5301023479831427
EGFR,A2RUB6,tuna_original,all_U,U,0.27904876580373267
EGFR,Q13895,tuna_original,all_U,U,0.40447521573349393
EGFR,Q6TDU7,tuna_original,all_U,U,0.6085691350592013
EGFR,Q9NWV8,tuna_original,all_U,U,0.706903471804134
EGFR,Q9C029,tuna_original,all_U,U,0.7370058197872765
EGFR,A6NI79,tuna_original,all_U,U,0.5345173590206702
EGFR,Q13838,tuna_original,all_U,U,0.5417419225366246
EGFR,Q8IUX7,tuna_original,all_U,U,0.4903672486453944
EGFR,Q7L523,tuna_original,all_U,U,0.6778045354204295
EGFR,Q9UHJ6,tuna_original,all_U,U,0.6884406983744731
EGFR,Q15366,tuna_original,all_U,U,0.4381898454746137
EGFR,P23381,tuna_original,all_U,U,0.4478225968292194
EGFR,Q8NE63,tuna_original,all_U,U,0.6194059803331327
EGFR,Q9NP79,tuna_original,all_U,U,0.46367650010034117
EGFR,P53618,tuna_original,all_U,U,0.5196668673489865
EGFR,Q6ZU15,tuna_original,all_U,U,0.7044952839654827
EGFR,Q8TEH3,tuna_original,all_U,U,0.44802327914910695
EGFR,P53350,tuna_original,all_U,U,0.7608870158539033
EGFR,Q13283,tuna_original,all_U,U,0.48836042544651814
EGFR,Q8WY54,tuna_original,all_U,U,0.7337949026690748
EGFR,O15083,tuna_original,all_U,U,0.4731085691350593
EGFR,P25101,tuna_original,all_U,U,0.42695163556090704
EGFR,A6NNT2,tuna_original,all_U,U,0.5036122817579771
EGFR,Q9H4K7,tuna_original,all_U,U,0.35430463576158944
EGFR,Q8NFT6,tuna_original,all_U,U,0.38380493678506933
EGFR,P10253,tuna_original,all_U,U,0.4634758177804535
EGFR,Q6NXG1,tuna_original,all_U,U,0.7496488059401966
EGFR,Q9UJX2,tuna_original,all_U,U,0.5172586795103351
EGFR,Q15027,tuna_original,all_U,U,0.6037527593818984
EGFR,Q9UK23,tuna_original,all_U,U,0.5405378286172988
EGFR,Q9NSD5,tuna_original,all_U,U,0.3480834838450732
EGFR,P57058,tuna_original,all_U,U,0.5700381296407786
EGFR,Q6ZN84,tuna_original,all_U,U,0.49157134256471996
EGFR,Q8TB03,tuna_original,all_U,U,0.5583985550872969
EGFR,Q9P2M4,tuna_original,all_U,U,0.6673690547862734
EGFR,Q6ZWT7,tuna_original,all_U,U,0.40387316877383106
EGFR,Q9Y5K3,tuna_original,all_U,U,0.5204695966285371
EGFR,Q9NZU5,tuna_original,all_U,U,0.6290387316877383
EGFR,Q15019,tuna_original,all_U,U,0.6133855107365042
EGFR,O75467,tuna_original,all_U,U,0.4777242624924744
EGFR,Q5H9T9,tuna_original,all_U,U,0.4277543648404576
EGFR,A8MW95,tuna_original,all_U,U,0.5361228175797712
EGFR,Q6BEB4,tuna_original,all_U,U,0.4835440497692154
EGFR,Q9NXE8,tuna_original,all_U,U,0.294099939795304
EGFR,Q9P2F5,tuna_original,all_U,U,0.6846277342966084
EGFR,Q7RTR2,tuna_original,all_U,U,0.8096528195865946
EGFR,O60861,tuna_original,all_U,U,0.49558498896247244
EGFR,Q2MV58,tuna_original,all_U,U,0.3906281356612482
EGFR,Q86XL3,tuna_original,all_U,U,0.44180212723259077
EGFR,Q14563,tuna_original,all_U,U,0.5028095524784267
EGFR,Q9BWE0,tuna_original,all_U,U,0.5258880192655028
EGFR,Q9BRD0,tuna_original,all_U,U,0.3665462572747341
EGFR,Q9BQ95,tuna_original,all_U,U,0.27503511940598036
EGFR,Q8TAT6,tuna_original,all_U,U,0.6089704996989765
EGFR,Q969T3,tuna_original,all_U,U,0.6822195464579571
EGFR,Q9BYZ6,tuna_original,all_U,U,0.7528597230583984
EGFR,Q9H4H8,tuna_original,all_U,U,0.658539032711218
EGFR,Q684P5,tuna_original,all_U,U,0.5654224362833635
EGFR,P53985,tuna_original,all_U,U,0.4199277543648405
EGFR,Q9NZC9,tuna_original,all_U,U,0.5158539032711218
EGFR,Q9H244,tuna_original,all_U,U,0.40527794501304426
EGFR,Q13106,tuna_original,all_U,U,0.606562311860325
EGFR,Q9HCX4,tuna_original,all_U,U,0.3842063014248444
EGFR,Q9H0Q0,tuna_original,all_U,U,0.7241621513144693
EGFR,Q6L8Q7,tuna_original,all_U,U,0.6677704194260486
EGFR,Q9C0D9,tuna_original,all_U,U,0.3703592213525987
EGFR,P30968,tuna_original,all_U,U,0.4759181216134859
EGFR,Q8IWQ3,tuna_original,all_U,U,0.5754565522777444
EGFR,Q13867,tuna_original,all_U,U,0.6551274332731286
EGFR,Q9P2K3,tuna_original,all_U,U,0.4504314669877584
EGFR,O43897,tuna_original,all_U,U,0.6063616295404374
EGFR,Q6ZNE9,tuna_original,all_U,U,0.4648805940196668
EGFR,Q4J6C6,tuna_original,all_U,U,0.630242825607064
EGFR,Q99501,tuna_original,all_U,U,0.6894441099739113
EGFR,O94885,tuna_original,all_U,U,0.46508127633955443
EGFR,Q9BTD8,tuna_original,all_U,U,0.32259682921934585
EGFR,Q9UMX0,tuna_original,all_U,U,0.5682319887617902
EGFR,Q8NHP7,tuna_original,all_U,U,0.5252859723058398
EGFR,Q96IV0,tuna_original,all_U,U,0.7185430463576159
EGFR,Q4G0U5,tuna_original,all_U,U,0.3908288179811358
EGFR,Q9NZ20,tuna_original,all_U,U,0.5359221352598836
EGFR,P53671,tuna_original,all_U,U,0.7281757977122215
EGFR,Q9HCJ3,tuna_original,all_U,U,0.4608669476219145
EGFR,Q8TF76,tuna_original,all_U,U,0.6151916516154927
EGFR,Q96C12,tuna_original,all_U,U,0.7339955849889624
EGFR,Q5T890,tuna_original,all_U,U,0.37617900862933973
EGFR,Q15058,tuna_original,all_U,U,0.49799317680112376
EGFR,Q9BTC8,tuna_original,all_U,U,0.49478225968292205
EGFR,Q14694,tuna_original,all_U,U,0.48715633152719245
EGFR,Q96F86,tuna_original,all_U,U,0.5941200080272928
EGFR,Q9NP61,tuna_original,all_U,U,0.518462773429661
EGFR,Q9NTJ3,tuna_original,all_U,U,0.4141079670880995
EGFR,Q8N145,tuna_original,all_U,U,0.7261689745133455
EGFR,Q9UEY8,tuna_original,all_U,U,0.6462974111980735
EGFR,Q8ND83,tuna_original,all_U,U,0.6495083283162754
EGFR,Q8NEL9,tuna_original,all_U,U,0.6623519967890829
EGFR,Q6XQN6,tuna_original,all_U,U,0.7117198474814369
EGFR,Q03112,tuna_original,all_U,U,0.529901665663255
EGFR,P47974,tuna_original,all_U,U,0.5555890026088702
EGFR,P48147,tuna_original,all_U,U,0.7265703391531206
EGFR,Q13490,tuna_original,all_U,U,0.664960866947622
EGFR,Q9NPF5,tuna_original,all_U,U,0.33222958057395147
EGFR,Q05086,tuna_original,all_U,U,0.6942604856512141
EGFR,O75146,tuna_original,all_U,U,0.5419426048565121
EGFR,Q9H3S7,tuna_original,all_U,U,0.5780654224362833
EGFR,O43299,tuna_original,all_U,U,0.6541240216736905
EGFR,Q9C000,tuna_original,all_U,U,0.6729881597431265
EGFR,Q9UFE4,tuna_original,all_U,U,0.2969094922737307
EGFR,Q9BYV9,tuna_original,all_U,U,0.6729881597431265
EGFR,Q8IUZ0,tuna_original,all_U,U,0.4526389725065222
EGFR,P13798,tuna_original,all_U,U,0.6625526791089705
EGFR,Q5T6F2,tuna_original,all_U,U,0.42775436484045753
EGFR,Q86WN1,tuna_original,all_U,U,0.5355207706201083
EGFR,Q9UF56,tuna_original,all_U,U,0.7376078667469396
EGFR,P32298,tuna_original,all_U,U,0.673790889022677
EGFR,Q8IYY4,tuna_original,all_U,U,0.48073449729078865
EGFR,Q9NRJ4,tuna_original,all_U,U,0.6968693558097532
EGFR,Q8TAF3,tuna_original,all_U,U,0.5104354806341561
EGFR,Q15477,tuna_original,all_U,U,0.5258880192655028
EGFR,Q14168,tuna_original,all_U,U,0.6739915713425647
EGFR,Q9BRS8,tuna_original,all_U,U,0.5377282761388722
EGFR,Q16515,tuna_original,all_U,U,0.45243829018663456
EGFR,Q8TEK3,tuna_original,all_U,U,0.516255267910897
EGFR,P58400,tuna_original,all_U,U,0.4289584587597833
EGFR,P20794,tuna_original,all_U,U,0.5216736905478627
EGFR,Q9HCM1,tuna_original,all_U,U,0.390226771021473
EGFR,P43630,tuna_original,all_U,U,0.45283965482640975
EGFR,Q5U651,tuna_original,all_U,U,0.484748143688541
EGFR,Q8TCS8,tuna_original,all_U,U,0.29831426851294396
EGFR,Q9HAQ2,tuna_original,all_U,U,0.483744732089103
EGFR,Q96CN9,tuna_original,all_U,U,0.41109773228978524
EGFR,O14901,tuna_original,all_U,U,0.582480433473811
EGFR,O75084,tuna_original,all_U,U,0.5040136463977524
EGFR,P16662,tuna_original,all_U,U,0.37256672687136266
EGFR,Q8IW41,tuna_original,all_U,U,0.6346578366445917
EGFR,Q9BVL4,tuna_original,all_U,U,0.6200080272927955
EGFR,O75038,tuna_original,all_U,U,0.5832831627533615
EGFR,Q8WV83,tuna_original,all_U,U,0.3878185831828216
EGFR,P14784,tuna_original,all_U,U,0.40708408589203293
EGFR,Q8N412,tuna_original,all_U,U,0.3615291992775436
EGFR,Q6P4F1,tuna_original,all_U,U,0.4040738510937186
EGFR,Q99593,tuna_original,all_U,U,0.5933172787477423
EGFR,Q8IX12,tuna_original,all_U,U,0.5190648203893237
EGFR,Q9NY59,tuna_original,all_U,U,0.4608669476219145
EGFR,P50993,tuna_original,all_U,U,0.5190648203893237
EGFR,Q9UGK8,tuna_original,all_U,U,0.6772024884607668
EGFR,Q9BYT8,tuna_original,all_U,U,0.6462974111980734
EGFR,Q8N9V3,tuna_original,all_U,U,0.7416215131446919
EGFR,Q5MY95,tuna_original,all_U,U,0.4530403371462974
EGFR,P29371,tuna_original,all_U,U,0.42915914107967085
EGFR,Q9Y6M1,tuna_original,all_U,U,0.5313064419024683
EGFR,Q6NUI6,tuna_original,all_U,U,0.6593417619907685
EGFR,O95622,tuna_original,all_U,U,0.48454746136865334
EGFR,Q6ZRQ5,tuna_original,all_U,U,0.5200682319887617
EGFR,Q07092,tuna_original,all_U,U,0.4855508729680915
EGFR,P78414,tuna_original,all_U,U,0.34728075456552276
EGFR,Q9UPS8,tuna_original,all_U,U,0.4993979530403372
EGFR,Q96B70,tuna_original,all_U,U,0.48113586193056385
EGFR,P21554,tuna_original,all_U,U,0.4757174392935983
EGFR,A8MPP1,tuna_original,all_U,U,0.5710415412402167
EGFR,Q8NCT3,tuna_original,all_U,U,0.5469596628537026
EGFR,Q8N715,tuna_original,all_U,U,0.2997190447521574
EGFR,Q9NZ53,tuna_original,all_U,U,0.45063214930764595
EGFR,Q14746,tuna_original,all_U,U,0.3352398153722657
EGFR,Q96RD9,tuna_original,all_U,U,0.4991972707204495
EGFR,Q9NRH2,tuna_original,all_U,U,0.5778647401163957
EGFR,Q13203,tuna_original,all_U,U,0.7807545655227773
EGFR,Q9HCI7,tuna_original,all_U,U,0.573449729078868
EGFR,P21397,tuna_original,all_U,U,0.4783263094521372
EGFR,Q9UBN4,tuna_original,all_U,U,0.39343768813967495
EGFR,Q6MZP7,tuna_original,all_U,U,0.4127031908488863
