query_gene,partner_gene,query_uniprot,partner_uniprot,class,U_stratum,original_tuna_prior_pair,prior_train_development_pair,query_training_accession_positive_degree,query_training_accession_sampled_negative_degree,query_training_exact_sequence_positive_degree,query_training_exact_sequence_sampled_negative_degree,query_validation_accession_positive_degree,query_validation_accession_sampled_negative_degree,query_validation_exact_sequence_positive_degree,query_validation_exact_sequence_sampled_negative_degree,partner_training_accession_positive_degree,partner_training_accession_sampled_negative_degree,partner_training_exact_sequence_positive_degree,partner_training_exact_sequence_sampled_negative_degree,partner_validation_accession_positive_degree,partner_validation_accession_sampled_negative_degree,partner_validation_exact_sequence_positive_degree,partner_validation_exact_sequence_sampled_negative_degree,partner_training_seen,partner_positive_degree,partner_positive_degree_fraction
TP53,COL15A1,P04637,P39059,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,RELN,P04637,P78509,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,ADAMTSL3,P04637,P82987,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,COL14A1,P04637,Q05707,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,MMRN1,P04637,Q13201,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0.5
TP53,PAPPA,P04637,Q13219,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,LTBP1,P04637,Q14766,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,LTBP2,P04637,Q14767,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,COL24A1,P04637,Q17RW2,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,MUC6,P04637,Q6W4X9,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,IGSF10,P04637,Q6WRI0,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,APOLTP,P04637,Q6ZTK2,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,FBN3,P04637,Q75N90,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,ADAMTS13,P04637,Q76LX8,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0.5
TP53,COL27A1,P04637,Q8IZC6,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,LTBP4,P04637,Q8N2S1,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,ADAMTSL1,P04637,Q8N6G6,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,SNED1,P04637,Q8TER0,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.5
TP53,PRG4,P04637,Q92954,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,PAPPA2,P04637,Q9BXP8,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,LTBP3,P04637,Q9NS15,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,11,0,0,0.5
TP53,UGGT2,P04637,Q9NYU1,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,ADAMTS9,P04637,Q9P2N4,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,ADAMTS7,P04637,Q9UKP4,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
TP53,TNN,P04637,Q9UQP3,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
EGFR,GRB2,P00533,P62993,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SHC1,P00533,P29353,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CBL,P00533,P22681,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,MTAP,P00533,Q13126,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HOATZ,P00533,Q6PI97,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,OXT,P00533,P01178,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,RBPMS,P00533,Q93062,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EIF1AY,P00533,O14602,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,RPUSD4,P00533,Q96CM3,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,59,42,59,42,0,0,0.5
EGFR,RPL13,P00533,P26373,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,IFI35,P00533,P80217,U,context,False,False,0,0,0,0,0,0,0,0,13,10,13,10,0,0,0,0,1,13,0.56
EGFR,TUBA4B,P00533,Q9H853,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EXO5,P00533,Q9H790,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5
EGFR,TSPY1,P00533,Q01534,U,context,False,False,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,2,0.6
EGFR,STRADA,P00533,Q7RTN6,U,context,False,False,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,1,4,0.5555555555555556
EGFR,ENKD1,P00533,Q9H0I2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,GPN3,P00533,Q9UHW5,U,context,False,False,0,0,0,0,0,0,0,0,30,29,30,29,0,0,0,0,1,30,0.5081967213114754
EGFR,MYOZ2,P00533,Q9NPC6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0.5
EGFR,TANK,P00533,Q92844,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,42,41,42,41,0,0,0.5
EGFR,SOHLH1,P00533,Q5JUK2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,MYOZ3,P00533,Q8TDC0,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,6,0,0,0.5
EGFR,SRSF7,P00533,Q16629,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EAPP,P00533,Q56P03,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,STMN3,P00533,Q9NZ72,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,RALA,P00533,P11233,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ANG,P00533,P03950,U,context,False,False,0,0,0,0,0,0,0,0,41,41,41,41,0,0,0,0,1,41,0.5
EGFR,GUK1,P00533,Q16774,U,context,False,False,0,0,0,0,0,0,0,0,11,11,11,11,0,0,0,0,1,11,0.5
EGFR,POLDIP3,P00533,Q9BY77,U,context,False,False,0,0,0,0,0,0,0,0,56,62,56,62,0,0,0,0,1,56,0.475
EGFR,MAPKAPK3,P00533,Q16644,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,DYNLT3,P00533,P51808,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,LZTFL1,P00533,Q9NQ48,U,context,False,False,0,0,0,0,0,0,0,0,20,11,20,11,0,0,0,0,1,20,0.6363636363636364
EGFR,ADH7,P00533,P40394,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SRXN1,P00533,Q9BYN0,U,context,False,False,0,0,0,0,0,0,0,0,16,19,16,19,0,0,0,0,1,16,0.4594594594594595
EGFR,WDFY2,P00533,Q96P53,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HAAO,P00533,P46952,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CCDC42,P00533,Q96M95,U,context,False,False,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,1,4,0.45454545454545453
EGFR,SAT1,P00533,P21673,U,context,False,False,0,0,0,0,0,0,0,0,22,23,22,23,0,0,0,0,1,22,0.48936170212765956
EGFR,PEX7,P00533,O00628,U,context,False,False,0,0,0,0,0,0,0,0,15,14,15,14,0,0,0,0,1,15,0.5161290322580645
EGFR,PSME3,P00533,P61289,U,context,False,False,0,0,0,0,0,0,0,0,109,111,109,111,0,0,0,0,1,109,0.4954954954954955
EGFR,PIERCE1,P00533,Q5BN46,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,WDR54,P00533,Q9H977,U,context,False,False,0,0,0,0,0,0,0,0,12,10,12,10,0,0,0,0,1,12,0.5416666666666666
EGFR,FDPS,P00533,P14324,U,context,False,False,0,0,0,0,0,0,0,0,27,32,27,32,0,0,0,0,1,27,0.45901639344262296
EGFR,MAEA,P00533,Q7L5Y9,U,context,False,False,0,0,0,0,0,0,0,0,25,27,25,27,0,0,0,0,1,25,0.48148148148148145
EGFR,TPT1,P00533,P13693,U,context,False,False,0,0,0,0,0,0,0,0,65,63,65,63,0,0,0,0,1,65,0.5076923076923077
EGFR,COMMD9,P00533,Q9P000,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,0,0.5
EGFR,HABP4,P00533,Q5JVS0,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,29,23,29,23,0,0,0.5
EGFR,AKR1C1,P00533,Q04828,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,PHB2,P00533,Q99623,U,context,False,False,0,0,0,0,0,0,0,0,146,134,146,134,0,0,0,0,1,146,0.5212765957446809
EGFR,GSTT2,P00533,P0CG29,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,FBXO4,P00533,Q9UKT5,U,context,False,False,0,0,0,0,0,0,0,0,8,7,8,7,0,0,0,0,1,8,0.5294117647058824
EGFR,RAB9A,P00533,P51151,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,IL36B,P00533,Q9NZH7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EIF4A3,P00533,P38919,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SPMIP8,P00533,Q6URK8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5
EGFR,NOSIP,P00533,Q9Y314,U,background,False,False,0,0,0,0,0,0,0,0,12,7,12,7,0,0,0,0,1,12,0.6190476190476191
EGFR,CSNK2B,P00533,P67870,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EMC8,P00533,O43402,U,background,False,False,0,0,0,0,0,0,0,0,46,54,46,54,0,0,0,0,1,46,0.46078431372549017
EGFR,NEU2,P00533,Q9Y3R4,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,DIPK2A,P00533,Q8NDZ4,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,PRSS27,P00533,Q9BQR3,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ZP3,P00533,P21754,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CAPZA1,P00533,P52907,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,31,34,31,34,0,0,0.5
EGFR,EMC3,P00533,Q9P0I2,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,30,24,30,24,0,0,0.5
EGFR,GPR78,P00533,Q96P69,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ENKUR,P00533,Q8TC29,U,background,False,False,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,1,5,0.375
EGFR,MSGN1,P00533,A6NI15,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ZNF576,P00533,Q9H609,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,GKN1,P00533,Q9NS71,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0.5
EGFR,IGLV4-60,P00533,A0A075B6I1,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CXCR6,P00533,O00574,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,KRTAP9-8,P00533,Q9BYQ0,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,FAHD1,P00533,Q6P587,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,52,30,0,0,0,0,0.5
EGFR,CCDC43,P00533,Q96MW1,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HLA-DQB1,P00533,P01920,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CREG1,P00533,O75629,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,POGLUT1,P00533,Q8NBL1,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,0,0,0.5
EGFR,RNASE6,P00533,Q93091,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,KCNJ6,P00533,P48051,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HLA-DRB5,P00533,Q30154,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CHST1,P00533,O43916,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,UBAP1L,P00533,F5GYI3,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ACTL6A,P00533,O96019,U,background,False,False,0,0,0,0,0,0,0,0,49,63,49,63,0,0,0,0,1,49,0.43859649122807015
EGFR,MAGEB17,P00533,A8MXT2,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HSD11B2,P00533,P80365,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SLC25A4,P00533,P12235,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SGK1,P00533,O00141,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,TMEM72,P00533,A0PK05,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,19,15,19,15,0,0,0.5
EGFR,MTHFD2L,P00533,Q9H903,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,DMTN,P00533,Q08495,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,TSFM,P00533,P43897,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,92,79,92,79,0,0,0.5
EGFR,SSPN,P00533,Q14714,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.5
EGFR,CD3E,P00533,P07766,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,17,0,0,0.5
EGFR,TSPAN8,P00533,P19075,U,background,False,False,0,0,0,0,0,0,0,0,14,3,14,3,0,0,0,0,1,14,0.7894736842105263
EGFR,CAMK1D,P00533,Q8IU85,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,KLF1,P00533,Q13351,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,LIPK,P00533,Q5VXJ0,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ABI3,P00533,Q9P2A4,U,background,False,False,0,0,0,0,0,0,0,0,33,35,33,35,0,0,0,0,1,33,0.4857142857142857
EGFR,FBXO17,P00533,Q96EF6,U,background,False,False,0,0,0,0,0,0,0,0,17,19,17,19,0,0,0,0,1,17,0.47368421052631576
EGFR,TEX50,P00533,A0A1B0GTY4,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CDRT15,P00533,Q96T59,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,GPATCH11,P00533,Q8N954,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SEC14L6,P00533,B5MCN3,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,KRTAP5-8,P00533,O75690,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,AZIN2,P00533,Q96A70,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CABYR,P00533,O75952,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
EGFR,ODAD1,P00533,Q96M63,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ACOT11,P00533,Q8WXI4,U,context,False,False,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,1,6,0.5833333333333334
EGFR,SMYD5,P00533,Q6GMV2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,LORICRIN,P00533,P23490,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,KCTD13,P00533,Q8WZ19,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0.5
EGFR,ACTRT3,P00533,Q9BYD9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CASP7,P00533,P55210,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,23,26,23,26,0,0,0.5
EGFR,FAM91A1,P00533,Q658Y4,U,context,False,False,0,0,0,0,0,0,0,0,32,46,32,46,0,0,0,0,1,32,0.4125
EGFR,SRPX2,P00533,O60687,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0,0.5
EGFR,RNF34,P00533,Q969K3,U,context,False,False,0,0,0,0,0,0,0,0,20,11,20,11,0,0,0,0,1,20,0.6363636363636364
EGFR,DCP1A,P00533,Q9NPI6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,TTI1,P00533,O43156,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,TRAF6,P00533,Q9Y4K3,U,context,False,False,0,0,0,0,0,0,0,0,212,185,212,185,0,0,0,0,1,212,0.5338345864661654
EGFR,UFL1,P00533,O94874,U,context,False,False,0,0,0,0,0,0,0,0,286,220,286,220,0,0,0,0,1,286,0.5649606299212598
EGFR,CASP8,P00533,Q14790,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,60,55,60,55,0,0,0.5
EGFR,HARBI1,P00533,Q96MB7,U,context,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.6666666666666666
EGFR,SPATA1,P00533,Q5VX52,U,context,False,False,0,0,0,0,0,0,0,0,7,9,7,9,0,0,0,0,1,7,0.4444444444444444
EGFR,RRAGC,P00533,Q9HB90,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,METTL2B,P00533,Q6P1Q9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0.5
EGFR,ZBTB33,P00533,Q86T24,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,RPS6KA2,P00533,Q15349,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,PI4KB,P00533,Q9UBF8,U,context,False,False,0,0,0,0,0,0,0,0,28,39,28,39,0,0,0,0,1,28,0.42028985507246375
EGFR,AKR1E2,P00533,Q96JD6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,PSKH1,P00533,P11801,U,context,False,False,0,0,0,0,0,0,0,0,18,18,18,18,0,0,0,0,1,18,0.5
EGFR,LIMS1,P00533,P48059,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ADH4,P00533,P08319,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SNX7,P00533,Q9UNH6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CCDC66,P00533,A2RUB6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,BYSL,P00533,Q13895,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,39,32,39,32,0,0,0.5
EGFR,DNAI7,P00533,Q6TDU7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,BABAM1,P00533,Q9NWV8,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0.5
EGFR,TRIM7,P00533,Q9C029,U,context,False,False,0,0,0,0,0,0,0,0,18,15,18,15,0,0,0,0,1,18,0.5428571428571428
EGFR,CCDC69,P00533,A6NI79,U,context,False,False,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,1,7,0.5333333333333333
EGFR,DDX39B,P00533,Q13838,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,AEBP1,P00533,Q8IUX7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,RRAGA,P00533,Q7L523,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,SHPK,P00533,Q9UHJ6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0.5
EGFR,PCBP2,P00533,Q15366,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,WARS1,P00533,P23381,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HIPK4,P00533,Q8NE63,U,context,False,False,0,0,0,0,0,0,0,0,9,6,9,6,0,0,0,0,1,9,0.5882352941176471
EGFR,VTA1,P00533,Q9NP79,U,context,False,False,0,0,0,0,0,0,0,0,22,34,22,34,0,0,0,0,1,22,0.39655172413793105
EGFR,COPB1,P00533,P53618,U,context,False,False,0,0,0,0,0,0,0,0,69,53,69,53,0,0,0,0,1,69,0.5645161290322581
EGFR,SEPTIN14,P00533,Q6ZU15,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,DENND1A,P00533,Q8TEH3,U,context,False,False,0,0,0,0,0,0,0,0,31,38,31,38,0,0,0,0,1,31,0.4507042253521127
EGFR,PLK1,P00533,P53350,U,context,False,False,0,0,0,0,0,0,0,0,183,144,183,144,0,0,0,0,1,183,0.5592705167173252
EGFR,G3BP1,P00533,Q13283,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,PPM1E,P00533,Q8WY54,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,12,0,0,0.5
EGFR,ERC2,P00533,O15083,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,EDNRA,P00533,P25101,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,C16orf96,P00533,A6NNT2,U,background,False,False,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3,0.8
EGFR,MTG2,P00533,Q9H4K7,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,DBF4B,P00533,Q8NFT6,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,GAA,P00533,P10253,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,ESRP1,P00533,Q6NXG1,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CDC23,P00533,Q9UJX2,U,background,False,False,0,0,0,0,0,0,0,0,79,81,79,81,0,0,0,0,1,79,0.49382716049382713
EGFR,ACAP1,P00533,Q15027,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,NAGPA,P00533,Q9UK23,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0.5
EGFR,SLC6A13,P00533,Q9NSD5,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,HUNK,P00533,P57058,U,background,False,False,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,1,4,0.5
EGFR,CCDC81,P00533,Q6ZN84,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,CXorf38,P00533,Q8TB03,U,background,False,False,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0,0,1,2,0.3333333333333333
EGFR,TBC1D14,P00533,Q9P2M4,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGFR,MBOAT2,P00533,Q6ZWT7,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0.5
