query_gene,partner_gene,query_uniprot,partner_uniprot,class,panel_row,training_accession_labels,training_exact_sequence_labels,validation_accession_labels,validation_exact_sequence_labels
TP53,CACUL1,P04637,Q86Y37,U,72,,,,
TP53,ZBTB12,P04637,Q9Y330,U,73,,,,
TP53,RPL3,P04637,P39023,U,74,,,,
TP53,NXPE3,P04637,Q969Y0,U,75,,,,
TP53,CYP4A22,P04637,Q5TCH4,U,76,,,,
TP53,CD2AP,P04637,Q9Y5K6,U,77,,,,
TP53,UMPS,P04637,P11172,U,78,,,,
TP53,RUSF1,P04637,Q96GQ5,U,79,,,,
TP53,TBC1D23,P04637,Q9NUY8,U,80,,,,
TP53,APOE,P04637,P02649,U,81,,,,
TP53,PGM1,P04637,P36871,U,82,,,,
TP53,KRT16,P04637,P08779,U,83,,,,
TP53,PTX3,P04637,P26022,U,84,,,,
TP53,PNMA5,P04637,Q96PV4,U,85,,,,
TP53,SLC44A2,P04637,Q8IWA5,U,86,,,,
TP53,MARK4,P04637,Q96L34,U,87,,,,
TP53,NEUROG2,P04637,Q9H2A3,U,88,,,,
TP53,MRGPRF,P04637,Q96AM1,U,89,,,,
TP53,RNF167,P04637,Q9H6Y7,U,90,,,,
TP53,PPP3CB,P04637,P16298,U,91,,,,
TP53,ALPI,P04637,P09923,U,92,,,,
TP53,HAP1,P04637,P54257,U,93,,,,
TP53,QRFPR,P04637,Q96P65,U,94,,,,
TP53,C2orf42,P04637,Q9NWW7,U,95,,,,
TP53,FAM131C,P04637,Q96AQ9,U,96,,,,
TP53,FTO,P04637,Q9C0B1,U,97,,,,
TP53,CDHR4,P04637,A6H8M9,U,98,,,,
TP53,HNRNPU,P04637,Q00839,U,99,,,,
TP53,SEZ6L2,P04637,Q6UXD5,U,100,,,,
TP53,POMC,P04637,P01189,U,101,,,,
TP53,ESCO1,P04637,Q5FWF5,U,102,,,,
TP53,SULF1,P04637,Q8IWU6,U,103,,,,
TP53,BRIX1,P04637,Q8TDN6,U,104,,,,
TP53,IMPDH1,P04637,P20839,U,105,,,,
TP53,TBX5,P04637,Q99593,U,106,,,,
TP53,INPP4A,P04637,Q96PE3,U,107,,,,
TP53,A1CF,P04637,Q9NQ94,U,108,,,,
TP53,IP6K1,P04637,Q92551,U,109,,,,
TP53,GABPB1,P04637,Q06547,U,110,,,,
TP53,SENP1,P04637,Q9P0U3,U,111,,,,
TP53,SRSF6,P04637,Q13247,U,112,,,,
TP53,UTP11,P04637,Q9Y3A2,U,113,,,,
TP53,DYRK3,P04637,O43781,U,114,,,,
TP53,INTS14,P04637,Q96SY0,U,115,,,,
TP53,NCOA5,P04637,Q9HCD5,U,116,,,,
TP53,CAPG,P04637,P40121,U,117,,,,
TP53,RDM1,P04637,Q8NG50,U,118,,,,
TP53,HORMAD2,P04637,Q8N7B1,U,119,,,,
TP53,PPAN,P04637,Q9NQ55,U,120,,,,
TP53,ZNF671,P04637,Q8TAW3,U,121,,,,
TP53,CPNE2,P04637,Q96FN4,U,122,,,,
TP53,ECSIT,P04637,Q9BQ95,U,123,,,,
TP53,NACC1,P04637,Q96RE7,U,124,,,,
TP53,MLLT1,P04637,Q03111,U,125,,,,
TP53,DCAF13,P04637,Q9NV06,U,126,,,,
TP53,TNFAIP3,P04637,P21580,U,127,,,,
TP53,PPID,P04637,Q08752,U,128,,,,
TP53,EED,P04637,O75530,U,129,,,,
TP53,ZNF284,P04637,Q2VY69,U,130,,,,
TP53,BOP1,P04637,Q14137,U,131,,,,
TP53,URI1,P04637,O94763,U,132,,,,
TP53,FOS,P04637,P01100,U,133,,,,
TP53,FGF2,P04637,P09038,U,134,,,,
TP53,PBX1,P04637,P40424,U,135,,,,
TP53,PRDM13,P04637,Q9H4Q3,U,136,,,,
TP53,TGFB1I1,P04637,O43294,U,137,,,,
TP53,TEAD2,P04637,Q15562,U,138,,,,
TP53,SRSF5,P04637,Q13243,U,139,,,,
TP53,IGF2BP2,P04637,Q9Y6M1,U,140,,,,
TP53,ZNF311,P04637,Q5JNZ3,U,141,,,,
TP53,ZNF775,P04637,Q96BV0,U,142,,,,
TP53,HOXD3,P04637,P31249,U,143,,,,
TP53,TIGD4,P04637,Q8IY51,U,144,,,,
TP53,OAS1,P04637,P00973,U,145,,,,
TP53,TRIM5,P04637,Q9C035,U,146,,,,
TP53,ZNF841,P04637,Q6ZN19,U,147,,,,
TP53,TSG101,P04637,Q99816,U,148,,,,
TP53,SNRNP70,P04637,P08621,U,149,,,,
TP53,LMX1B,P04637,O60663,U,150,,,,
TP53,ZNF350,P04637,Q9GZX5,U,151,,,,
TP53,NR4A2,P04637,P43354,U,152,,,,
TP53,ZNF333,P04637,Q96JL9,U,153,,,,
TP53,ZNF396,P04637,Q96N95,U,154,,,,
TP53,CDH26,P04637,Q8IXH8,U,155,,,,
TP53,UTP3,P04637,Q9NQZ2,U,156,,,,
TP53,TWF1,P04637,Q12792,U,157,,,,
TP53,PDLIM3,P04637,Q53GG5,U,158,,,,
TP53,CD74,P04637,P04233,U,159,,,,
TP53,PANK4,P04637,Q9NVE7,U,160,,,,
TP53,FASTKD5,P04637,Q7L8L6,U,161,,,,
TP53,HSD17B1,P04637,P14061,U,162,,,,
TP53,PCOLCE2,P04637,Q9UKZ9,U,163,,,,
TP53,PLEKHG7,P04637,Q6ZR37,U,164,,,,
TP53,CXorf38,P04637,Q8TB03,U,165,,,,
TP53,ZNF829,P04637,Q3KNS6,U,166,,,,
TP53,ZRSR2P1,P04637,Q15695,U,167,,,,
TP53,ZNF442,P04637,Q9H7R0,U,168,,,,
TP53,USP46,P04637,P62068,U,169,,,,
TP53,MARS1,P04637,P56192,U,170,,,,
TP53,SPIRE1,P04637,Q08AE8,U,171,,,,
TP53,MRGPRX3,P04637,Q96LB0,U,172,,,,
TP53,POM121L12,P04637,Q8N7R1,U,173,,,,
TP53,ZNF324B,P04637,Q6AW86,U,174,,,,
TP53,CNOT10,P04637,Q9H9A5,U,175,,,,
TP53,PTGDR,P04637,Q13258,U,176,,,,
TP53,ENPP2,P04637,Q13822,U,177,,,,
TP53,PTCHD4,P04637,Q6ZW05,U,178,,,,
TP53,WDR41,P04637,Q9HAD4,U,179,,,,
TP53,COG6,P04637,Q9Y2V7,U,180,,,,
TP53,GJD2,P04637,Q9UKL4,U,181,,,,
TP53,CDK5R2,P04637,Q13319,U,182,,,,
TP53,CMKLR1,P04637,Q99788,U,183,,,,
TP53,NKX6-1,P04637,P78426,U,184,,,,
TP53,NOVA2,P04637,Q9UNW9,U,185,,,,
TP53,SLC18A1,P04637,P54219,U,186,,,,
TP53,MT-CYB,P04637,P00156,U,187,,,,
TP53,ANKRA2,P04637,Q9H9E1,U,188,,,,
TP53,FOXL1,P04637,Q12952,U,189,,,,
TP53,MAPT,P04637,P10636,U,190,,,,
TP53,NKX6-3,P04637,A6NJ46,U,191,,,,
TP53,LPIN1,P04637,Q14693,U,192,,,,
TP53,C1orf159,P04637,Q96HA4,U,193,,,,
TP53,MAP4K5,P04637,Q9Y4K4,U,194,,,,
TP53,NIPA2,P04637,Q8N8Q9,U,195,,,,
TP53,OR10J5,P04637,Q8NHC4,U,196,,,,
TP53,PDK3,P04637,Q15120,U,197,,,,
TP53,CAPN6,P04637,Q9Y6Q1,U,198,,,,
TP53,DDX41,P04637,Q9UJV9,U,199,,,,
TP53,ZBTB2,P04637,Q8N680,U,200,,,,
TP53,CFHR4,P04637,Q92496,U,201,,,,
TP53,MEGF9,P04637,Q9H1U4,U,202,,,,
TP53,TLR1,P04637,Q15399,U,203,,,,
TP53,HEATR1,P04637,Q9H583,U,204,,,,
TP53,CUX1,P04637,P39880,U,205,,,,
TP53,ZNF609,P04637,O15014,U,206,,,,
TP53,CHD2,P04637,O14647,U,207,,,,
TP53,TRPS1,P04637,Q9UHF7,U,208,,,,
TP53,MBD5,P04637,Q9P267,U,209,,,,
TP53,SCAF11,P04637,Q99590,U,210,,,,
TP53,TTLL5,P04637,Q6EMB2,U,211,,,,
TP53,CRAMP1,P04637,Q96RY5,U,212,,,,
TP53,ZNF462,P04637,Q96JM2,U,213,,,,
TP53,PRDM2,P04637,Q13029,U,214,,,,
TP53,CAD,P04637,P27708,U,215,,,,
TP53,NEK1,P04637,Q96PY6,U,216,,,,
TP53,BAZ1A,P04637,Q9NRL2,U,217,,,,
TP53,RAD54L2,P04637,Q9Y4B4,U,218,,,,
TP53,SPEG,P04637,Q15772,U,219,,,,
TP53,KDM2B,P04637,Q8NHM5,U,220,,,,
TP53,ERBIN,P04637,Q96RT1,U,221,,,,
TP53,CASP8AP2,P04637,Q9UKL3,U,222,,,,
TP53,SCAND3,P04637,Q6R2W3,U,223,,,,
TP53,ZNF541,P04637,Q9H0D2,U,224,,,,
TP53,PPRC1,P04637,Q5VV67,U,225,,,,
TP53,ZNF208,P04637,O43345,U,226,,,,
TP53,ZNF292,P04637,O60281,U,227,,,,
TP53,DIDO1,P04637,Q9BTC0,U,228,,,,
TP53,RALGAPA1,P04637,Q6GYQ0,U,229,,,,
TP53,RECQL4,P04637,O94761,U,230,,,,
TP53,PARP4,P04637,Q9UKK3,U,231,,,,
TP53,EP400,P04637,Q96L91,U,232,,,,
TP53,SVEP1,P04637,Q4LDE5,U,233,,,,
TP53,DOCK10,P04637,Q96BY6,U,234,,,,
TP53,DHX9,P04637,Q08211,U,235,,,,
TP53,ZFAT,P04637,Q9P243,U,236,,,,
TP53,FMN2,P04637,Q9NZ56,U,237,,,,
TP53,SPOCD1,P04637,Q6ZMY3,U,238,,,,
TP53,ZNF521,P04637,Q96K83,U,239,,,,
TP53,POLQ,P04637,O75417,U,240,,,,
TP53,ZGRF1,P04637,Q86YA3,U,241,,,,
TP53,ZNF687,P04637,Q8N1G0,U,242,,,,
TP53,NLRP1,P04637,Q9C000,U,243,,,,
TP53,NCAPD3,P04637,P42695,U,244,,,,
TP53,FMN1,P04637,Q68DA7,U,245,,,,
TP53,NCOA3,P04637,Q9Y6Q9,U,246,,,,
TP53,ZNF469,P04637,Q96JG9,U,247,,,,
TP53,PPP1R26,P04637,Q5T8A7,U,248,,,,
TP53,GTF3C1,P04637,Q12789,U,249,,,,
TP53,DCAF1,P04637,Q9Y4B6,U,250,,,,
TP53,PIK3C2B,P04637,O00750,U,251,,,,
TP53,URB1,P04637,O60287,U,252,,,,
TP53,SKIC2,P04637,Q15477,U,253,,,,
TP53,USP47,P04637,Q96K76,U,254,,,,
TP53,RIMS2,P04637,Q9UQ26,U,255,,,,
TP53,KDM3A,P04637,Q9Y4C1,U,256,,,,
TP53,FLG,P04637,P20930,U,257,,,,
TP53,DSEL,P04637,Q8IZU8,U,258,,,,
TP53,RIMBP3,P04637,Q9UFD9,U,259,,,,
TP53,RLF,P04637,Q13129,U,260,,,,
TP53,RIMBP3C,P04637,A6NJZ7,U,261,,,,
TP53,ALPK3,P04637,Q96L96,U,262,,,,
TP53,GLI2,P04637,P10070,U,263,,,,
TP53,DICER1,P04637,Q9UPY3,U,264,,,,
TP53,NRCAM,P04637,Q92823,U,265,,,,
TP53,CPLANE1,P04637,Q9H799,U,266,,,,
TP53,YLPM1,P04637,P49750,U,267,,,,
TP53,DCTN1,P04637,Q14203,U,268,,,,
TP53,PLXND1,P04637,Q9Y4D7,U,269,,,,
TP53,CTNND2,P04637,Q9UQB3,U,270,,,,
TP53,NID1,P04637,P14543,U,271,,,,
TP53,CNOT1,P04637,A5YKK6,U,272,,,,
TP53,WDR17,P04637,Q8IZU2,U,273,,,,
TP53,ZNF729,P04637,A6NN14,U,274,,,,
TP53,FLNC,P04637,Q14315,U,275,,,,
TP53,NUP188,P04637,Q5SRE5,U,276,,,,
TP53,ANKRD17,P04637,O75179,U,277,,,,
TP53,CDC42BPG,P04637,Q6DT37,U,278,,,,
TP53,ARID1B,P04637,Q8NFD5,U,279,,,,
TP53,CARMIL3,P04637,Q8ND23,U,280,,,,
TP53,KCP,P04637,Q6ZWJ8,U,281,,,,
TP53,CPSF1,P04637,Q10570,U,282,,,,
TP53,CEP164,P04637,Q9UPV0,U,283,,,,
TP53,NBAS,P04637,A2RRP1,U,284,,,,
TP53,GPR158,P04637,Q5T848,U,285,,,,
TP53,CLTCL1,P04637,P53675,U,286,,,,
TP53,TTBK1,P04637,Q5TCY1,U,287,,,,
TP53,PPIP5K1,P04637,Q6PFW1,U,288,,,,
TP53,NLRC5,P04637,Q86WI3,U,289,,,,
TP53,NPC1L1,P04637,Q9UHC9,U,290,,,,
TP53,PASK,P04637,Q96RG2,U,291,,,,
TP53,BAZ2A,P04637,Q9UIF9,U,292,,,,
TP53,CAND1,P04637,Q86VP6,U,293,,,,
TP53,ARHGEF17,P04637,Q96PE2,U,294,,,,
TP53,PLXNA1,P04637,Q9UIW2,U,295,,,,
TP53,SUPT6H,P04637,Q7KZ85,U,296,,,,
TP53,SETD1B,P04637,Q9UPS6,U,297,,,,
TP53,DIP2C,P04637,Q9Y2E4,U,298,,,,
TP53,DHX38,P04637,Q92620,U,299,,,,
TP53,SPTBN1,P04637,Q01082,U,300,,,,
TP53,TRO,P04637,Q12816,U,301,,,,
TP53,PTPRT,P04637,O14522,U,302,,,,
TP53,FHOD3,P04637,Q2V2M9,U,303,,,,
EGFR,GRB2,P00533,P62993,P,1,,,,
EGFR,SHC1,P00533,P29353,P,2,,,,
EGFR,CBL,P00533,P22681,P,3,,,,
EGFR,MTAP,P00533,Q13126,U,4,,,,
EGFR,HOATZ,P00533,Q6PI97,U,5,,,,
EGFR,OXT,P00533,P01178,U,6,,,,
EGFR,RBPMS,P00533,Q93062,U,7,,,,
EGFR,EIF1AY,P00533,O14602,U,8,,,,
EGFR,RPUSD4,P00533,Q96CM3,U,9,,,,
EGFR,RPL13,P00533,P26373,U,10,,,,
EGFR,IFI35,P00533,P80217,U,11,,,,
EGFR,TUBA4B,P00533,Q9H853,U,12,,,,
EGFR,EXO5,P00533,Q9H790,U,13,,,,
EGFR,TSPY1,P00533,Q01534,U,14,,,,
EGFR,STRADA,P00533,Q7RTN6,U,15,,,,
EGFR,ENKD1,P00533,Q9H0I2,U,16,,,,
EGFR,GPN3,P00533,Q9UHW5,U,17,,,,
EGFR,MYOZ2,P00533,Q9NPC6,U,18,,,,
EGFR,TANK,P00533,Q92844,U,19,,,,
EGFR,SOHLH1,P00533,Q5JUK2,U,20,,,,
EGFR,MYOZ3,P00533,Q8TDC0,U,21,,,,
EGFR,SRSF7,P00533,Q16629,U,22,,,,
EGFR,EAPP,P00533,Q56P03,U,23,,,,
EGFR,STMN3,P00533,Q9NZ72,U,24,,,,
EGFR,RALA,P00533,P11233,U,25,,,,
EGFR,ANG,P00533,P03950,U,26,,,,
EGFR,GUK1,P00533,Q16774,U,27,,,,
EGFR,POLDIP3,P00533,Q9BY77,U,28,,,,
EGFR,MAPKAPK3,P00533,Q16644,U,29,,,,
EGFR,DYNLT3,P00533,P51808,U,30,,,,
EGFR,LZTFL1,P00533,Q9NQ48,U,31,,,,
EGFR,ADH7,P00533,P40394,U,32,,,,
EGFR,SRXN1,P00533,Q9BYN0,U,33,,,,
EGFR,WDFY2,P00533,Q96P53,U,34,,,,
EGFR,HAAO,P00533,P46952,U,35,,,,
EGFR,CCDC42,P00533,Q96M95,U,36,,,,
EGFR,SAT1,P00533,P21673,U,37,,,,
EGFR,PEX7,P00533,O00628,U,38,,,,
EGFR,PSME3,P00533,P61289,U,39,,,,
EGFR,PIERCE1,P00533,Q5BN46,U,40,,,,
EGFR,WDR54,P00533,Q9H977,U,41,,,,
EGFR,FDPS,P00533,P14324,U,42,,,,
EGFR,MAEA,P00533,Q7L5Y9,U,43,,,,
EGFR,TPT1,P00533,P13693,U,44,,,,
EGFR,COMMD9,P00533,Q9P000,U,45,,,,
EGFR,HABP4,P00533,Q5JVS0,U,46,,,,
EGFR,AKR1C1,P00533,Q04828,U,47,,,,
EGFR,PHB2,P00533,Q99623,U,48,,,,
EGFR,GSTT2,P00533,P0CG29,U,49,,,,
EGFR,FBXO4,P00533,Q9UKT5,U,50,,,,
EGFR,RAB9A,P00533,P51151,U,51,,,,
EGFR,IL36B,P00533,Q9NZH7,U,52,,,,
EGFR,EIF4A3,P00533,P38919,U,53,,,,
EGFR,SPMIP8,P00533,Q6URK8,U,54,,,,
EGFR,NOSIP,P00533,Q9Y314,U,55,,,,
EGFR,CSNK2B,P00533,P67870,U,56,,,,
EGFR,EMC8,P00533,O43402,U,57,,,,
EGFR,NEU2,P00533,Q9Y3R4,U,58,,,,
EGFR,DIPK2A,P00533,Q8NDZ4,U,59,,,,
EGFR,PRSS27,P00533,Q9BQR3,U,60,,,,
EGFR,ZP3,P00533,P21754,U,61,,,,
EGFR,CAPZA1,P00533,P52907,U,62,,,,
EGFR,EMC3,P00533,Q9P0I2,U,63,,,,
EGFR,GPR78,P00533,Q96P69,U,64,,,,
EGFR,ENKUR,P00533,Q8TC29,U,65,,,,
EGFR,MSGN1,P00533,A6NI15,U,66,,,,
EGFR,ZNF576,P00533,Q9H609,U,67,,,,
EGFR,GKN1,P00533,Q9NS71,U,68,,,,
EGFR,IGLV4-60,P00533,A0A075B6I1,U,69,,,,
EGFR,CXCR6,P00533,O00574,U,70,,,,
EGFR,KRTAP9-8,P00533,Q9BYQ0,U,71,,,,
EGFR,FAHD1,P00533,Q6P587,U,72,,,,
EGFR,CCDC43,P00533,Q96MW1,U,73,,,,
EGFR,HLA-DQB1,P00533,P01920,U,74,,,,
EGFR,CREG1,P00533,O75629,U,75,,,,
EGFR,POGLUT1,P00533,Q8NBL1,U,76,,,,
EGFR,RNASE6,P00533,Q93091,U,77,,,,
EGFR,KCNJ6,P00533,P48051,U,78,,,,
EGFR,HLA-DRB5,P00533,Q30154,U,79,,,,
EGFR,CHST1,P00533,O43916,U,80,,,,
EGFR,UBAP1L,P00533,F5GYI3,U,81,,,,
EGFR,ACTL6A,P00533,O96019,U,82,,,,
EGFR,MAGEB17,P00533,A8MXT2,U,83,,,,
EGFR,HSD11B2,P00533,P80365,U,84,,,,
EGFR,SLC25A4,P00533,P12235,U,85,,,,
EGFR,SGK1,P00533,O00141,U,86,,,,
EGFR,TMEM72,P00533,A0PK05,U,87,,,,
EGFR,MTHFD2L,P00533,Q9H903,U,88,,,,
EGFR,DMTN,P00533,Q08495,U,89,,,,
EGFR,TSFM,P00533,P43897,U,90,,,,
EGFR,SSPN,P00533,Q14714,U,91,,,,
EGFR,CD3E,P00533,P07766,U,92,,,,
EGFR,TSPAN8,P00533,P19075,U,93,,,,
EGFR,CAMK1D,P00533,Q8IU85,U,94,,,,
EGFR,KLF1,P00533,Q13351,U,95,,,,
EGFR,LIPK,P00533,Q5VXJ0,U,96,,,,
EGFR,ABI3,P00533,Q9P2A4,U,97,,,,
EGFR,FBXO17,P00533,Q96EF6,U,98,,,,
EGFR,TEX50,P00533,A0A1B0GTY4,U,99,,,,
EGFR,CDRT15,P00533,Q96T59,U,100,,,,
EGFR,GPATCH11,P00533,Q8N954,U,101,,,,
EGFR,SEC14L6,P00533,B5MCN3,U,102,,,,
EGFR,KRTAP5-8,P00533,O75690,U,103,,,,
EGFR,AZIN2,P00533,Q96A70,U,104,,,,
EGFR,CABYR,P00533,O75952,U,105,,,,
EGFR,ODAD1,P00533,Q96M63,U,106,,,,
EGFR,ACOT11,P00533,Q8WXI4,U,107,,,,
EGFR,SMYD5,P00533,Q6GMV2,U,108,,,,
EGFR,LORICRIN,P00533,P23490,U,109,,,,
EGFR,KCTD13,P00533,Q8WZ19,U,110,,,,
EGFR,ACTRT3,P00533,Q9BYD9,U,111,,,,
EGFR,CASP7,P00533,P55210,U,112,,,,
EGFR,FAM91A1,P00533,Q658Y4,U,113,,,,
EGFR,SRPX2,P00533,O60687,U,114,,,,
EGFR,RNF34,P00533,Q969K3,U,115,,,,
EGFR,DCP1A,P00533,Q9NPI6,U,116,,,,
EGFR,TTI1,P00533,O43156,U,117,,,,
EGFR,TRAF6,P00533,Q9Y4K3,U,118,,,,
EGFR,UFL1,P00533,O94874,U,119,,,,
EGFR,CASP8,P00533,Q14790,U,120,,,,
EGFR,HARBI1,P00533,Q96MB7,U,121,,,,
EGFR,SPATA1,P00533,Q5VX52,U,122,,,,
EGFR,RRAGC,P00533,Q9HB90,U,123,,,,
EGFR,METTL2B,P00533,Q6P1Q9,U,124,,,,
EGFR,ZBTB33,P00533,Q86T24,U,125,,,,
EGFR,RPS6KA2,P00533,Q15349,U,126,,,,
EGFR,PI4KB,P00533,Q9UBF8,U,127,,,,
EGFR,AKR1E2,P00533,Q96JD6,U,128,,,,
EGFR,PSKH1,P00533,P11801,U,129,,,,
EGFR,LIMS1,P00533,P48059,U,130,,,,
EGFR,ADH4,P00533,P08319,U,131,,,,
EGFR,SNX7,P00533,Q9UNH6,U,132,,,,
EGFR,CCDC66,P00533,A2RUB6,U,133,,,,
EGFR,BYSL,P00533,Q13895,U,134,,,,
EGFR,DNAI7,P00533,Q6TDU7,U,135,,,,
EGFR,BABAM1,P00533,Q9NWV8,U,136,,,,
EGFR,TRIM7,P00533,Q9C029,U,137,,,,
EGFR,CCDC69,P00533,A6NI79,U,138,,,,
EGFR,DDX39B,P00533,Q13838,U,139,,,,
EGFR,AEBP1,P00533,Q8IUX7,U,140,,,,
EGFR,RRAGA,P00533,Q7L523,U,141,,,,
EGFR,SHPK,P00533,Q9UHJ6,U,142,,,,
EGFR,PCBP2,P00533,Q15366,U,143,,,,
EGFR,WARS1,P00533,P23381,U,144,,,,
EGFR,HIPK4,P00533,Q8NE63,U,145,,,,
EGFR,VTA1,P00533,Q9NP79,U,146,,,,
EGFR,COPB1,P00533,P53618,U,147,,,,
EGFR,SEPTIN14,P00533,Q6ZU15,U,148,,,,
EGFR,DENND1A,P00533,Q8TEH3,U,149,,,,
EGFR,PLK1,P00533,P53350,U,150,,,,
EGFR,G3BP1,P00533,Q13283,U,151,,,,
EGFR,PPM1E,P00533,Q8WY54,U,152,,,,
EGFR,ERC2,P00533,O15083,U,153,,,,
EGFR,EDNRA,P00533,P25101,U,154,,,,
EGFR,C16orf96,P00533,A6NNT2,U,155,,,,
EGFR,MTG2,P00533,Q9H4K7,U,156,,,,
EGFR,DBF4B,P00533,Q8NFT6,U,157,,,,
EGFR,GAA,P00533,P10253,U,158,,,,
EGFR,ESRP1,P00533,Q6NXG1,U,159,,,,
EGFR,CDC23,P00533,Q9UJX2,U,160,,,,
EGFR,ACAP1,P00533,Q15027,U,161,,,,
EGFR,NAGPA,P00533,Q9UK23,U,162,,,,
EGFR,SLC6A13,P00533,Q9NSD5,U,163,,,,
EGFR,HUNK,P00533,P57058,U,164,,,,
EGFR,CCDC81,P00533,Q6ZN84,U,165,,,,
EGFR,CXorf38,P00533,Q8TB03,U,166,,,,
EGFR,TBC1D14,P00533,Q9P2M4,U,167,,,,
EGFR,MBOAT2,P00533,Q6ZWT7,U,168,,,,
EGFR,PCYT1B,P00533,Q9Y5K3,U,169,,,,
EGFR,LMCD1,P00533,Q9NZU5,U,170,,,,
EGFR,SEPTIN2,P00533,Q15019,U,171,,,,
EGFR,ZNF324,P00533,O75467,U,172,,,,
EGFR,FSCB,P00533,Q5H9T9,U,173,,,,
EGFR,BECN2,P00533,A8MW95,U,174,,,,
EGFR,SP5,P00533,Q6BEB4,U,175,,,,
EGFR,CWC25,P00533,Q9NXE8,U,176,,,,
EGFR,STOX2,P00533,Q9P2F5,U,177,,,,
EGFR,NLRC3,P00533,Q7RTR2,U,178,,,,
EGFR,GAS7,P00533,O60861,U,179,,,,
EGFR,TCTN1,P00533,Q2MV58,U,180,,,,
EGFR,ANKLE2,P00533,Q86XL3,U,181,,,,
EGFR,SEMA3A,P00533,Q14563,U,182,,,,
EGFR,REPIN1,P00533,Q9BWE0,U,183,,,,
EGFR,BUD13,P00533,Q9BRD0,U,184,,,,
EGFR,ECSIT,P00533,Q9BQ95,U,185,,,,
EGFR,NPLOC4,P00533,Q8TAT6,U,186,,,,
EGFR,SNX21,P00533,Q969T3,U,187,,,,
EGFR,RHOBTB2,P00533,Q9BYZ6,U,188,,,,
EGFR,SACK1D,P00533,Q9H4H8,U,189,,,,
EGFR,RAP1GAP2,P00533,Q684P5,U,190,,,,
EGFR,SLC16A1,P00533,P53985,U,191,,,,
EGFR,SMARCAL1,P00533,Q9NZC9,U,192,,,,
EGFR,P2RY12,P00533,Q9H244,U,193,,,,
EGFR,ZNF154,P00533,Q13106,U,194,,,,
EGFR,TRPC7,P00533,Q9HCX4,U,195,,,,
EGFR,CYRIA,P00533,Q9H0Q0,U,196,,,,
EGFR,PDE12,P00533,Q6L8Q7,U,197,,,,
EGFR,SELENOI,P00533,Q9C0D9,U,198,,,,
EGFR,GNRHR,P00533,P30968,U,199,,,,
EGFR,BRSK2,P00533,Q8IWQ3,U,200,,,,
EGFR,BLMH,P00533,Q13867,U,201,,,,
EGFR,RCOR3,P00533,Q9P2K3,U,202,,,,
EGFR,TLL1,P00533,O43897,U,203,,,,
EGFR,RUFY4,P00533,Q6ZNE9,U,204,,,,
EGFR,PREPL,P00533,Q4J6C6,U,205,,,,
EGFR,GAS2L1,P00533,Q99501,U,206,,,,
EGFR,SASH1,P00533,O94885,U,207,,,,
EGFR,RBM42,P00533,Q9BTD8,U,208,,,,
EGFR,UBQLN1,P00533,Q9UMX0,U,209,,,,
EGFR,EXD1,P00533,Q8NHP7,U,210,,,,
EGFR,NGLY1,P00533,Q96IV0,U,211,,,,
EGFR,CFAP221,P00533,Q4G0U5,U,212,,,,
EGFR,PLA2G3,P00533,Q9NZ20,U,213,,,,
EGFR,LIMK2,P00533,P53671,U,214,,,,
EGFR,RAVER2,P00533,Q9HCJ3,U,215,,,,
EGFR,HASPIN,P00533,Q8TF76,U,216,,,,
EGFR,ARMC5,P00533,Q96C12,U,217,,,,
EGFR,ERCC6L2,P00533,Q5T890,U,218,,,,
EGFR,KIF14,P00533,Q15058,U,219,,,,
EGFR,MTA3,P00533,Q9BTC8,U,220,,,,
EGFR,USP10,P00533,Q14694,U,221,,,,
EGFR,EDC3,P00533,Q96F86,U,222,,,,
EGFR,ARFGAP3,P00533,Q9NP61,U,223,,,,
EGFR,SMC4,P00533,Q9NTJ3,U,224,,,,
EGFR,LGI3,P00533,Q8N145,U,225,,,,
EGFR,ADD3,P00533,Q9UEY8,U,226,,,,
EGFR,SLAIN1,P00533,Q8ND83,U,227,,,,
EGFR,DDHD1,P00533,Q8NEL9,U,228,,,,
EGFR,NAPRT,P00533,Q6XQN6,U,229,,,,
EGFR,MECOM,P00533,Q03112,U,230,,,,
EGFR,ZFP36L2,P00533,P47974,U,231,,,,
EGFR,PREP,P00533,P48147,U,232,,,,
EGFR,BIRC2,P00533,Q13490,U,233,,,,
EGFR,DMAP1,P00533,Q9NPF5,U,234,,,,
EGFR,UBE3A,P00533,Q05086,U,235,,,,
EGFR,HIP1R,P00533,O75146,U,236,,,,
EGFR,PTPN23,P00533,Q9H3S7,U,237,,,,
EGFR,AP5Z1,P00533,O43299,U,238,,,,
EGFR,NLRP1,P00533,Q9C000,U,239,,,,
EGFR,CCDC39,P00533,Q9UFE4,U,240,,,,
EGFR,BACH2,P00533,Q9BYV9,U,241,,,,
EGFR,LRRC49,P00533,Q8IUZ0,U,242,,,,
EGFR,APEH,P00533,P13798,U,243,,,,
EGFR,UBAP2,P00533,Q5T6F2,U,244,,,,
EGFR,FCHSD1,P00533,Q86WN1,U,245,,,,
EGFR,FBXL17,P00533,Q9UF56,U,246,,,,
EGFR,GRK4,P00533,P32298,U,247,,,,
EGFR,DZIP1L,P00533,Q8IYY4,U,248,,,,
EGFR,TULP4,P00533,Q9NRJ4,U,249,,,,
EGFR,WDR48,P00533,Q8TAF3,U,250,,,,
EGFR,SKIC2,P00533,Q15477,U,251,,,,
