U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_original_rank,tuna_retrained_rank
background,Q00987,U,False,False,66,CAPNS1,268,52b0706d878664cac77cca85df92d2e3b8b93c9d6f03c75738860222a0c18d3c,P04632,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.7650221784909567,0.007169107596079509,0.58246910572052,-6.53578519821167,-10.703022003173828,-8.95610237121582,-8.73163652420044,41.0,39.0,69.0,220.0
background,Q00987,U,False,False,67,PHYHD1,291,d51e33badd10690e25b48d3a8f22289690c1a5b20fa3335416bf68d3533ee922,Q5SRE7,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.3073430061340332,-1.4273776809374492,0.5270001888275146,-6.336617469787598,-8.419824600219727,-3.8093554973602295,-6.188599189122518,96.0,162.0,115.0,44.0
background,Q00987,U,False,False,68,ANKRD1,319,dea24673aa78e2acc8cf32bdec61610e4aa0f21a0fa5b870ad6433fdce755b2c,Q15327,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.3350523312886557,-1.694406082232793,0.5003310441970825,-7.031567573547363,-10.451090812683105,-6.2852935791015625,-7.922650655110677,236.0,192.0,146.0,170.0
background,Q00987,U,False,False,69,ADAM30,790,cafafa5fd6a055c18e0ba9b7e3270b343f9a25ea7e3efc945e5b090038c52a9d,Q9UKF2,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.888770898183187,-2.8947178522745767,0.24833084642887115,-15.047835350036621,-10.33487606048584,-10.922613143920898,-12.10177485148112,273.0,276.0,293.0,287.0
background,Q00987,U,False,False,70,GCNT4,453,57967ce8f6eb0a1dda0901a3c2ec83be8a09c48c48e807df9eb0c47a010ba36b,Q9P109,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-3.147213935852051,-3.8846251169840493,0.2907019257545471,-10.047159194946289,-13.283767700195312,-11.500801086425781,-11.610575993855795,283.0,295.0,281.0,285.0
background,Q00987,U,False,False,71,AGPAT2,278,80f790fa55369b97c35d225ffad5a75bbfdb9fb8b6d6cf096a0e04f80c3dcdea,O15120,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.8857396443684897,-2.70412814617157,0.22052831947803497,-10.120006561279297,-9.905524253845215,-10.786325454711914,-10.270618756612143,271.0,269.0,298.0,266.0
background,Q00987,U,False,False,72,CACUL1,369,2300859de8a96b3cd01d0883470c59f07ef0278586caad1d5ffbf04ec36dc838,Q86Y37,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4719098806381226,-1.1106995145479839,0.5461204051971436,-4.497746467590332,-9.014605522155762,-4.656223297119141,-6.056191762288411,122.0,129.0,100.0,39.0
background,Q00987,U,False,False,73,ZBTB12,459,c83c4437e174e2b2c555b91e1df6a45ce2ed01a4d4f6b63b4af80337d1642a78,Q9Y330,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.0198727448781333,-2.1105566024780273,0.5595235228538513,-7.521371364593506,-8.37446117401123,-6.155099391937256,-7.350310643513997,198.0,242.0,87.0,125.0
background,Q00987,U,False,False,74,RPL3,403,f81bfab67964df73cdd4a6d6fe4358d73023b5532f5f7401ecdcd729edaf75f9,P39023,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.987952391306559,-2.605525573094686,0.5006003975868225,-8.888333320617676,-7.916632652282715,-5.798609733581543,-7.534525235493978,277.0,262.0,145.0,143.0
background,Q00987,U,False,False,75,NXPE3,559,f7851eda73ca3985292768f4accd4e88830c09b658c71ffa779b06f03c325104,Q969Y0,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.0784801642100015,-3.2093213399251304,0.28343087434768677,-14.805509567260742,-12.813509941101074,-12.233261108398438,-13.284093538920084,202.0,286.0,284.0,297.0
background,Q00987,U,False,False,76,CYP4A22,519,4b175e34f4467ce9e7978f7f41e27b6565d57c30b59ce46778c3ac333fbadb17,Q5TCH4,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.2098992665608725,-2.877239465713501,0.3205796182155609,-11.215475082397461,-12.908623695373535,-9.105817794799805,-11.0766388575236,222.0,273.0,275.0,279.0
background,Q00987,U,False,False,77,CD2AP,639,a1b102236d88295a0014055330eadeaef1e37138620800201b9931f7b922f603,Q9Y5K6,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.4158491293589273,-2.336199998855591,0.4566372036933899,-6.907594203948975,-9.510893821716309,-6.880880832672119,-7.766456286112468,245.0,251.0,181.0,159.0
background,Q00987,U,False,False,78,UMPS,480,c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88,P11172,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.5403829415639243,-2.6656621297200522,0.6040610671043396,-9.01669979095459,-8.577620506286621,-8.67430305480957,-8.756207784016928,253.0,266.0,44.0,222.0
background,Q00987,U,False,False,79,RUSF1,468,91f975469f3c9cac07e7d255d4a19235dafe7649e05c3ea005ce94299feabfe1,Q96GQ5,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4502575794855754,0.13681258261203766,0.17464706301689148,-10.128552436828613,-10.793598175048828,-6.849958419799805,-9.257369677225748,120.0,31.0,302.0,246.0
background,Q00987,U,False,False,80,TBC1D23,699,e292cd1ab8dc1fcd4b1bdd1fc39685b70036d20c4d029fddca4d243bbe198114,Q9NUY8,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.1098336776097615,-0.4236791531244914,0.48576080799102783,-5.651825428009033,-6.279790878295898,-4.066872596740723,-5.332829634348552,74.0,73.0,155.0,15.0
background,Q00987,U,False,False,81,APOE,317,eddd8b84fbb094df0b4067ca1d0b9b137ddaee4f8b3a548fcff5152e92a4dd4b,P02649,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8944297234217327,-1.8711936871210735,0.25941258668899536,-5.592469215393066,-8.484764099121094,-7.061801910400391,-7.046345074971517,180.0,218.0,289.0,94.0
background,Q00987,U,False,False,82,PGM1,562,8f011037cf44350c9026acb2f7547481d8a606fc75f077a9fa3c96cb391b445c,P36871,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.6516158978144329,-2.13065767288208,0.6016136407852173,-7.137579917907715,-8.01988410949707,-7.4008708000183105,-7.519444942474365,144.0,244.0,46.0,141.0
background,Q00987,U,False,False,83,KRT16,473,c89581e9dcd533f30f82a8c96a1b77ddeb4a1ad9617704d22f4ec5627b0d8ad4,P08779,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.2059826056162517,-0.2216239074865977,0.35826656222343445,-6.087804794311523,-9.771371841430664,-4.509195804595947,-6.789457480112712,85.0,54.0,254.0,79.0
background,Q00987,U,False,False,84,PTX3,381,6eb08505dec307b61e10d0df36e3bcb360ec2fd15c9aaeba54cbf1bed31e43c5,P26022,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.6943975289662678,-1.7227115631103516,0.39490044116973877,-11.88393497467041,-16.599336624145508,-9.420583724975586,-12.634618441263834,149.0,197.0,226.0,292.0
background,Q00987,U,False,False,85,PNMA5,448,23b040495d9385ceca42b27494fcb45ab7f676c6dd085504857e599d7a1517af,Q96PV4,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.9970179796218872,0.2972750316063563,0.530873715877533,-7.136244773864746,-6.502504348754883,-5.056311130523682,-6.2316867510477705,54.0,27.0,112.0,46.0
background,Q00987,U,False,False,86,SLC44A2,706,6a87737a8a430424aabe488c24d5552cf9d68bf8dd63af4aa68d0acab33e74e6,Q8IWA5,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8316524823506672,-0.9711777170499166,0.3254193961620331,-9.651958465576172,-14.48157787322998,-10.143190383911133,-11.425575574239096,167.0,120.0,267.0,283.0
background,Q00987,U,False,False,87,MARK4,752,77dd8ddd63a06cb1506cc5925b59a5813c1142a912ebf29cb6dca84559dbebaa,Q96L34,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.1420909365018208,-0.6030804018179575,0.38023412227630615,-5.83481502532959,-8.688981056213379,-6.727293491363525,-7.083696524302165,81.0,82.0,236.0,99.0
background,Q00987,U,False,False,88,NEUROG2,272,caf2a1145f142a62f1cfc4fb91b0daaf26eb16db5438c6f7ad683cbc76f62cde,Q9H2A3,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9044719537099202,-0.3451397816340129,0.5916626453399658,-5.712643146514893,-8.955901145935059,-4.359825134277344,-6.342789808909099,181.0,65.0,60.0,54.0
background,Q00987,U,False,False,89,MRGPRF,343,429addf8b033586263f29cedf479d11ac461dd580e3c2889583e0e0504d8f697,Q96AM1,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-4.245609124501546,-3.1055241425832114,0.36525020003318787,-12.84675407409668,-12.327727317810059,-9.24523639678955,-11.473239262898764,296.0,283.0,249.0,284.0
background,Q00987,U,False,False,90,RNF167,350,4917a4b0b257d35b0208e4a094054b44a145960cd58b35b9cfdd03587d9de3d9,Q9H6Y7,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-3.235089063644409,-2.620166222254435,0.38254669308662415,-11.18801498413086,-10.959480285644531,-9.654199600219727,-10.600564956665039,285.0,263.0,233.0,273.0
background,Q00987,U,False,False,91,PPP3CB,524,bd6d21436948c6b7e7099be41cb8734a1ec4a62a06e820b7d274293a69fd7935,P16298,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.5472247203191122,0.3107003966967265,0.5666520595550537,-6.213506698608398,-8.59134578704834,-4.0650153160095215,-6.289955933888753,30.0,25.0,81.0,48.0
background,Q00987,U,False,False,92,ALPI,528,99812abd489de1dffbd6d66947ca47f0112feffce9d2b2b2d945d0316a5d5b11,P09923,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9478585720062256,-0.3812099099159241,0.3460220396518707,-9.219635009765625,-7.679633617401123,-7.001407623291016,-7.966892083485921,192.0,68.0,261.0,175.0
background,Q00987,U,False,False,93,HAP1,671,0e58b20a5a13388e3d31cc5c813d3448f159bb3b3f69d318f72fbed0943890cf,P54257,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.4634607632954915,0.6323512693246206,0.2809663414955139,-5.727319717407227,-10.685510635375977,-10.321288108825684,-8.911372820536295,22.0,15.0,285.0,233.0
background,Q00987,U,False,False,94,QRFPR,431,4b446830b1bae30fdb22adf37a191bbf63d51bb5938485f6cdede8ce3eda85fd,Q96P65,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-4.319391091664632,-4.5467813809712725,0.3221047818660736,-14.480047225952148,-13.385188102722168,-11.71146297454834,-13.192232767740885,297.0,300.0,273.0,295.0
background,Q00987,U,False,False,95,C2orf42,574,f3b6c12993a36699b258afcc11ea0e57d2eca4e65ef3f394d9390a71a08ff46f,Q9NWW7,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.3538862069447835,-0.6406903316577276,0.6558088064193726,-6.720309257507324,-6.689559459686279,-4.052849292755127,-5.820906003316243,104.0,92.0,15.0,29.0
background,Q00987,U,False,False,96,FAM131C,280,829daac38347ddf9b52be8339f05e95cbc547ece99f08402e923add82aed6c2f,Q96AQ9,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9376275539398193,-1.156064550081889,0.4706931710243225,-10.102027893066406,-10.260011672973633,-5.803597927093506,-8.721879164377848,189.0,132.0,169.0,219.0
background,Q00987,U,False,False,97,FTO,505,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,Q9C0B1,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.200954039891561,-0.5431529134511948,0.5473014712333679,-6.5276899337768555,-7.454254627227783,-4.060396194458008,-6.014113585154216,219.0,78.0,99.0,37.0
background,Q00987,U,False,False,98,CDHR4,788,39cf9bccea9d3801e1c71bf84eb9e3617a72e0e73141c8397c3139efd5fba243,A6H8M9,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.5441898902257283,-0.6418927907943726,0.3336661756038666,-11.968527793884277,-8.607240676879883,-7.705996513366699,-9.427254994710287,128.0,93.0,266.0,249.0
background,Q00987,U,False,False,99,HNRNPU,825,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,Q00839,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9119709730148315,-2.048866033554077,0.6576380729675293,-7.469460487365723,-9.240354537963867,-4.909765720367432,-7.206526915232341,184.0,234.0,14.0,113.0
background,Q00987,U,False,False,100,SEZ6L2,910,eb437b2306db4fb9de08d7a1659fb3fc9221067f37ea3ea6dc1edddddd217aba,Q6UXD5,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4123570521672566,-0.9604372580846151,0.4509701728820801,-9.313455581665039,-12.873148918151855,-12.783740043640137,-11.656781514485678,114.0,118.0,185.0,286.0
background,Q00987,U,False,False,101,POMC,267,d8e9f89ca218acaf9b84a84f3ac92d8d35bda2fd1c2ac33c5fe143299098c67c,P01189,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-3.8125669956207275,-2.8963514963785806,0.532806396484375,-10.709439277648926,-11.676995277404785,-7.784549713134766,-10.056994756062826,293.0,277.0,108.0,263.0
background,Q00987,U,False,False,102,ESCO1,840,fbbb2c6371c79821fbe6fe886eb83f3460b5eb64e3136de6045bae196f107bdc,Q5FWF5,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.0818623304367065,-1.835892120997111,0.5644690990447998,-8.494335174560547,-7.702988624572754,-5.612715244293213,-7.270013014475505,204.0,214.0,83.0,117.0
background,Q00987,U,False,False,103,SULF1,871,84a3caa48a518ad5b6a3b2bfab63f46672ad8b8fc03c155c6c804313f4cf7eed,Q8IWU6,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4508787393569946,-1.5155473152796428,0.4194151759147644,-8.27489948272705,-10.24321460723877,-9.874293327331543,-9.464135805765787,121.0,175.0,217.0,251.0
context,O15151,U,False,False,104,BRIX1,353,0ffeea650dff87c65a6a753634f2f06b88126a5d94e7eb7c98324a50c78a4aba,Q8TDN6,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8921808401743572,-2.442813277244568,0.5496941804885864,-7.263978958129883,-11.174352645874023,-9.179195404052734,-9.20584233601888,179.0,255.0,93.0,244.0
context,O15151,U,False,False,105,IMPDH1,514,57bf41a20daca07077287ad2d41a3724e4370a8a0d0136404bf44a32b2c14b91,P20839,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8515004714330037,-1.4503039717674255,0.58743816614151,-8.865715980529785,-10.070647239685059,-6.923976421356201,-8.620113213857016,171.0,167.0,65.0,213.0
context,O15151,U,False,False,106,TBX5,518,eb8598e9c2c0a42c2d55a9898949fd16da65f7dc4c62a79a0404f5f44a697ba7,Q99593,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.20322038978338242,0.6047422786553701,0.6784092783927917,-7.0253520011901855,-7.560827255249023,-3.2009739875793457,-5.9290510813395185,12.0,16.0,6.0,32.0
context,O15151,U,False,False,107,INPP4A,977,af5ec6fef161bf80421d41577545d47231da484b4f9e49ba1aa5ff3acde1ef89,Q96PE3,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.7185646494229635,0.5270898739496866,0.4323190450668335,-5.835048198699951,-10.561516761779785,-8.956292152404785,-8.450952370961508,37.0,18.0,206.0,197.0
context,O15151,U,False,False,108,A1CF,594,661d6f24487776dd28c45b637aa4c8ff5fa8cad294330ab0b63c8645e2b890c6,Q9NQ94,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9972503582636516,-1.9372764825820923,0.5191074013710022,-6.205231189727783,-12.541377067565918,-8.15435791015625,-8.966988722483316,196.0,224.0,130.0,238.0
context,O15151,U,False,False,109,IP6K1,441,f4b69d00be24144a91a4884dc85bb0e4fc25eb4e7aabc75f9736129b3fe1620e,Q92551,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8648366530736287,-0.0941428542137146,0.49137526750564575,-7.505455493927002,-8.467927932739258,-5.644713401794434,-7.2060322761535645,175.0,47.0,152.0,112.0
context,O15151,U,False,False,110,GABPB1,395,fc048a4cbe410c148e5b224f98a7e3b18b94cd6d4c08f0227ec7d98def634a6e,Q06547,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.706020752588908,-1.3771320184071858,0.6479538083076477,-6.899783134460449,-9.018366813659668,-5.7244696617126465,-7.214206536610921,152.0,154.0,18.0,114.0
context,O15151,U,False,False,111,SENP1,644,0bb8e35a52cae24d12f9c81726c87822e1e28b75fff75746373dfa62aa4274dc,Q9P0U3,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.2877010504404705,-0.4863806366920471,0.44961676001548767,-5.222130298614502,-8.50019359588623,-6.542328834533691,-6.754884243011475,91.0,76.0,187.0,77.0
context,O15151,U,False,False,112,SRSF6,344,6f10c1ee105fc68a2407d2b8813a22cc6c671d56622433afaeb15a239e56c148,Q13247,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.1367265184720357,-1.9182453950246174,0.4797708988189697,-6.889029026031494,-9.412264823913574,-4.927331924438477,-7.076208591461182,79.0,223.0,161.0,97.0
context,O15151,U,False,False,113,UTP11,253,8c8e356cd82062a2bcebee02d40bd45e6c7fd4a2a7c27067a96d47155caac32c,Q9Y3A2,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.3497066497802734,-2.887648026148478,0.44862061738967896,-7.722917556762695,-11.594675064086914,-10.438669204711914,-9.918753941853842,237.0,274.0,189.0,260.0
context,O15151,U,False,False,114,DYRK3,588,b1a047e7b54d82ddead04164ab07534d6013be7f500553c1e245a2634702bef8,O43781,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.8765275875727336,-1.4195139805475872,0.44333627820014954,-7.627683639526367,-8.84890365600586,-9.216304779052734,-8.564297358194986,177.0,160.0,191.0,207.0
context,O15151,U,False,False,115,INTS14,518,dceb43df13f1951618e856abe32dad8aa7f11c191b40cf2f65f0822fe3ab761e,Q96SY0,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.7015503247578938,-0.5650411248207092,0.4814155399799347,-7.855517387390137,-9.538069725036621,-3.386535882949829,-6.926707665125529,151.0,79.0,159.0,88.0
context,O15151,U,False,False,116,NCOA5,579,6e66b5cfbe63910248c68d5274a1089c89b54ad5ec704eba940c45be27a9cc84,Q9HCD5,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4059254725774128,-1.38752019405365,0.5684908032417297,-6.608303070068359,-9.668722152709961,-6.095439910888672,-7.457488377888997,112.0,156.0,80.0,138.0
context,O15151,U,False,False,117,CAPG,348,5a0dd86b3b64bcdcb67acc254a05ca109fd5f40a79e7b0e009f9f1e7da69479e,P40121,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.6190431912740073,-2.59302294254303,0.6277756094932556,-4.042630195617676,-7.015138149261475,-7.914549350738525,-6.324105898539226,257.0,261.0,27.0,51.0
context,O15151,U,False,False,118,RDM1,284,a3bce248a47bb697283c902ab7d04ec77a2ed5e464ef5ab98952b2df7e21c8d1,Q8NG50,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.107549031575521,-1.4120801289876301,0.5602352023124695,-6.238405704498291,-11.909269332885742,-6.099475860595703,-8.082383632659912,209.0,157.0,86.0,179.0
context,O15151,U,False,False,119,HORMAD2,307,392f5b0fb3e54921bc49d10eff88297265fe762296deb6d964e6e8e366a08b0b,Q8N7B1,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.3189098834991455,-0.27529635032018024,0.5879849195480347,-6.547903537750244,-5.33786678314209,-3.8161823749542236,-5.2339842319488525,235.0,58.0,63.0,14.0
context,O15151,U,False,False,120,PPAN,473,327bcd39cabaa00a3f2a45d8f1e70eb648abe868f58fbc0c90694968d2078f47,Q9NQ55,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.4351341724395752,-1.7302107016245525,0.5635822415351868,-5.89546537399292,-10.72407341003418,-6.472378253936768,-7.697305679321289,117.0,199.0,84.0,156.0
context,O15151,U,False,False,121,ZNF671,534,211641d9f94cbe874af99d732dab38bdc610b3071a5bae9a20e268de14a7991d,Q8TAW3,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.9715112845102947,-1.3265939156214397,0.432253897190094,-4.9704437255859375,-9.873237609863281,-8.00658893585205,-7.616756757100423,194.0,150.0,207.0,145.0
context,O15151,U,False,False,122,CPNE2,548,588866e020d632f5d917ba3dd90c2a225250f421d39f87d4f5b41c138ce15271,Q96FN4,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.0002282063166301,-0.03941690921783447,0.5016792416572571,-4.38865327835083,-5.515775203704834,-4.8419599533081055,-4.915462811787923,55.0,42.0,143.0,5.0
context,O15151,U,False,False,123,ECSIT,431,467ced9005b2134d713330e197acbeda7b01e0d5d3d8cdc90ec6f5c08835e982,Q9BQ95,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.4829042752583823,-1.7099856932957966,0.20692113041877747,-6.847333908081055,-9.185720443725586,-7.852406978607178,-7.9618204434712725,250.0,196.0,300.0,174.0
context,O15151,U,False,False,124,NACC1,527,05bc95bfe8ddeb197c181dd9c93d9626a992d470d0a022b7b32a71f711fad90e,Q96RE7,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-0.7913763125737509,0.42840083440144855,0.7163209915161133,-6.416708946228027,-6.647319793701172,-6.74210262298584,-6.602043787638347,42.0,21.0,3.0,67.0
context,O15151,U,False,False,125,MLLT1,559,8430c04ddd77f674b89052599d0f461da8d88c6d13b8fd651aeaf97c12438f0c,Q03111,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.157897154490153,-1.4238214492797852,0.6199700832366943,-5.174302101135254,-6.175074100494385,-4.025820255279541,-5.1250654856363935,212.0,161.0,33.0,9.0
context,O15151,U,False,False,126,DCAF13,445,310133ad95096229fc0389f1315a2a222000ac8c144dea557a5b4c5918e5e5ab,Q9NV06,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.613515297571818,-1.3590673208236694,0.396873414516449,-7.2455339431762695,-8.776348114013672,-5.530499458312988,-7.18412717183431,138.0,152.0,225.0,110.0
context,O15151,U,False,False,127,TNFAIP3,790,18cc800d44514bd5a478f94c72cffb3200b172d963f9952f20139b8de65ae249,P21580,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,0.19672734290361404,0.9864996075630188,0.5933213233947754,-6.665349006652832,-9.590093612670898,-4.948653697967529,-7.068032105763753,5.0,9.0,58.0,95.0
context,O15151,U,False,False,128,PPID,370,da74353803ca84bbbd940409cc3f23404ce072b6e59470c91c9d5511c8ab8956,Q08752,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.4169391791025796,-2.622861305872599,0.44209110736846924,-7.912045955657959,-12.755682945251465,-8.564385414123535,-9.744038105010986,246.0,264.0,193.0,258.0
context,O15151,U,False,False,129,EED,441,a2ad3f52daa5740755ca14f0a5a1c060d28a58645d39ca59b2f1779ad7b3ff92,O75530,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.110137184460958,-1.508605380853017,0.5495043992996216,-6.827159404754639,-8.84732723236084,-5.810099124908447,-7.161528587341309,211.0,173.0,95.0,107.0
context,O15151,U,False,False,130,ZNF284,593,e44c36f93dce9db30b95a7656fc5d09b185512fa5eb51534b6eeb120b7e834f0,Q2VY69,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-2.6531389554341636,-1.4570969740549724,0.5339159965515137,-4.774490833282471,-6.081298351287842,-7.006307601928711,-5.954032262166341,260.0,170.0,105.0,33.0
context,O15151,U,False,False,131,BOP1,746,3eaacca5ee1aa31f2fc05e29455359983d454b2b17e19bf54034bf15b0a201f2,Q14137,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,-1.5060664812723796,-1.3323413133621216,0.414073646068573,-7.636250019073486,-8.01551628112793,-7.439637184143066,-7.697134494781494,125.0,151.0,220.0,155.0
