target,cohort,model,anchor,context_n,background_n,context_mean,context_median,context_q25,context_q75,context_sd,background_mean,background_median,background_q25,background_q75,background_sd,mean_difference,median_difference,A,rank_biserial,KS_distance,nonmatching_background_n,A_context_vs_nonmatching_background
HIF1A,additional_six,tuna_retrained,Q09472,50,50,-8.358195629119875,-8.245301008224487,-9.035861849784851,-7.68964151541392,0.9954800562327558,-9.391154088973998,-9.313368320465088,-10.442724148432413,-8.36642535527547,1.4951845796530734,1.0329584598541235,1.0680673122406006,0.714,0.42799999999999994,0.38,38,0.7526315789473684
CTNNB1,additional_six,ipin_baseline,P12830,50,50,-2.191829786300659,-2.1023231148719788,-2.6587466398874917,-1.6551459630330405,0.8164824990602598,-1.4689297991308075,-1.4824233849843345,-1.9818577269713085,-0.9486133903264999,0.8776761002249078,-0.7228999871698516,-0.6198997298876443,0.276,-0.44799999999999995,0.36,41,0.24292682926829268
CTNNB1,additional_six,ipin_baseline,P35221,50,50,-1.0111134070716796,-1.016675055027008,-1.4453546504179637,-0.42962008217970526,0.721337614773141,-1.4747186942708987,-1.38376122713089,-1.8117853105068207,-0.9617806772391002,0.7844811316329214,0.4636052871992191,0.36708617210388184,0.6552,0.3104,0.26,32,0.661875
CTNNB1,additional_six,ipin_baseline,Q9NQB0,50,50,-0.9170554751033585,-0.9240509668986003,-1.4180494447549183,-0.4170572211345037,0.9067980593567828,-1.466599862522756,-1.4584491848945618,-2.116260687510173,-0.8826645116011302,0.9394508882258934,0.5495443874193976,0.5343982179959614,0.6672,0.33440000000000003,0.3,36,0.7261111111111112
CTNNB1,additional_six,ipin_optimized,P12830,50,50,-1.702730316966772,-1.7370625734329224,-2.1978586415449777,-1.3049703786770503,0.8462133063196146,-0.5880602027972539,-0.7164424359798431,-1.089511310060819,0.10996044427156448,0.9445466376318825,-1.1146701141695181,-1.0206201374530792,0.1628,-0.6744,0.64,41,0.144390243902439
CTNNB1,additional_six,ipin_optimized,P35221,50,50,-0.12367307369907697,-0.1576298822959264,-0.6734250088532766,0.5706813136736552,0.882089028634175,-0.4912334014475346,-0.5203698029120762,-0.968012855698665,0.3894724200169245,1.0661813846649584,0.3675603277484576,0.36273992061614985,0.6044,0.2088000000000001,0.24,32,0.635
CTNNB1,additional_six,ipin_optimized,Q9NQB0,50,50,0.18827174816280604,0.23073776066303253,-0.37446738282839453,0.7282844384511312,0.8765027373112833,-0.6787592121462027,-0.5429718767603239,-1.709019606312116,0.02903839945793152,1.2031639372923972,0.8670309603090087,0.7737096374233564,0.716,0.43199999999999994,0.38,36,0.7677777777777778
CTNNB1,additional_six,tuna_retrained,P12830,50,50,-10.020476347605388,-9.923671245574951,-11.689856926600138,-8.583440661430359,1.7367326023994294,-7.333235991001129,-6.9490362008412685,-8.65696907043457,-6.0889111161231995,1.9394489811619535,-2.687240356604259,-2.9746350447336827,0.1576,-0.6848000000000001,0.56,41,0.10926829268292683
CTNNB1,additional_six,tuna_retrained,P35221,50,50,-6.178880893389385,-5.966862916946411,-7.4424376885096235,-4.965183178583781,1.7443653080029946,-7.2318281809488925,-6.97188957532247,-7.685604492823283,-5.903649171193441,2.2290358517425775,1.0529472875595074,1.0050266583760585,0.6328,0.26560000000000006,0.26,32,0.636875
CTNNB1,additional_six,tuna_retrained,Q9NQB0,50,50,-5.908272816340128,-6.053183714548746,-6.955227653185527,-4.91621857881546,1.3077527037604024,-7.8259836181004845,-7.2332446575164795,-9.414345582326252,-5.850575923919678,2.4328941402791844,1.9177108017603564,1.1800609429677333,0.7288,0.4576,0.38,36,0.8016666666666666
TNFRSF1A,additional_six,ipin_baseline,P01375,50,50,-1.6744429881870744,-1.7251327435175576,-2.216495941082637,-1.1394376655419667,0.8330452145756435,-2.137170088638862,-2.1977840264638266,-2.7918817003568015,-1.4452102482318878,1.0329341183120064,0.46272710045178744,0.472651282946269,0.646,0.29200000000000004,0.3,46,0.6491304347826087
TNFRSF1A,additional_six,ipin_baseline,P01374,50,50,-1.7897296687463922,-1.7242273688316345,-2.759701132774353,-1.0729167262713115,1.137346107143846,-2.147649222165346,-2.1063016851743064,-2.878394524256388,-1.6531699001789093,1.1650052960933126,0.3579195534189539,0.38207431634267186,0.5984,0.19680000000000009,0.26,44,0.5804545454545454
TNFRSF1A,additional_six,ipin_baseline,Q15628,50,50,-2.210260202654948,-2.1796079874038696,-2.8225106795628867,-1.6450744370619457,0.9744785607825496,-2.1198983604709305,-2.110239247481028,-2.7229466438293457,-1.6398966709772747,0.9266717308477407,-0.09036184218401733,-0.06936873992284154,0.4636,-0.07279999999999998,0.12,41,0.45463414634146343
TNFRSF1A,additional_six,ipin_optimized,P01375,50,50,-1.3741174641251563,-1.503096123536428,-2.2349704305330915,-0.3834555943806966,1.1576137238871347,-2.242450518608093,-2.3387136260668435,-3.0692572593688965,-1.5790643990039825,1.2102098158751777,0.8683330544829369,0.8356175025304156,0.6968,0.39359999999999995,0.3,46,0.7160869565217391
TNFRSF1A,additional_six,ipin_optimized,P01374,50,50,-1.746550934712092,-1.7557432055473328,-2.63272484143575,-0.9062408953905106,1.1307658196793298,-2.0931417191028596,-2.181964655717214,-2.8783538937568665,-1.4118626962105434,1.3813136714720804,0.3465907843907676,0.42622145016988133,0.5832,0.1664000000000001,0.2,44,0.5827272727272728
TNFRSF1A,additional_six,ipin_optimized,Q15628,50,50,-2.34487208361427,-2.3199722170829773,-3.3116663297017412,-1.4168417950471242,1.4411816792243193,-2.0041341333587965,-1.863467514514923,-2.6986102362473807,-1.2014068067073822,1.1442750915990765,-0.34073795025547327,-0.4565047025680542,0.432,-0.136,0.22,41,0.42
TNFRSF1A,additional_six,tuna_retrained,P01375,50,50,-7.989032119115194,-7.617654085159302,-9.309204975763958,-6.365978976090749,2.0723161948317346,-10.968972552617391,-11.779741525650024,-13.132832368214926,-8.412091135978699,2.840648751924953,2.979940433502197,4.162087440490723,0.7904,0.5808,0.54,46,0.8169565217391305
TNFRSF1A,additional_six,tuna_retrained,P01374,50,50,-9.555508092244466,-9.965778430302937,-11.425355037053427,-7.662557482719421,2.2880010224993588,-10.506318992773693,-11.120553970336914,-12.450401544570923,-8.64230457941691,2.718698501793988,0.9508109005292269,1.1547755400339774,0.624,0.248,0.28,44,0.6422727272727272
TNFRSF1A,additional_six,tuna_retrained,Q15628,50,50,-11.799179035822549,-12.206450462341309,-13.358975887298584,-11.015317916870117,2.108622714826488,-10.471226104100547,-10.559103965759277,-12.96122439702352,-8.15286616484324,2.994827947166649,-1.3279529317220025,-1.6473464965820312,0.3776,-0.24480000000000002,0.32,41,0.3229268292682927
BECN1,additional_six,ipin_baseline,Q6ZNE5,50,50,-1.7689887734281362,-1.5816418727238974,-2.4099236329396563,-1.0598511745532353,0.9205207944950036,-1.6999629036088784,-1.6092273394266763,-2.35051421324412,-1.0953040421009064,0.8516505639016799,-0.06902586981925785,0.027585466702778838,0.4956,-0.00880000000000003,0.1,49,0.4889795918367347
BECN1,additional_six,ipin_baseline,Q9P2Y5,50,50,-1.6130357273419695,-1.5417011380195618,-2.253564278284709,-0.9417384366194408,0.8979185258971449,-1.7007385992507142,-1.5470477143923442,-2.199848930040995,-1.0831071784098942,0.9167905800173185,0.0877028719087447,0.005346576372782463,0.5248,0.04960000000000009,0.1,50,0.5248
BECN1,additional_six,ipin_baseline,P10415,50,50,-1.6797944991290572,-1.680586616198222,-2.432693282763163,-0.9911417812108994,1.0433093296601736,-1.8570491272956133,-1.8777250250180562,-2.4702437917391458,-1.256073703368505,1.0036295719467503,0.17725462816655613,0.19713840881983424,0.5384,0.07679999999999998,0.14,46,0.5317391304347826
BECN1,additional_six,ipin_optimized,Q6ZNE5,50,50,-1.7999263753493628,-1.709913194179535,-2.404058496157328,-0.9638028144836426,1.0627802458202738,-1.8376681479314965,-1.6816397507985434,-2.533737450838089,-1.2660336544116337,1.146156721327827,0.037741772582133626,-0.02827344338099147,0.5184,0.036799999999999944,0.14,49,0.5163265306122449
BECN1,additional_six,ipin_optimized,Q9P2Y5,50,50,-1.703257444004218,-1.5863354206085205,-2.309202253818512,-0.8792681147654852,1.1621600420305995,-1.9258973983923595,-1.9465195536613464,-2.952221244573593,-1.063974345723788,1.3064352714996867,0.22263995438814144,0.3601841330528259,0.5712,0.14240000000000008,0.16,50,0.5712
BECN1,additional_six,ipin_optimized,P10415,50,50,-2.025667694956064,-2.0464555621147156,-2.760224203268687,-1.3001040518283844,1.0662275497127987,-1.9459044619401293,-1.8361720840136209,-2.742449959119161,-1.081976478298505,1.1463219384561203,-0.0797632330159348,-0.2102834781010947,0.4636,-0.07279999999999998,0.14,46,0.4656521739130435
BECN1,additional_six,tuna_retrained,Q6ZNE5,50,50,-10.075491786003113,-10.426661968231201,-11.658684492111206,-8.646558284759521,2.2009821079252005,-9.753678929011027,-9.550243536631267,-11.59488805135091,-7.86052401860555,2.4387104442454586,-0.3218128569920857,-0.8764184315999337,0.4504,-0.09919999999999995,0.2,49,0.4542857142857143
BECN1,additional_six,tuna_retrained,Q9P2Y5,50,50,-9.725221606890361,-9.543606678644815,-11.406608819961548,-8.411524772644043,2.0962592068556476,-10.388922602335613,-10.125295003255209,-13.072953462600708,-7.9458547830581665,2.886848793363561,0.663700995445252,0.5816883246103934,0.5604,0.12080000000000002,0.28,50,0.5604
BECN1,additional_six,tuna_retrained,P10415,50,50,-11.624261452356976,-11.828917185465496,-12.8346107006073,-10.715537468592325,1.7585102492909548,-10.038110313415528,-9.967721700668335,-11.861722389856974,-8.703000664710999,2.1944777872211096,-1.5861511389414478,-1.861195484797161,0.2884,-0.4232,0.48,46,0.2634782608695652
