target,partner_uniprot,partner_sequence_sha256,anchor_positive_uniprot,U_stratum,partner_length,anchor_compartment,anchor_transmembrane,partner_transmembrane,partner_subcellular_location,meets_anchor_context_rule
TP53,Q96HA4,8e5bb9d95150330f96335e6285223b6ffc1bb39926d238b59f9158dd6a624f46,O15151,background,380,nucleus,False,True,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,False
TP53,Q9Y4K4,a7eb891318c7b005cda821c06bad05258265ef15f81cf44f14afece0ba58b63e,O15151,background,846,nucleus,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9038372}.,False
TP53,Q8N8Q9,c9bb9fe61926890b0666feab9b6cede62b5e7847117005bbd97a9ad89bb6c8b6,O15151,background,360,nucleus,False,True,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25347071}; Multi-pass membrane protein {ECO:0000255}. Early endosome {ECO:0000250|UniProtKB:Q9JJC8}. Note=Recruited to the cell membrane in response to low extracellular magnesium. {ECO:0000250|UniProtKB:Q9JJC8}.,False
TP53,Q8NHC4,09b6b03397b04a0a2d39bd24c3382d02c0f1cf50e92bb312fb9023cf304f0736,O15151,background,309,nucleus,False,True,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28842679}; Multi-pass membrane protein {ECO:0000255}.,False
TP53,Q15120,2d727c595488c5a10810a0f8e487d9ed461ff08bd8e7f7130b633bfcaf1108f3,O15151,background,406,nucleus,False,False,SUBCELLULAR LOCATION: Mitochondrion matrix.,False
TP53,Q9Y6Q1,49b4d5927d305b7a445e30fd0cdfe3d40ef7ba2f030a7863f128f68dbb23d10b,O15151,background,641,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:17210638}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17210638}. Note=During mitose associated with the mitotic spindle. At telophase colocalized to the midbody spindle.",False
TP53,Q9UJV9,7412d568d35c2506c62bd4814befb803d938ed6c51b03ce438f7c47729e0aa87,O15151,background,622,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26712909, ECO:0000269|PubMed:35613581}. Cytoplasm {ECO:0000269|PubMed:23222971, ECO:0000269|PubMed:25704810, ECO:0000269|PubMed:35613581}. Note=Predominantly present in the nucleus and traffics to the cytoplasm, specifically in the perinuclear region, after DNA stimulation. {ECO:0000269|PubMed:35613581}.",True
TP53,Q8N680,8d195ce3a73ecae8784a78f3879794c97708731cf1b46fd4ec37cbd301bd346f,O15151,background,514,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,True
TP53,Q92496,78eb2ca935e8457ac3b8d9b6c7585afe26c8a3de87db5f992366851e75084d25,O15151,background,578,nucleus,False,False,SUBCELLULAR LOCATION: Secreted.,False
TP53,Q9H1U4,5c9033822b42c726caa44bf04b14f1d61ef81234c3b8c1636dc6263a2f4e92a0,O15151,background,602,nucleus,False,True,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,False
TP53,Q15399,ad70dbd7ed62fdc0208ff2d4c1363f203a7356304d80c60b6d94f08c13b38c05,O15151,background,786,nucleus,False,True,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16880211}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250|UniProtKB:Q9EPQ1}; Single-pass type I membrane protein {ECO:0000255}. Membrane raft {ECO:0000269|PubMed:16880211}. Golgi apparatus {ECO:0000269|PubMed:16880211}. Note=Does not reside in lipid rafts before stimulation but accumulates increasingly in the raft upon the presence of the microbial ligand. In response to triacylated lipoproteins, TLR2:TLR1 heterodimers are recruited in lipid rafts, this recruitment determine the intracellular targeting to the Golgi apparatus. {ECO:0000269|PubMed:16880211}.",False
TP53,Q9H583,a4e0c29d07546f64c5944659adcf96c474f86a27e0b3f6066cbe5a96f4e2df62,Q09472,context,2144,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:17699751, ECO:0000269|PubMed:34516797, ECO:0000269|PubMed:38225354}.",True
TP53,P39880,4a192b91f7ea673e2dffbbedc58a66967556e11e0f40450acc176b771d61cd6b,Q09472,context,1505,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15099520}.,True
TP53,O15014,b54c964b395e34842c51fa29a23ca6b65551504f1c92ca600311d0cdb355f2d3,Q09472,context,1411,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28344082}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:28344082}.,True
TP53,O14647,f02cb664587cf225ed33248c59310f701db496bf118677aef804ce8015d934c1,Q09472,context,1828,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Note=Binds to myogenic gene promoters. {ECO:0000250}.,True
TP53,Q9UHF7,f354d27f400d3924dd527e9242d52d88907a197109356139b4533e1fef4850ec,Q09472,context,1281,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12885770}.,True
TP53,Q9P267,7082f1aefa433f7e7d028c0537608ce756366f0c02408e6c7a938407e41aabe7,Q09472,context,1494,nucleus,False,False,"SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:20700456, ECO:0000269|PubMed:24634419}. Chromosome {ECO:0000269|PubMed:20700456}. Note=Associates with heterochromatin containing chromocentres in a DNA methylation-independent manner (PubMed:20700456). Does not localize to sites of DNA damage (PubMed:24634419). {ECO:0000269|PubMed:20700456, ECO:0000269|PubMed:24634419}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:20700456, ECO:0000269|PubMed:24634419}. Note=Does not associate with heterochromatin containing chromocentres (PubMed:20700456). Does not localize to sites of DNA damage (PubMed:24634419). {ECO:0000269|PubMed:20700456, ECO:0000269|PubMed:24634419}.",True
TP53,Q99590,a9194abf7f4621c3187ea732134a1837c6499035190601c301e14eccd2cd5d82,Q09472,context,1463,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9447963}.,True
TP53,Q6EMB2,569769e6e0d9a0e2c90ce2b36db114624194c01f9a56a55e627e8d766191a942,Q09472,context,1281,nucleus,False,False,"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:24791901}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q8CHB8}. Nucleus {ECO:0000269|PubMed:17116691}. Cytoplasm {ECO:0000269|PubMed:17116691}. Note=Localized to the base of the connecting cilium between the basal body and the adjacent daughter centriole of the cilium. In osteosarcoma cells, found in both cytoplasm and nucleus in the absence of steroid but located exclusively in the nucleus in the presence of steroid. {ECO:0000250|UniProtKB:Q8CHB8, ECO:0000269|PubMed:24791901}.",True
TP53,Q96RY5,0b889151346e19a9ef51e8a2ca0da048785162f0783df5d4db179815a1e3bc31,Q09472,context,1269,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624, ECO:0000269|PubMed:40516528}. Chromosome {ECO:0000269|PubMed:40516528, ECO:0000269|PubMed:40516529}. Note=Specifically binds transcriptionally active histone genes (PubMed:40516528). Recruited to histone locus bodies (HLB) via its association with NPAT and GON4L (PubMed:40516528, PubMed:40516529). {ECO:0000269|PubMed:40516528, ECO:0000269|PubMed:40516529}.",True
TP53,Q96JM2,226f7c86826cbc557a2188e2e7f4d7e73f4fddb22065a2028ab820d1637066ab,Q09472,context,2506,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20219459, ECO:0000269|PubMed:21570965}.",True
TP53,Q13029,6bbe73d92d551f395395b977e7fedcfe6fa284e783e5dbc2630dcd063f2ac1d8,Q09472,context,1718,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14633678, ECO:0000269|PubMed:7538672, ECO:0000269|PubMed:9006946}.",True
TP53,P27708,b8c16ef9d9f48d033275472a6f33ac0ab71b9e3405eac4e4092579e16498b2b4,Q09472,context,2225,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15890648}. Nucleus {ECO:0000269|PubMed:15890648}. Note=Cytosolic and unphosphorylated in resting cells, translocates to the nucleus in response to EGF stimulation, nuclear import promotes optimal cell growth.",True
TP53,Q96PY6,cab46bc57a39e00c016a0d3f7904b5076aa2b082f595bd156c08a2f5a446aeac,Q09472,context,1258,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15604234, ECO:0000305|PubMed:21211617}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P51954}. Cytoplasm {ECO:0000269|PubMed:18843199}. Note=Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234). {ECO:0000250|UniProtKB:P51954, ECO:0000269|PubMed:15604234, ECO:0000269|PubMed:21211617}.",True
TP53,Q9NRL2,8bfb026cca112636240ed3841f3c57ddf4e7d5345525f3d756d5f0da5e905018,Q09472,context,1556,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10880450, ECO:0000269|PubMed:25593309}. Note=Localizes to pericentric heterochromatin (By similarity). May target the CHRAC complex to heterochromatin (PubMed:10880450). Localizes to sites of DNA damage (PubMed:25593309). {ECO:0000250|UniProtKB:O88379, ECO:0000269|PubMed:10880450, ECO:0000269|PubMed:25593309}.",True
TP53,Q9Y4B4,c29754cda879e831e8317840b640b8c6a4c34468ae2c4fb494be4deadd9960e1,Q09472,context,1467,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:39028815}. Chromosome {ECO:0000269|PubMed:39028815}. Note=Localizes in speckle-like nuclear compartments (By similarity). Localizes to promoter proximal regions on chromatin (PubMed:39028815). {ECO:0000250|UniProtKB:Q99NG0, ECO:0000269|PubMed:39028815}.",True
TP53,Q15772,b63835d04ca6d484ae0b46a9d3747b1412b95e550f2e157255670ef380d64823,Q09472,context,3267,nucleus,False,False,SUBCELLULAR LOCATION: [Isoform 3]: Nucleus.,True
TP53,Q8NHM5,b314d0e5afa4cecd776e89c537d8b59a838d1309984412ed8508aa03c8aee98c,Q09472,context,1336,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:17994099}. Nucleus {ECO:0000269|PubMed:26237645}. Chromosome {ECO:0000269|PubMed:26237645}.",True
TP53,Q96RT1,03561bfd871eab65be8ade422127637ffaccd6782609385921d68221679741c2,Q09472,context,1412,nucleus,False,False,"SUBCELLULAR LOCATION: Cell junction, hemidesmosome {ECO:0000269|PubMed:10878805, ECO:0000269|PubMed:11375975}. Nucleus membrane {ECO:0000250}. Basolateral cell membrane {ECO:0000269|PubMed:16203728}. Cytoplasm {ECO:0000269|PubMed:23524970}. Cell membrane {ECO:0000269|PubMed:23524970}. Note=Found in hemidesmosomes, which are cell-substrate adhesion complexes in stratified epithelia. In transfected cells, either diffusely distributed over the cytoplasm or concentrated at the basolateral membrane. Colocalizes with the adrenergic receptors, ADREN1A and ADREN1B, at the nuclear membrane of cardiac myocytes (By similarity). {ECO:0000250}.",True
TP53,Q9UKL3,a18b3946f1a55d48673b64aa6461ea5015a7dc67b592d8014be4576fdaa21970,Q09472,context,1982,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, PML body. Mitochondrion. Note=Exported from the nucleus to the mitochondria upon FAS activation.",True
TP53,Q6R2W3,a903b25ecf6b87d1faf4ead0ed3e1cc808fbe5ef24b9be405ba2c64b05e4a883,Q09472,context,1325,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00187}.,True
TP53,Q9H0D2,68d3bd7de5c7276a9dde6c4158c1c536d03bd1f6c1c850521dcab49b07cdc818,Q09472,context,1346,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q0GGX2, ECO:0000255|PROSITE-ProRule:PRU00512, ECO:0000255|PROSITE-ProRule:PRU00624}.",True
TP53,Q5VV67,1335aa13020a0f97e7a5ee17682af9c6eb1b35cd8a87a3c1035a797b199f6641,Q09472,context,1664,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11340167}. Note=Colocalizes with NRF1. {ECO:0000250}.,True
TP53,O43345,b6b348f0c63c85e6ff43c2d740c45886d3d74948f82ff6c32d24d2672e6a9274,Q09472,context,1280,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,True
TP53,O60281,0b26eddc9dbcb5a6fc3432911d4012dfdc93e95ecd13d2e2f230d81175525612,Q09472,context,2723,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,True
TP53,Q9BTC0,015a09f0e901e764267e3bbdf74e733a06a23ab17c4857fb989f5f7fc37f6d13,Q09472,context,2240,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00651}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:23831028}. Note=Translocates to the nucleus after pro-apoptotic stimuli (By similarity). Translocates to the mitotic spindle upon loss of interaction with H3K4me3 during early mitosis. {ECO:0000250}.",True
TP53,Q6GYQ0,88518baf6f8870d054af2eaa8862a0dfd300208f889db224321714b90de77d3f,Q09472,context,2036,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Translocated to the nucleus, when associated with TCF3/E12. {ECO:0000250}.",True
TP53,O94761,9f5123aecf0e75b9ad426bc95b82f3b35f601f813150169d77f14a4fb064f505,Q09472,context,1208,nucleus,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15317757}. Nucleus {ECO:0000269|PubMed:10552928}.,True
TP53,Q9UKK3,cd6c2b457a3f278b912e61f8cbf28984f5f6839529aa01c4a6a10b97ee6d950f,Q09472,context,1724,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10477748}. Nucleus {ECO:0000269|PubMed:10477748}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:10477748}. Note=Also found in the nucleus, associated with mitotic spindles. {ECO:0000269|PubMed:10477748}.",True
TP53,Q96L91,80d0cb35ef7de9ae52793b942b424ea8e5680f37390ccdaff7c7c5d115cece75,Q09472,context,3159,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00549}.,True
TP53,Q4LDE5,e3ebcf87d623a2597f1ad1a84eb436d09ff29a7b6682d1af43d40af8e9a57424,Q09472,context,3571,nucleus,False,False,"SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:A2AVA0}. Nucleus {ECO:0000269|PubMed:27892606}. Cytoplasm {ECO:0000269|PubMed:16206243, ECO:0000269|PubMed:27892606}. Membrane {ECO:0000269|PubMed:16206243}; Peripheral membrane protein {ECO:0000269|PubMed:16206243}.",True
TP53,Q96BY6,0f7dc781c18e2692b0d13ecd6817121c4eac3fe8e62fc2ea1241be1b3c04dbe7,Q09472,context,2186,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18499258}. Cytoplasm {ECO:0000269|PubMed:18499258}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q8BZN6}.",True
TP53,Q08211,d36987e04a95d968024a7706369867ebd27615c80cb234f38c45578660b1c55a,Q09472,context,1270,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10198287, ECO:0000269|PubMed:10207077, ECO:0000269|PubMed:11687588, ECO:0000269|PubMed:16375861, ECO:0000269|PubMed:17303075, ECO:0000269|PubMed:37467750, ECO:0000269|PubMed:9162007}. Nucleus, nucleoplasm {ECO:0000269|PubMed:28221134}. Nucleus, nucleolus {ECO:0000269|PubMed:12429849}. Cytoplasm {ECO:0000269|PubMed:10198287, ECO:0000269|PubMed:10207077, ECO:0000269|PubMed:16375861, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:19029303, ECO:0000269|PubMed:20696886, ECO:0000269|PubMed:8690889, ECO:0000269|PubMed:9162007}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:17498979}. Note=Nucleoplasmic shuttling protein (PubMed:10198287, PubMed:10207077, PubMed:16375861, PubMed:9162007). Its nuclear import involves the nucleocytoplasmic transport receptor Importin alpha/Importin beta receptor pathway in a Ran-dependent manner (PubMed:16375861). In interphase, localizes in nuclear stress granules and at perichromatin fibrils and in cytoplasmic ribonucleoprotein granules (PubMed:10198287). Colocalizes with WRN and H2AX at centrosomes in a microtubule-dependent manner following DNA damaging agent treatment (PubMed:17498979). Excluded from the mitotic nucleus as early as prophase and re-entered the nucleus at telophase (PubMed:10198287). Recruited in diffuse and discrete intranuclear foci (GLFG-body) in a NUP98-dependent manner (PubMed:28221134). Colocalizes with SP7 in the nucleus (PubMed:17303075). Colocalizes with ACTB at nuclear actin filaments inside the nucleus or at the nuclear pore (PubMed:11687588). Colocalizes with HNRNPC at nuclear ribonucleoprotein complex proteins in the nucleus (PubMed:11687588). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). {ECO:0000269|PubMed:10198287, ECO:0000269|PubMed:10207077, ECO:0000269|PubMed:11687588, ECO:0000269|PubMed:16375861, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:17303075, ECO:0000269|PubMed:17498979, ECO:0000269|PubMed:28221134, ECO:0000269|PubMed:9162007}.",True
TP53,Q9P243,28c68feb8aaf04ba015a423de35e4c5a3e4865ebeea008ec6dab705ad2fc10fd,Q09472,context,1243,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}.",True
TP53,Q9NZ56,51526131b62ce1f1fe342da48a3bd70ec585663a27797a3ef5945719f9230e9a,Q09472,context,1722,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:20082305}. Cytoplasm, cytosol {ECO:0000269|PubMed:20082305}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9JL04}. Nucleus {ECO:0000269|PubMed:26287480}. Nucleus, nucleolus {ECO:0000269|PubMed:23375502}. Cell membrane {ECO:0000250|UniProtKB:Q9JL04}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JL04}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9JL04}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9JL04}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JL04}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9JL04}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q9JL04}. Note=Colocalizes with the actin cytoskeleton (PubMed:20082305). Recruited to the membranes via its interaction with SPIRE1 (By similarity). Detected at the cleavage furrow during asymmetric oocyte division and polar body extrusion (By similarity). Accumulates in the nucleus following DNA damage (PubMed:26287480). {ECO:0000250|UniProtKB:Q9JL04, ECO:0000269|PubMed:20082305, ECO:0000269|PubMed:26287480}.",True
TP53,Q6ZMY3,576d3f1be512d1108044c8caba84f5f0c5ace79b34105539f5b57ca9049a0436,Q09472,context,1216,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:B1ASB6}. Chromosome {ECO:0000250|UniProtKB:B1ASB6}.,True
TP53,Q96K83,40d5cb4ab3db973e67bda6ac60d43cb8493f36ea78619588a78157c76862c823,Q09472,context,1311,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,True
TP53,O75417,43f6095fcbab494973a816cf1be6a7602b856f4780fe6de9db69c5ebb4098107,Q09472,context,2590,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O18475}. Chromosome {ECO:0000269|PubMed:25642963, ECO:0000269|PubMed:34179826, ECO:0000269|PubMed:37440612, ECO:0000269|PubMed:37674080}. Note=Enriched in chromatin in response to ultaviolet (UV) light (PubMed:25642963, PubMed:34179826). Binds to chromatin during early G1 (PubMed:24989122). Recruited to DNA damage sites, such as double-stranded breaks (DSBs), following interaction with TOPBP1 and RHNO1 (PubMed:37440612, PubMed:37674080). {ECO:0000269|PubMed:24989122, ECO:0000269|PubMed:25642963, ECO:0000269|PubMed:34179826, ECO:0000269|PubMed:37440612, ECO:0000269|PubMed:37674080}.",True
TP53,Q86YA3,bcca471ca12eb3136c7764de69d8f45d4c64f12c0697025ed83dc34251549ef6,Q09472,context,2104,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:32640219}.,True
TP53,Q8N1G0,d6bf164a5db6060f86ad53c333eb40719a1d208a9faaa0c0cf5ecfcf5fef284b,Q09472,context,1237,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:26849110}. Nucleus {ECO:0000269|PubMed:26849110, ECO:0000269|PubMed:27732854}. Note=Predominantly nuclear (PubMed:26849110). Localizes to sites of DNA damage (PubMed:27732854). {ECO:0000269|PubMed:26849110, ECO:0000269|PubMed:27732854}.",True
TP53,Q9C000,181c6729abacdb2824b8c6f6a35ca808bbe4e2e13104d31fe9025b6f5d3e083c,Q09472,context,1473,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17418785}. Cytoplasm {ECO:0000269|PubMed:17164409}. Nucleus {ECO:0000269|PubMed:17164409}. Note=Nucleocytoplasmic distribution in lymphoid organs (probably in T-cells) and in neurons. In epithelial cells, predominantly cytoplasmic. {ECO:0000269|PubMed:17164409}.; SUBCELLULAR LOCATION: [NACHT, LRR and PYD domains-containing protein 1, C-terminus]: Inflammasome {ECO:0000269|PubMed:12191486, ECO:0000269|PubMed:22665479, ECO:0000269|PubMed:30291141, ECO:0000269|PubMed:33420028, ECO:0000269|PubMed:33420033}.; SUBCELLULAR LOCATION: [NACHT, LRR and PYD domains-containing protein 1, N-terminus]: Nucleus {ECO:0000269|PubMed:35618833}. Note=(Microbial infection) Interaction with human herpes virus 8/HHV-8 proteins ORF45 promotes translocation of the N-terminal part of NLRP1 into the nucleus, relieving autoinhibition of the NLRP1 inflammasome and leading to its activation. {ECO:0000269|PubMed:35618833}.",True
TP53,P42695,b23ebd84353f80461785b9e5b13567b9262184c54e0926c4c09e8ada84da34b1,Q09472,context,1498,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14532007}.,True
TP53,Q68DA7,77271e84dda5a559ecefc55e5fade5e343509b139b8daf3eb49300fa492c991a,Q09472,context,1419,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Cell junction, adherens junction {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Localization to the adherens junctions is alpha-catenin-dependent. Also localizes to F-actin bundles originating from adherens junctions and to microtubules (By similarity). {ECO:0000250}.",True
TP53,Q9Y6Q9,6ffd495ceb38724e91c62cdb51078c556c645722c3e98093edd559d941882bd1,Q09472,context,1424,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Mainly cytoplasmic and weakly nuclear. Upon TNF activation and subsequent phosphorylation, it translocates from the cytoplasm to the nucleus.",True
TP53,Q96JG9,8337f7c819db4988a25b1bffeafaf43613cb39b64a11d517dc9a56d6090f59b5,Q09472,context,3953,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,True
TP53,Q5T8A7,7ebbea7c2bc26301dbe162849b8f8cca3a42ad1b93a34fa252dfd5a033c323a0,Q09472,context,1209,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:16053918}.",True
TP53,Q12789,9d91848f94cf7193c61240b3139e78f584ef9b9577bae1139479da561935e2be,Q09472,context,2109,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus.,True
TP53,Q9Y4B6,030ef1b424381b56f9f5794a5a8f5526cf73f1a02d7d305f1c0b51d8b3c2485c,Q09472,context,1507,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11223251}. Nucleus {ECO:0000269|PubMed:20178741}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28242748, ECO:0000269|PubMed:34259627}. Note=Associated with chromatin in a DDB1-independent and cell cycle-dependent manner: recruited to chromatin as DNA is being replicated and is released from chromatin before mitosis (By similarity). Homogeneous pancellular distribution is observed outside S-phase and a slight cytoplasmic-to-nuclear translocation from early to late S-phase (By similarity). Colocalizes with TET1 and PCNA at replicating heterochromatin during late S phase (By similarity). More concentrated in nuclei than in cytoplasm in germinal vesicle (GV) stage oocytes, zygotes and the 2-cell stage, but distributed in the cytoplasm at the MII-stage oocytes (By similarity). Localizes to centrosomes following interaction with CEP78 (PubMed:28242748, PubMed:34259627). {ECO:0000250|UniProtKB:Q80TR8, ECO:0000269|PubMed:28242748, ECO:0000269|PubMed:34259627}.",True
TP53,O00750,c4a41123ce734ae5702facde8accdc965f5d4b1217a3fbb041042334edf1ddf1,Q09472,context,1634,nucleus,False,False,"SUBCELLULAR LOCATION: Microsome {ECO:0000269|PubMed:14563213, ECO:0000269|PubMed:9830063}. Cell membrane {ECO:0000269|PubMed:14563213, ECO:0000269|PubMed:9830063}. Cytoplasm, cytosol {ECO:0000269|PubMed:14563213, ECO:0000269|PubMed:9830063}. Nucleus {ECO:0000269|PubMed:14563213}. Endoplasmic reticulum {ECO:0000269|PubMed:14563213}. Note=Found mostly in the microsome, but also in the plasma membrane and cytosol. Nuclear in testis.",True
TP53,O60287,55040c5636dc3e0affb097c7768f649beceeef5f70a33aaa52c7415f14d4e9ba,Q09472,context,2271,nucleus,False,False,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:16963496}.",True
TP53,Q15477,f027d3da302be86a75e865eb14688db15d4a39b6102aa261a892869089ed1183,Q09472,context,1246,nucleus,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16024656}. Cytoplasm {ECO:0000269|PubMed:16024656}.,True
TP53,Q96K76,bf37e091c497bfceb9835fd8ff720d0ec78fc7c50d51b2055393267bfd053b0d,Q09472,background,1375,nucleus,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21362556}.,False
TP53,Q9UQ26,af8ad5027331f6f9e451fc36addb0195f1b165a5ae247cda5ae3844a4dd83445,Q09472,background,1411,nucleus,False,False,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Synapse {ECO:0000250}. Presynaptic cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.,False
TP53,Q9Y4C1,e7bf72cc6e68d88026fadbd8c3e128247c7aa74c5f7c5e686a647d5bc6fb3f50,Q09472,background,1321,nucleus,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Nuclear in round spermatids. When spermatids start to elongate, localizes to the cytoplasm where it forms distinct foci which disappear in mature spermatozoa (By similarity). {ECO:0000250}.",True
