target,partner_gene,partner_uniprot,model,candidate_set,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
TP53,MDM2,Q00987,ipin_optimized,background,1,50,51,0.56,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM4,O15151,ipin_optimized,background,1,50,51,0.78,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27023815442731974,1.0
TP53,EP300,Q09472,ipin_optimized,background,1,50,51,0.34,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,ipin_optimized,low_plausibility,1,50,51,0.68,0.058823529411764705,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.23981246656813146,1.0
TP53,MDM4,O15151,ipin_optimized,low_plausibility,1,50,51,0.82,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.2890648263178879,1.0,1.0,1.0,0.05,2.5500000000000003,0.2890648263178879,1.0
TP53,EP300,Q09472,ipin_optimized,low_plausibility,1,50,51,0.42,0.03333333333333333,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,ipin_optimized,context_background,1,100,101,0.44,0.017543859649122806,57,57,57.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM4,O15151,ipin_optimized,context_background,1,100,101,0.7,0.03225806451612903,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,EP300,Q09472,ipin_optimized,context_background,1,100,101,0.33,0.014705882352941176,68,68,68.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,ipin_optimized,all_U,1,150,151,0.52,0.0136986301369863,73,73,73.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM4,O15151,ipin_optimized,all_U,1,150,151,0.74,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,EP300,Q09472,ipin_optimized,all_U,1,150,151,0.36,0.010309278350515464,97,97,97.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,tuna_retrained,context,1,50,51,0.84,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3010299956639812,1.0,1.0,1.0,0.05,2.5500000000000003,0.3010299956639812,1.0
TP53,MDM4,O15151,tuna_retrained,context,1,50,51,0.72,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.25,1.0
TP53,EP300,Q09472,tuna_retrained,context,1,50,51,0.72,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.25,1.0
TP53,MDM2,Q00987,tuna_retrained,background,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
TP53,MDM4,O15151,tuna_retrained,background,1,50,51,0.92,0.2,5,5,5.0,0.2,1.0,1.0,0.2,10.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.1000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.5500000000000003,0.38685280723454163,1.0
TP53,EP300,Q09472,tuna_retrained,background,1,50,51,0.82,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.2890648263178879,1.0,1.0,1.0,0.05,2.5500000000000003,0.2890648263178879,1.0
TP53,MDM2,Q00987,tuna_retrained,low_plausibility,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
TP53,MDM4,O15151,tuna_retrained,low_plausibility,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
TP53,EP300,Q09472,tuna_retrained,low_plausibility,1,50,51,0.92,0.2,5,5,5.0,0.2,1.0,1.0,0.2,10.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.1000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.5500000000000003,0.38685280723454163,1.0
TP53,MDM2,Q00987,tuna_retrained,context_background,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
TP53,MDM4,O15151,tuna_retrained,context_background,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
TP53,EP300,Q09472,tuna_retrained,context_background,1,100,101,0.77,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,tuna_retrained,all_U,1,150,151,0.9333333333333333,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,7.550000000000001,0.27894294565112987,1.0
TP53,MDM4,O15151,tuna_retrained,all_U,1,150,151,0.86,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,EP300,Q09472,tuna_retrained,all_U,1,150,151,0.82,0.03571428571428571,28,28,28.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,tuna_original,context,1,50,51,0.88,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3333333333333333,1.0,1.0,1.0,0.05,2.5500000000000003,0.3333333333333333,1.0
TP53,MDM4,O15151,tuna_original,context,1,50,51,0.9,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3562071871080222,1.0,1.0,1.0,0.05,2.5500000000000003,0.3562071871080222,1.0
TP53,EP300,Q09472,tuna_original,context,1,50,51,0.52,0.04,25,25,25.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,tuna_original,background,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
TP53,MDM4,O15151,tuna_original,background,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
TP53,EP300,Q09472,tuna_original,background,1,50,51,0.76,0.07692307692307693,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.26264953503719357,1.0
TP53,MDM2,Q00987,tuna_original,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
TP53,MDM4,O15151,tuna_original,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
TP53,EP300,Q09472,tuna_original,low_plausibility,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
TP53,MDM2,Q00987,tuna_original,context_background,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
TP53,MDM4,O15151,tuna_original,context_background,1,100,101,0.93,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.31546487678572877,1.0,1.0,1.0,0.05,5.05,0.31546487678572877,1.0
TP53,EP300,Q09472,tuna_original,context_background,1,100,101,0.64,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,MDM2,Q00987,tuna_original,all_U,1,150,151,0.94,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.2890648263178879,1.0,1.0,1.0,0.05,7.550000000000001,0.2890648263178879,1.0
TP53,MDM4,O15151,tuna_original,all_U,1,150,151,0.9533333333333334,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.31546487678572877,1.0,1.0,1.0,0.05,7.550000000000001,0.31546487678572877,1.0
TP53,EP300,Q09472,tuna_original,all_U,1,150,151,0.74,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,ipin_baseline,context,1,50,51,0.84,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3010299956639812,1.0,1.0,1.0,0.05,2.5500000000000003,0.3010299956639812,1.0
EGFR,SHC1,P29353,ipin_baseline,context,1,50,51,0.34,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_baseline,context,1,50,51,0.68,0.058823529411764705,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.23981246656813146,1.0
EGFR,GRB2,P62993,ipin_baseline,background,1,50,51,0.72,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.25,1.0
EGFR,SHC1,P29353,ipin_baseline,background,1,50,51,0.32,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_baseline,background,1,50,51,0.82,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.2890648263178879,1.0,1.0,1.0,0.05,2.5500000000000003,0.2890648263178879,1.0
EGFR,GRB2,P62993,ipin_baseline,low_plausibility,1,50,51,0.72,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.25,1.0
EGFR,SHC1,P29353,ipin_baseline,low_plausibility,1,50,51,0.32,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_baseline,low_plausibility,1,50,51,0.72,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.25,1.0
EGFR,GRB2,P62993,ipin_baseline,context_background,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,SHC1,P29353,ipin_baseline,context_background,1,100,101,0.33,0.014705882352941176,68,68,68.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_baseline,context_background,1,100,101,0.75,0.038461538461538464,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,ipin_baseline,all_U,1,150,151,0.76,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,SHC1,P29353,ipin_baseline,all_U,1,150,151,0.32666666666666666,0.00980392156862745,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_baseline,all_U,1,150,151,0.74,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,ipin_optimized,context,1,50,51,0.8,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27894294565112987,1.0
EGFR,SHC1,P29353,ipin_optimized,context,1,50,51,0.6,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_optimized,context,1,50,51,0.6,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,ipin_optimized,background,1,50,51,0.58,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,SHC1,P29353,ipin_optimized,background,1,50,51,0.54,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_optimized,background,1,50,51,0.68,0.058823529411764705,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.23981246656813146,1.0
EGFR,GRB2,P62993,ipin_optimized,low_plausibility,1,50,51,0.78,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27023815442731974,1.0
EGFR,SHC1,P29353,ipin_optimized,low_plausibility,1,50,51,0.62,0.05,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.227670248696953,1.0
EGFR,CBL,P22681,ipin_optimized,low_plausibility,1,50,51,0.7,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.24465054211822604,1.0
EGFR,GRB2,P62993,ipin_optimized,context_background,1,100,101,0.69,0.03125,32,32,32.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,SHC1,P29353,ipin_optimized,context_background,1,100,101,0.57,0.022727272727272728,44,44,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_optimized,context_background,1,100,101,0.64,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,ipin_optimized,all_U,1,150,151,0.72,0.023255813953488372,43,43,43.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,SHC1,P29353,ipin_optimized,all_U,1,150,151,0.5866666666666667,0.015873015873015872,63,63,63.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,ipin_optimized,all_U,1,150,151,0.66,0.019230769230769232,52,52,52.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,tuna_retrained,context,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
EGFR,SHC1,P29353,tuna_retrained,context,1,50,51,0.86,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.31546487678572877,1.0,1.0,1.0,0.05,2.5500000000000003,0.31546487678572877,1.0
EGFR,CBL,P22681,tuna_retrained,context,1,50,51,0.54,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,tuna_retrained,background,1,50,51,0.86,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.31546487678572877,1.0,1.0,1.0,0.05,2.5500000000000003,0.31546487678572877,1.0
EGFR,SHC1,P29353,tuna_retrained,background,1,50,51,0.78,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27023815442731974,1.0
EGFR,CBL,P22681,tuna_retrained,background,1,50,51,0.36,0.030303030303030304,33,33,33.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,tuna_retrained,low_plausibility,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
EGFR,SHC1,P29353,tuna_retrained,low_plausibility,1,50,51,0.76,0.07692307692307693,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.26264953503719357,1.0
EGFR,CBL,P22681,tuna_retrained,low_plausibility,1,50,51,0.64,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.23137821315975915,1.0
EGFR,GRB2,P62993,tuna_retrained,context_background,1,100,101,0.9,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.27894294565112987,1.0
EGFR,SHC1,P29353,tuna_retrained,context_background,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
EGFR,CBL,P22681,tuna_retrained,context_background,1,100,101,0.45,0.017857142857142856,56,56,56.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,tuna_retrained,all_U,1,150,151,0.9266666666666666,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,7.550000000000001,0.27023815442731974,1.0
EGFR,SHC1,P29353,tuna_retrained,all_U,1,150,151,0.8,0.03225806451612903,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,CBL,P22681,tuna_retrained,all_U,1,150,151,0.5133333333333333,0.013513513513513514,74,74,74.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,GRB2,P62993,tuna_original,context,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,SHC1,P29353,tuna_original,context,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,CBL,P22681,tuna_original,context,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,GRB2,P62993,tuna_original,background,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,SHC1,P29353,tuna_original,background,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,CBL,P22681,tuna_original,background,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,GRB2,P62993,tuna_original,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,SHC1,P29353,tuna_original,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,CBL,P22681,tuna_original,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
EGFR,GRB2,P62993,tuna_original,context_background,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
EGFR,SHC1,P29353,tuna_original,context_background,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
EGFR,CBL,P22681,tuna_original,context_background,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
