query_gene,partner_gene,partner_uniprot,model,candidate_set,score,rank_min,rank_max,rank_mid,panel_size,top5_fractional_credit,top10_fractional_credit,top20_fractional_credit
BCL2,BCL2L11,O43521,tuna_retrained,all_U,-3.922259251276652,27,27,27.0,453,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_retrained,all_U,-4.508002281188965,41,41,41.0,453,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_retrained,all_U,-6.492899258931478,156,156,156.0,453,0.0,0.0,0.0
BCL2,BCL2L11,O43521,tuna_original,context,0.6817493438720703,19,19,19.0,153,0.0,0.0,1.0
BCL2,BAD,Q92934,tuna_original,context,0.48476284742355347,80,80,80.0,153,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,context,0.7704581618309021,4,4,4.0,153,1.0,1.0,1.0
BCL2,BCL2L11,O43521,tuna_original,background,0.6817493438720703,33,33,33.0,153,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_original,background,0.48476284742355347,81,81,81.0,153,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,background,0.7704581618309021,13,13,13.0,153,0.0,0.0,1.0
BCL2,BCL2L11,O43521,tuna_original,low_plausibility,0.6817493438720703,55,55,55.0,153,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_original,low_plausibility,0.48476284742355347,141,141,141.0,153,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,low_plausibility,0.7704581618309021,6,6,6.0,153,0.0,1.0,1.0
BCL2,BCL2L11,O43521,tuna_original,context_background,0.6817493438720703,50,50,50.0,303,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_original,context_background,0.48476284742355347,158,158,158.0,303,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,context_background,0.7704581618309021,16,16,16.0,303,0.0,0.0,1.0
BCL2,BCL2L11,O43521,tuna_original,all_U,0.6817493438720703,103,103,103.0,453,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_original,all_U,0.48476284742355347,296,296,296.0,453,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,all_U,0.7704581618309021,21,21,21.0,453,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,ipin_baseline,context,-1.4846925735473633,103,103,103.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,context,-1.6863672733306885,117,117,117.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,context,0.25287104149659473,3,3,3.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,background,-1.4846925735473633,76,76,76.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,background,-1.6863672733306885,89,89,89.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,background,0.25287104149659473,5,5,5.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,low_plausibility,-1.4846925735473633,52,52,52.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,low_plausibility,-1.6863672733306885,70,70,70.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,low_plausibility,0.25287104149659473,3,3,3.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,context_background,-1.4846925735473633,177,177,177.0,303,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,context_background,-1.6863672733306885,203,203,203.0,303,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,context_background,0.25287104149659473,7,7,7.0,303,0.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,all_U,-1.4846925735473633,227,227,227.0,453,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,all_U,-1.6863672733306885,270,270,270.0,453,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,all_U,0.25287104149659473,9,9,9.0,453,0.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,context,-0.9663161834081014,132,132,132.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,context,0.1590913931528727,67,67,67.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,context,2.1253724098205566,4,4,4.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,background,-0.9663161834081014,92,92,92.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,background,0.1590913931528727,41,41,41.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,background,2.1253724098205566,3,3,3.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,low_plausibility,-0.9663161834081014,93,93,93.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,low_plausibility,0.1590913931528727,30,30,30.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,low_plausibility,2.1253724098205566,1,1,1.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,context_background,-0.9663161834081014,221,221,221.0,303,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,context_background,0.1590913931528727,106,106,106.0,303,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,context_background,2.1253724098205566,6,6,6.0,303,0.0,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,all_U,-0.9663161834081014,311,311,311.0,453,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,all_U,0.1590913931528727,134,134,134.0,453,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,all_U,2.1253724098205566,6,6,6.0,453,0.0,1.0,1.0
KEAP1,NFE2L2,Q16236,tuna_retrained,context,-6.935651938120524,123,123,123.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_retrained,context,-6.580003579457601,111,111,111.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_retrained,context,-5.522786617279053,57,57,57.0,153,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,tuna_retrained,background,-6.935651938120524,98,98,98.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_retrained,background,-6.580003579457601,78,78,78.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_retrained,background,-5.522786617279053,39,39,39.0,153,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,tuna_retrained,low_plausibility,-6.935651938120524,107,107,107.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_retrained,low_plausibility,-6.580003579457601,91,91,91.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_retrained,low_plausibility,-5.522786617279053,42,42,42.0,153,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,tuna_retrained,context_background,-6.935651938120524,218,218,218.0,303,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_retrained,context_background,-6.580003579457601,187,187,187.0,303,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_retrained,context_background,-5.522786617279053,95,95,95.0,303,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,tuna_retrained,all_U,-6.935651938120524,322,322,322.0,453,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_retrained,all_U,-6.580003579457601,276,276,276.0,453,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_retrained,all_U,-5.522786617279053,136,136,136.0,453,0.0,0.0,0.0
KEAP1,NFE2L2,Q16236,tuna_original,context,0.508673906326294,86,86,86.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_original,context,0.5333703756332397,65,65,65.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_original,context,0.6626248359680176,3,3,3.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,tuna_original,background,0.508673906326294,70,70,70.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_original,background,0.5333703756332397,52,52,52.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_original,background,0.6626248359680176,1,1,1.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,tuna_original,low_plausibility,0.508673906326294,55,55,55.0,153,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_original,low_plausibility,0.5333703756332397,34,34,34.0,153,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_original,low_plausibility,0.6626248359680176,1,1,1.0,153,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,tuna_original,context_background,0.508673906326294,153,153,153.0,303,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_original,context_background,0.5333703756332397,115,115,115.0,303,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_original,context_background,0.6626248359680176,3,3,3.0,303,1.0,1.0,1.0
KEAP1,NFE2L2,Q16236,tuna_original,all_U,0.508673906326294,205,205,205.0,453,0.0,0.0,0.0
KEAP1,CUL3,Q13618,tuna_original,all_U,0.5333703756332397,147,147,147.0,453,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,tuna_original,all_U,0.6626248359680176,3,3,3.0,453,1.0,1.0,1.0
BRCA1,BARD1,Q99728,ipin_baseline,context,-0.5525114337603251,9,9,9.0,153,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_baseline,context,-1.759886344273885,79,79,79.0,153,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_baseline,context,-1.826077143351237,86,86,86.0,153,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_baseline,background,-0.5525114337603251,8,8,8.0,153,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_baseline,background,-1.759886344273885,55,55,55.0,153,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_baseline,background,-1.826077143351237,62,62,62.0,153,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_baseline,low_plausibility,-0.5525114337603251,2,2,2.0,153,1.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_baseline,low_plausibility,-1.759886344273885,21,21,21.0,153,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_baseline,low_plausibility,-1.826077143351237,23,23,23.0,153,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_baseline,context_background,-0.5525114337603251,16,16,16.0,303,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,ipin_baseline,context_background,-1.759886344273885,132,132,132.0,303,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_baseline,context_background,-1.826077143351237,145,145,145.0,303,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_baseline,all_U,-0.5525114337603251,17,17,17.0,453,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,ipin_baseline,all_U,-1.759886344273885,151,151,151.0,453,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_baseline,all_U,-1.826077143351237,165,165,165.0,453,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_optimized,context,-0.03799167275428772,8,8,8.0,153,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_optimized,context,-0.563131054242452,26,26,26.0,153,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_optimized,context,-1.0274316569169362,55,55,55.0,153,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_optimized,background,-0.03799167275428772,8,8,8.0,153,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_optimized,background,-0.563131054242452,14,14,14.0,153,0.0,0.0,1.0
BRCA1,BRIP1,Q9BX63,ipin_optimized,background,-1.0274316569169362,30,30,30.0,153,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_optimized,low_plausibility,-0.03799167275428772,2,2,2.0,153,1.0,1.0,1.0
BRCA1,PALB2,Q86YC2,ipin_optimized,low_plausibility,-0.563131054242452,3,3,3.0,153,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,ipin_optimized,low_plausibility,-1.0274316569169362,6,6,6.0,153,0.0,1.0,1.0
BRCA1,BARD1,Q99728,ipin_optimized,context_background,-0.03799167275428772,15,15,15.0,303,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,ipin_optimized,context_background,-0.563131054242452,38,38,38.0,303,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_optimized,context_background,-1.0274316569169362,82,82,82.0,303,0.0,0.0,0.0
BRCA1,BARD1,Q99728,ipin_optimized,all_U,-0.03799167275428772,16,16,16.0,453,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,ipin_optimized,all_U,-0.563131054242452,39,39,39.0,453,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,ipin_optimized,all_U,-1.0274316569169362,85,85,85.0,453,0.0,0.0,0.0
BRCA1,BARD1,Q99728,tuna_retrained,context,-5.600692431131999,14,14,14.0,153,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,tuna_retrained,context,-4.2183451652526855,1,1,1.0,153,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_retrained,context,-5.81093708674113,17,17,17.0,153,0.0,0.0,1.0
BRCA1,BARD1,Q99728,tuna_retrained,background,-5.600692431131999,14,14,14.0,153,0.0,0.0,1.0
BRCA1,PALB2,Q86YC2,tuna_retrained,background,-4.2183451652526855,3,3,3.0,153,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_retrained,background,-5.81093708674113,19,19,19.0,153,0.0,0.0,1.0
BRCA1,BARD1,Q99728,tuna_retrained,low_plausibility,-5.600692431131999,3,3,3.0,153,1.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_retrained,low_plausibility,-4.2183451652526855,2,2,2.0,153,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_retrained,low_plausibility,-5.81093708674113,5,5,5.0,153,1.0,1.0,1.0
BRCA1,BARD1,Q99728,tuna_retrained,context_background,-5.600692431131999,26,26,26.0,303,0.0,0.0,0.0
BRCA1,PALB2,Q86YC2,tuna_retrained,context_background,-4.2183451652526855,3,3,3.0,303,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_retrained,context_background,-5.81093708674113,33,33,33.0,303,0.0,0.0,0.0
BRCA1,BARD1,Q99728,tuna_retrained,all_U,-5.600692431131999,27,27,27.0,453,0.0,0.0,0.0
BRCA1,PALB2,Q86YC2,tuna_retrained,all_U,-4.2183451652526855,4,4,4.0,453,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_retrained,all_U,-5.81093708674113,35,35,35.0,453,0.0,0.0,0.0
BRCA1,BARD1,Q99728,tuna_original,context,0.6228072643280029,6,6,6.0,153,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_original,context,0.5864367485046387,22,22,22.0,153,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,tuna_original,context,0.6213306188583374,8,8,8.0,153,0.0,1.0,1.0
BRCA1,BARD1,Q99728,tuna_original,background,0.6228072643280029,3,3,3.0,153,1.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_original,background,0.5864367485046387,13,13,13.0,153,0.0,0.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_original,background,0.6213306188583374,4,4,4.0,153,1.0,1.0,1.0
BRCA1,BARD1,Q99728,tuna_original,low_plausibility,0.6228072643280029,1,1,1.0,153,1.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_original,low_plausibility,0.5864367485046387,3,3,3.0,153,1.0,1.0,1.0
BRCA1,BRIP1,Q9BX63,tuna_original,low_plausibility,0.6213306188583374,2,2,2.0,153,1.0,1.0,1.0
BRCA1,BARD1,Q99728,tuna_original,context_background,0.6228072643280029,8,8,8.0,303,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_original,context_background,0.5864367485046387,32,32,32.0,303,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,tuna_original,context_background,0.6213306188583374,10,10,10.0,303,0.0,1.0,1.0
BRCA1,BARD1,Q99728,tuna_original,all_U,0.6228072643280029,8,8,8.0,453,0.0,1.0,1.0
BRCA1,PALB2,Q86YC2,tuna_original,all_U,0.5864367485046387,32,32,32.0,453,0.0,0.0,0.0
BRCA1,BRIP1,Q9BX63,tuna_original,all_U,0.6213306188583374,10,10,10.0,453,0.0,1.0,1.0
KRAS,RAF1,P04049,ipin_baseline,context,-1.1705057621002197,49,49,49.0,153,0.0,0.0,0.0
KRAS,BRAF,P15056,ipin_baseline,context,-1.3491066296895344,62,62,62.0,153,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_baseline,context,-1.4294844071070354,66,66,66.0,153,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_baseline,background,-1.1705057621002197,26,26,26.0,153,0.0,0.0,0.0
KRAS,BRAF,P15056,ipin_baseline,background,-1.3491066296895344,39,39,39.0,153,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_baseline,background,-1.4294844071070354,48,48,48.0,153,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_baseline,low_plausibility,-1.1705057621002197,7,7,7.0,153,0.0,1.0,1.0
KRAS,BRAF,P15056,ipin_baseline,low_plausibility,-1.3491066296895344,11,11,11.0,153,0.0,0.0,1.0
KRAS,ARAF,P10398,ipin_baseline,low_plausibility,-1.4294844071070354,14,14,14.0,153,0.0,0.0,1.0
KRAS,RAF1,P04049,ipin_baseline,context_background,-1.1705057621002197,74,74,74.0,303,0.0,0.0,0.0
KRAS,BRAF,P15056,ipin_baseline,context_background,-1.3491066296895344,99,99,99.0,303,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_baseline,context_background,-1.4294844071070354,111,111,111.0,303,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_baseline,all_U,-1.1705057621002197,80,80,80.0,453,0.0,0.0,0.0
KRAS,BRAF,P15056,ipin_baseline,all_U,-1.3491066296895344,108,108,108.0,453,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_baseline,all_U,-1.4294844071070354,122,122,122.0,453,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_optimized,context,0.6731463670730591,7,7,7.0,153,0.0,1.0,1.0
KRAS,BRAF,P15056,ipin_optimized,context,0.502097045381864,12,12,12.0,153,0.0,0.0,1.0
KRAS,ARAF,P10398,ipin_optimized,context,0.0836472362279892,31,31,31.0,153,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_optimized,background,0.6731463670730591,9,9,9.0,153,0.0,1.0,1.0
KRAS,BRAF,P15056,ipin_optimized,background,0.502097045381864,12,12,12.0,153,0.0,0.0,1.0
KRAS,ARAF,P10398,ipin_optimized,background,0.0836472362279892,16,16,16.0,153,0.0,0.0,1.0
KRAS,RAF1,P04049,ipin_optimized,low_plausibility,0.6731463670730591,1,1,1.0,153,1.0,1.0,1.0
KRAS,BRAF,P15056,ipin_optimized,low_plausibility,0.502097045381864,2,2,2.0,153,1.0,1.0,1.0
KRAS,ARAF,P10398,ipin_optimized,low_plausibility,0.0836472362279892,4,4,4.0,153,1.0,1.0,1.0
KRAS,RAF1,P04049,ipin_optimized,context_background,0.6731463670730591,15,15,15.0,303,0.0,0.0,1.0
KRAS,BRAF,P15056,ipin_optimized,context_background,0.502097045381864,22,22,22.0,303,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_optimized,context_background,0.0836472362279892,44,44,44.0,303,0.0,0.0,0.0
KRAS,RAF1,P04049,ipin_optimized,all_U,0.6731463670730591,15,15,15.0,453,0.0,0.0,1.0
KRAS,BRAF,P15056,ipin_optimized,all_U,0.502097045381864,22,22,22.0,453,0.0,0.0,0.0
KRAS,ARAF,P10398,ipin_optimized,all_U,0.0836472362279892,45,45,45.0,453,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_retrained,context,-5.498026371002197,14,14,14.0,153,0.0,0.0,1.0
KRAS,BRAF,P15056,tuna_retrained,context,-6.137468338012695,33,33,33.0,153,0.0,0.0,0.0
KRAS,ARAF,P10398,tuna_retrained,context,-5.895461718241374,23,23,23.0,153,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_retrained,background,-5.498026371002197,8,8,8.0,153,0.0,1.0,1.0
KRAS,BRAF,P15056,tuna_retrained,background,-6.137468338012695,18,18,18.0,153,0.0,0.0,1.0
KRAS,ARAF,P10398,tuna_retrained,background,-5.895461718241374,12,12,12.0,153,0.0,0.0,1.0
KRAS,RAF1,P04049,tuna_retrained,low_plausibility,-5.498026371002197,1,1,1.0,153,1.0,1.0,1.0
KRAS,BRAF,P15056,tuna_retrained,low_plausibility,-6.137468338012695,4,4,4.0,153,1.0,1.0,1.0
KRAS,ARAF,P10398,tuna_retrained,low_plausibility,-5.895461718241374,2,2,2.0,153,1.0,1.0,1.0
KRAS,RAF1,P04049,tuna_retrained,context_background,-5.498026371002197,21,21,21.0,303,0.0,0.0,0.0
KRAS,BRAF,P15056,tuna_retrained,context_background,-6.137468338012695,48,48,48.0,303,0.0,0.0,0.0
KRAS,ARAF,P10398,tuna_retrained,context_background,-5.895461718241374,33,33,33.0,303,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_retrained,all_U,-5.498026371002197,21,21,21.0,453,0.0,0.0,0.0
KRAS,BRAF,P15056,tuna_retrained,all_U,-6.137468338012695,49,49,49.0,453,0.0,0.0,0.0
KRAS,ARAF,P10398,tuna_retrained,all_U,-5.895461718241374,33,33,33.0,453,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_original,context,0.6538791656494141,8,8,8.0,153,0.0,1.0,1.0
KRAS,BRAF,P15056,tuna_original,context,0.6733801364898682,6,6,6.0,153,0.0,1.0,1.0
KRAS,ARAF,P10398,tuna_original,context,0.610946774482727,14,14,14.0,153,0.0,0.0,1.0
KRAS,RAF1,P04049,tuna_original,background,0.6538791656494141,11,11,11.0,153,0.0,0.0,1.0
KRAS,BRAF,P15056,tuna_original,background,0.6733801364898682,7,7,7.0,153,0.0,1.0,1.0
KRAS,ARAF,P10398,tuna_original,background,0.610946774482727,20,20,20.0,153,0.0,0.0,1.0
KRAS,RAF1,P04049,tuna_original,low_plausibility,0.6538791656494141,20,20,20.0,153,0.0,0.0,1.0
KRAS,BRAF,P15056,tuna_original,low_plausibility,0.6733801364898682,9,9,9.0,153,0.0,1.0,1.0
KRAS,ARAF,P10398,tuna_original,low_plausibility,0.610946774482727,48,48,48.0,153,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_original,context_background,0.6538791656494141,17,17,17.0,303,0.0,0.0,1.0
KRAS,BRAF,P15056,tuna_original,context_background,0.6733801364898682,12,12,12.0,303,0.0,0.0,1.0
KRAS,ARAF,P10398,tuna_original,context_background,0.610946774482727,31,31,31.0,303,0.0,0.0,0.0
KRAS,RAF1,P04049,tuna_original,all_U,0.6538791656494141,35,35,35.0,453,0.0,0.0,0.0
KRAS,BRAF,P15056,tuna_original,all_U,0.6733801364898682,20,20,20.0,453,0.0,0.0,1.0
KRAS,ARAF,P10398,tuna_original,all_U,0.610946774482727,76,76,76.0,453,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_baseline,context,-1.4664467970530193,80,80,80.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,ipin_baseline,context,0.01669992133975029,10,10,10.0,153,0.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_baseline,context,-1.599911093711853,89,89,89.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_baseline,background,-1.4664467970530193,52,52,52.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,ipin_baseline,background,0.01669992133975029,11,11,11.0,153,0.0,0.0,1.0
CDK2,CDKN1B,P46527,ipin_baseline,background,-1.599911093711853,59,59,59.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_baseline,low_plausibility,-1.4664467970530193,25,25,25.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,ipin_baseline,low_plausibility,0.01669992133975029,1,1,1.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_baseline,low_plausibility,-1.599911093711853,31,31,31.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_baseline,context_background,-1.4664467970530193,130,130,130.0,303,0.0,0.0,0.0
CDK2,CCNE1,P24864,ipin_baseline,context_background,0.01669992133975029,20,20,20.0,303,0.0,0.0,1.0
CDK2,CDKN1B,P46527,ipin_baseline,context_background,-1.599911093711853,145,145,145.0,303,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_baseline,all_U,-1.4664467970530193,153,153,153.0,453,0.0,0.0,0.0
CDK2,CCNE1,P24864,ipin_baseline,all_U,0.01669992133975029,20,20,20.0,453,0.0,0.0,1.0
CDK2,CDKN1B,P46527,ipin_baseline,all_U,-1.599911093711853,173,173,173.0,453,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_optimized,context,1.1817440191904705,8,8,8.0,153,0.0,1.0,1.0
CDK2,CCNE1,P24864,ipin_optimized,context,2.5599937438964844,1,1,1.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_optimized,context,-0.6701095302899679,66,66,66.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_optimized,background,1.1817440191904705,8,8,8.0,153,0.0,1.0,1.0
CDK2,CCNE1,P24864,ipin_optimized,background,2.5599937438964844,1,1,1.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_optimized,background,-0.6701095302899679,41,41,41.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_optimized,low_plausibility,1.1817440191904705,2,2,2.0,153,1.0,1.0,1.0
CDK2,CCNE1,P24864,ipin_optimized,low_plausibility,2.5599937438964844,1,1,1.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_optimized,low_plausibility,-0.6701095302899679,12,12,12.0,153,0.0,0.0,1.0
CDK2,CCNA2,P20248,ipin_optimized,context_background,1.1817440191904705,14,14,14.0,303,0.0,0.0,1.0
CDK2,CCNE1,P24864,ipin_optimized,context_background,2.5599937438964844,1,1,1.0,303,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_optimized,context_background,-0.6701095302899679,104,104,104.0,303,0.0,0.0,0.0
CDK2,CCNA2,P20248,ipin_optimized,all_U,1.1817440191904705,14,14,14.0,453,0.0,0.0,1.0
CDK2,CCNE1,P24864,ipin_optimized,all_U,2.5599937438964844,1,1,1.0,453,1.0,1.0,1.0
CDK2,CDKN1B,P46527,ipin_optimized,all_U,-0.6701095302899679,113,113,113.0,453,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_retrained,context,-4.972988764444987,24,24,24.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_retrained,context,-3.866285959879557,4,4,4.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_retrained,context,-4.926161924997966,21,21,21.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_retrained,background,-4.972988764444987,16,16,16.0,153,0.0,0.0,1.0
CDK2,CCNE1,P24864,tuna_retrained,background,-3.866285959879557,6,6,6.0,153,0.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_retrained,background,-4.926161924997966,15,15,15.0,153,0.0,0.0,1.0
CDK2,CCNA2,P20248,tuna_retrained,low_plausibility,-4.972988764444987,7,7,7.0,153,0.0,1.0,1.0
CDK2,CCNE1,P24864,tuna_retrained,low_plausibility,-3.866285959879557,2,2,2.0,153,1.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_retrained,low_plausibility,-4.926161924997966,6,6,6.0,153,0.0,1.0,1.0
