target,query_uniprot,anchor_gene,anchor_uniprot,partner_gene,partner_uniprot,length,anchor_length,length_ratio,localization_class,annotation_quality,uniprot_experimental_location,hpa_supported_location,hpa_all_locations,hpa_high_confidence_locations,evidence_tier,reason,uniprot_location,uniprot_signal_peptide,HPA_Ensembl,HPA_gene,HPA_reliability,UniProt_URL,HPA_URL,sequence_sha256
ERN1,O75460,PDIA6,Q15084,TFAP2A,P05549,437,440,0.9931818181818182,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12586840, ECO:0000269|PubMed:33000225}.",,ENSG00000137203,TFAP2A,Enhanced,https://www.uniprot.org/uniprotkb/P05549/entry,https://www.proteinatlas.org/ENSG00000137203/subcellular,59608780f7b632de54af05105f196c54ccbf4cb2ec9f814b23e667f8e0ce211f
ERN1,O75460,PDIA6,Q15084,SNRNP70,P08621,437,440,0.9931818181818182,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:17656373}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17656373, ECO:0000269|PubMed:21113136}. Note=Colocalizes with SCNM1 and LUC7L2 in nuclear speckles. {ECO:0000250|UniProtKB:Q62376}.",,ENSG00000104852,SNRNP70,Enhanced,https://www.uniprot.org/uniprotkb/P08621/entry,https://www.proteinatlas.org/ENSG00000104852/subcellular,6ea00e4396e6e2de6465e0848c65846041cff006ce17da93e437c0b280e548c5
ERN1,O75460,PDIA6,Q15084,ACAA1,P09110,424,440,0.9636363636363636,peroxisomal,0,True,True,Peroxisomes,Peroxisomes,A_compartment_separation,Mature peroxisomal protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:22057399, ECO:0000269|PubMed:25538232}. Note=Transported into peroxisomes following association with PEX7. {ECO:0000269|PubMed:22057399, ECO:0000269|PubMed:25538232}.",,ENSG00000060971,ACAA1,Supported,https://www.uniprot.org/uniprotkb/P09110/entry,https://www.proteinatlas.org/ENSG00000060971/subcellular,d98e27a79f6a1bfbb1abcd78c21d60147310994d2fb64082aed291246b4f80ad
ERN1,O75460,PDIA6,Q15084,GATA1,P15976,413,440,0.9386363636363636,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:35030251}.,,ENSG00000102145,GATA1,Supported,https://www.uniprot.org/uniprotkb/P15976/entry,https://www.proteinatlas.org/ENSG00000102145/subcellular,4d3e8af1c4da25a4f6925f59a12a98af2bf0e4d6d2209ae444d7ffb63075b522
ERN1,O75460,PDIA6,Q15084,YY1,P25490,414,440,0.9409090909090909,nuclear,0,True,True,Nuclear bodies;Nucleoli fibrillar center;Nucleoplasm,Nuclear bodies;Nucleoli fibrillar center;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:18026119, ECO:0000269|PubMed:23385818, ECO:0000269|PubMed:9493912}. Note=Associated with the nuclear matrix. {ECO:0000269|PubMed:18026119, ECO:0000269|PubMed:23385818, ECO:0000269|PubMed:9493912}.",,ENSG00000100811,YY1,Supported,https://www.uniprot.org/uniprotkb/P25490/entry,https://www.proteinatlas.org/ENSG00000100811/subcellular,2a8ac37b6e57c0748eb9fc242577be0afd0ba2fc962aed8b3e43befdbd496cba
ERN1,O75460,PDIA6,Q15084,TEAD1,P28347,426,440,0.9681818181818181,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:38512451}.,,ENSG00000187079,TEAD1,Enhanced,https://www.uniprot.org/uniprotkb/P28347/entry,https://www.proteinatlas.org/ENSG00000187079/subcellular,0510ee24c4318b1296486bb65591844320d432a094ca72c3cce4dd794d7e826a
ERN1,O75460,PDIA6,Q15084,GTF2E1,P29083,439,440,0.9977272727272727,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1956398, ECO:0000269|PubMed:7651391}.",,ENSG00000153767,GTF2E1,Enhanced,https://www.uniprot.org/uniprotkb/P29083/entry,https://www.proteinatlas.org/ENSG00000153767/subcellular,df85993a33a1fc38739595ca09eb0246ac5cc29a5fcdee0c4b4056491861acfd
ERN1,O75460,PDIA6,Q15084,RBM34,P42696,430,440,0.9772727272727273,nuclear,0,True,True,Mitotic chromosome;Nucleoli;Nucleoplasm,Nucleoli,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",,ENSG00000188739,RBM34,Supported,https://www.uniprot.org/uniprotkb/P42696/entry,https://www.proteinatlas.org/ENSG00000188739/subcellular,99e8793681c95da7af389e53856e13b132f8d3ed02bd9a3970c132bd42fa88f5
ERN1,O75460,PDIA6,Q15084,GATA4,P43694,442,440,1.0045454545454546,nuclear,0,True,True,Nuclear bodies,Nuclear bodies,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21220346, ECO:0000269|PubMed:24000169}.",,ENSG00000136574,GATA4,Supported,https://www.uniprot.org/uniprotkb/P43694/entry,https://www.proteinatlas.org/ENSG00000136574/subcellular,42903e3d362a1f4b24418a6f45987cefb37ec423e9753727ca3e5f2d99bacb01
ERN1,O75460,PDIA6,Q15084,TUFM,P49411,455,440,1.0340909090909092,mitochondrial_matrix,0,True,True,Mitochondria,Mitochondria,A_compartment_separation,Mature mitochondrial_matrix protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22749352}.,,ENSG00000178952,TUFM,Enhanced,https://www.uniprot.org/uniprotkb/P49411/entry,https://www.proteinatlas.org/ENSG00000178952/subcellular,28a4913b013a8938d62a37b3341d624ae61c3638fcecfb29b6fd2254afdab1dc
ERN1,O75460,PDIA6,Q15084,HNRNPH2,P55795,449,440,1.0204545454545455,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:24644279}.",,ENSG00000126945,HNRNPH2,Enhanced,https://www.uniprot.org/uniprotkb/P55795/entry,https://www.proteinatlas.org/ENSG00000126945/subcellular,537efa7a9ddf99e95e0352ba92aa70c929afd63b08647eef3d6f86b81d7639ff
ERN1,O75460,PDIA6,Q15084,FLI1,Q01543,452,440,1.0272727272727273,nuclear,0,True,True,Nuclear bodies;Nucleoplasm,Nuclear bodies;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28255014}.,,ENSG00000151702,FLI1,Supported,https://www.uniprot.org/uniprotkb/Q01543/entry,https://www.proteinatlas.org/ENSG00000151702/subcellular,74912fafaea5266f2ca297e3758c99d7a885073b8fa1dda982acd6a574de57c3
ERN1,O75460,PDIA6,Q15084,CSTF1,Q05048,431,440,0.9795454545454545,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10477523}.,,ENSG00000101138,CSTF1,Enhanced,https://www.uniprot.org/uniprotkb/Q05048/entry,https://www.proteinatlas.org/ENSG00000101138/subcellular,41a1a69c5826aa17e8ab1f2cba897d7b56bfbef4c9b9f733d624610ae6476701
ERN1,O75460,PDIA6,Q15084,RBBP4,Q09028,425,440,0.9659090909090909,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10220405, ECO:0000269|PubMed:10866654, ECO:0000269|PubMed:14609955, ECO:0000269|PubMed:20523938, ECO:0000269|PubMed:28977666, ECO:0000269|PubMed:29499137, ECO:0000269|PubMed:30026490, ECO:0000269|PubMed:33283408, ECO:0000269|PubMed:39460621, ECO:0000269|PubMed:8858152}. Chromosome, telomere {ECO:0000269|PubMed:30045876}. Note=Localizes to chromatin as part of the PRC2 complex. {ECO:0000269|PubMed:29499137}.",,ENSG00000162521,RBBP4,Enhanced,https://www.uniprot.org/uniprotkb/Q09028/entry,https://www.proteinatlas.org/ENSG00000162521/subcellular,70ed91c19ed6723393f10af2edbafa48ce860097444f9c152478627dc5401d86
ERN1,O75460,PDIA6,Q15084,GTF2H2,Q13888,395,440,0.8977272727272727,nuclear,0,True,True,Nuclear speckles,Nuclear speckles,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27193682}.,,ENSG00000145736,GTF2H2,Supported,https://www.uniprot.org/uniprotkb/Q13888/entry,https://www.proteinatlas.org/ENSG00000145736/subcellular,9c510e500aee0285c92c5e98801ab93bf86b7ee0d024fcfedf2ef9dd376b1276
ERN1,O75460,PDIA6,Q15084,RBBP7,Q16576,425,440,0.9659090909090909,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20523938, ECO:0000269|PubMed:28977666, ECO:0000269|PubMed:33283408}.",,ENSG00000102054,RBBP7,Enhanced,https://www.uniprot.org/uniprotkb/Q16576/entry,https://www.proteinatlas.org/ENSG00000102054/subcellular,7754e9cd54f2101277fa6629a7b0f396a4537056ca7c31582f3fe0d64f7d26d7
ERN1,O75460,PDIA6,Q15084,TBRG1,Q3YBR2,411,440,0.9340909090909091,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17110379}.,,ENSG00000154144,TBRG1,Enhanced,https://www.uniprot.org/uniprotkb/Q3YBR2/entry,https://www.proteinatlas.org/ENSG00000154144/subcellular,89b90be10d3feea8e5571748de8d493860d6d59d547e29960302fc6e077fc4d9
ERN1,O75460,PDIA6,Q15084,ABRAXAS1,Q6UWZ7,409,440,0.9295454545454546,nuclear,0,True,True,Nuclear bodies,Nuclear bodies,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17525340, ECO:0000269|PubMed:17643121, ECO:0000269|PubMed:17643122}. Note=Localizes at sites of DNA damage at double-strand breaks (DSBs). {ECO:0000305}.",,ENSG00000163322,ABRAXAS1,Supported,https://www.uniprot.org/uniprotkb/Q6UWZ7/entry,https://www.proteinatlas.org/ENSG00000163322/subcellular,6fdbbd5735e4ee6fc85665fca156c107497f018cc5781faeccab785a1b0acbf5
ERN1,O75460,PDIA6,Q15084,THAP5,Q7Z6K1,395,440,0.8977272727272727,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19502560, ECO:0000269|PubMed:21110952}.",,ENSG00000177683,THAP5,Supported,https://www.uniprot.org/uniprotkb/Q7Z6K1/entry,https://www.proteinatlas.org/ENSG00000177683/subcellular,6fe0cfc065576fbc6db5910f476d743aa2a12285c60fda0fa2000041c8c84bf6
ERN1,O75460,PDIA6,Q15084,UHMK1,Q8TAS1,419,440,0.9522727272727273,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23419774}.,,ENSG00000152332,UHMK1,Supported,https://www.uniprot.org/uniprotkb/Q8TAS1/entry,https://www.proteinatlas.org/ENSG00000152332/subcellular,8089b8fa12a31fa16486d47ae5bdca3876c4107f5b2d02e18026d6e2d213597d
ERN1,O75460,PDIA6,Q15084,TFAP2C,Q92754,450,440,1.0227272727272727,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24413532}.,,ENSG00000087510,TFAP2C,Supported,https://www.uniprot.org/uniprotkb/Q92754/entry,https://www.proteinatlas.org/ENSG00000087510/subcellular,6e5e40e0ad9f547b3e330de09c2b42303ae1f8dd0f73457a42850088f193e486
ERN1,O75460,PDIA6,Q15084,SMARCE1,Q969G3,411,440,0.9340909090909091,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267, ECO:0000269|PubMed:12192000}.",,ENSG00000073584,SMARCE1,Supported,https://www.uniprot.org/uniprotkb/Q969G3/entry,https://www.proteinatlas.org/ENSG00000073584/subcellular,c1c3d1a8ee0be037614433e4a83e7c520eff2951907abc6a114c264c3db1508d
ERN1,O75460,PDIA6,Q15084,ACD,Q96AP0,458,440,1.040909090909091,nuclear,0,True,True,Nuclear bodies,Nuclear bodies,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15181449, ECO:0000269|PubMed:25205116, ECO:0000269|PubMed:25233904}. Chromosome, telomere {ECO:0000269|PubMed:15181449, ECO:0000269|PubMed:25205116, ECO:0000269|PubMed:25233904}.",,ENSG00000102977,ACD,Enhanced,https://www.uniprot.org/uniprotkb/Q96AP0/entry,https://www.proteinatlas.org/ENSG00000102977/subcellular,4bcc4a88ac93f688d2624aa643a6a6fa7bda0074c3016bb1c1a59fe27dbfb593
ERN1,O75460,PDIA6,Q15084,RBM17,Q96I25,401,440,0.9113636363636364,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9731529}.,,ENSG00000134453,RBM17,Supported,https://www.uniprot.org/uniprotkb/Q96I25/entry,https://www.proteinatlas.org/ENSG00000134453/subcellular,861a96831cc35aaa0a7cd3bac7d12a13b2f16a9a1282275e8b077a5a0a1442cd
ERN1,O75460,PDIA6,Q15084,LCOR,Q96JN0,433,440,0.9840909090909091,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00320, ECO:0000269|PubMed:12535528}.",,ENSG00000196233,LCOR,Enhanced,https://www.uniprot.org/uniprotkb/Q96JN0/entry,https://www.proteinatlas.org/ENSG00000196233/subcellular,b1cfd592808015dbf121c95adefd3e69bd8820d1dd8223ab376cbcad4478c6c4
ERN1,O75460,PDIA6,Q15084,EGLN2,Q96KS0,407,440,0.925,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12163023, ECO:0000269|PubMed:12615973, ECO:0000269|PubMed:19339211, ECO:0000269|PubMed:19631610}.",,ENSG00000269858,EGLN2,Supported,https://www.uniprot.org/uniprotkb/Q96KS0/entry,https://www.proteinatlas.org/ENSG00000269858/subcellular,337ff1ca94c9724ace872091c611e5bd2915db6f5f5967f4e596a0bee4a3695e
ERN1,O75460,PDIA6,Q15084,NSUN5,Q96P11,429,440,0.975,nuclear,0,True,True,Nucleoli;Nucleoplasm,Nucleoli;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:31722427}.",,ENSG00000130305,NSUN5,Enhanced,https://www.uniprot.org/uniprotkb/Q96P11/entry,https://www.proteinatlas.org/ENSG00000130305/subcellular,8873e47351364e58889499834adbdb6322bbf0b99498914a4a4f2dcabd5b7068
ERN1,O75460,PDIA6,Q15084,GRWD1,Q9BQ67,446,440,1.0136363636363637,nuclear,0,True,True,Nucleoli;Nucleoli rim;Nucleoplasm,Nucleoli;Nucleoli rim;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}. Nucleus {ECO:0000269|PubMed:15885502, ECO:0000269|PubMed:25990725, ECO:0000269|PubMed:40174224}. Chromosome {ECO:0000269|PubMed:25990725}. Note=Present in the nucleus throughout interphase and is detached from chromatin at the onset of mitosis and rebinds at telophase when the pre-replication complexes (pre-RC) is formed (PubMed:25990725). {ECO:0000269|PubMed:25990725}.",,ENSG00000105447,GRWD1,Enhanced,https://www.uniprot.org/uniprotkb/Q9BQ67/entry,https://www.proteinatlas.org/ENSG00000105447/subcellular,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa
ERN1,O75460,PDIA6,Q15084,TINF2,Q9BSI4,451,440,1.025,nuclear,0,True,True,Nuclear bodies,Nuclear bodies,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19279399}. Chromosome, telomere {ECO:0000269|PubMed:19279399}. Note=Associated with telomeres.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus matrix {ECO:0000269|PubMed:19229133}.",,ENSG00000092330,TINF2,Enhanced,https://www.uniprot.org/uniprotkb/Q9BSI4/entry,https://www.proteinatlas.org/ENSG00000092330/subcellular,16f097472d0416e7e1f00ed8606d6527c799e3b37e47239ac4e05b66ecc4412e
ERN1,O75460,PDIA6,Q15084,METTL22,Q9BUU2,404,440,0.9181818181818182,nuclear,0,True,True,Nucleoli rim;Nucleoplasm,Nucleoli rim;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23349634}.,,ENSG00000067365,METTL22,Supported,https://www.uniprot.org/uniprotkb/Q9BUU2/entry,https://www.proteinatlas.org/ENSG00000067365/subcellular,f1a3f7cf0e5a852db4cd9b00ff7559358ada38f08c62fab089bbbb50b2d798ab
ERN1,O75460,PDIA6,Q15084,REXO4,Q9GZR2,422,440,0.9590909090909091,nuclear,0,True,True,Nucleoli;Nucleoplasm,Nucleoli;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10908561, ECO:0000269|PubMed:12429849}.",,ENSG00000148300,REXO4,Supported,https://www.uniprot.org/uniprotkb/Q9GZR2/entry,https://www.proteinatlas.org/ENSG00000148300/subcellular,f0083044ebd807cb63131377258f4ef45b361e221226f2df5974c044ddba3866
ERN1,O75460,PDIA6,Q15084,POLR1E,Q9GZS1,419,440,0.9522727272727273,nuclear,0,True,True,Nucleoli fibrillar center;Nucleoplasm,Nucleoli fibrillar center;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:24207024}.",,ENSG00000137054,POLR1E,Supported,https://www.uniprot.org/uniprotkb/Q9GZS1/entry,https://www.proteinatlas.org/ENSG00000137054/subcellular,7c5e1151b70395415439bb17cfbd8c0b08e57cde760cc71f18da33599f67afc0
ERN1,O75460,PDIA6,Q15084,DDX47,Q9H0S4,455,440,1.0340909090909092,nuclear,0,True,True,Nucleoli,Nucleoli,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:16963496}. Note=Localizes in the nucleolar-organizing region during ribosome biogenesis.",,ENSG00000213782,DDX47,Supported,https://www.uniprot.org/uniprotkb/Q9H0S4/entry,https://www.proteinatlas.org/ENSG00000213782/subcellular,3e2f6a4033aba1e38db5cd336ade63322d14a72d1c18e4ea436784f05231263d
ERN1,O75460,PDIA6,Q15084,TSPYL1,Q9H0U9,437,440,0.9931818181818182,nuclear,0,True,True,Nucleoli;Nucleoplasm,Nucleoli;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",,ENSG00000189241,TSPYL1,Supported,https://www.uniprot.org/uniprotkb/Q9H0U9/entry,https://www.proteinatlas.org/ENSG00000189241/subcellular,618049f4643dd01264b4653e0720d7de52069894cce3d86e26dcce744181e733
ERN1,O75460,PDIA6,Q15084,ALX4,Q9H161,411,440,0.9340909090909091,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000255|PROSITE-ProRule:PRU00138, ECO:0000269|PubMed:19692347}.",,ENSG00000052850,ALX4,Supported,https://www.uniprot.org/uniprotkb/Q9H161/entry,https://www.proteinatlas.org/ENSG00000052850/subcellular,701d32cdcc5c96168a4bac72c71dea4335ca272c7c5d4d1f3799bfa2ec58e180
ERN1,O75460,PDIA6,Q15084,BRF2,Q9HAW0,419,440,0.9522727272727273,nuclear,0,True,True,Nucleoli,Nucleoli,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17505538}.,,ENSG00000104221,BRF2,Supported,https://www.uniprot.org/uniprotkb/Q9HAW0/entry,https://www.proteinatlas.org/ENSG00000104221/subcellular,9ad4c07db22299e10a34d49ca8ae0abd45151bc8d205e83894358b16cdf29d9a
ERN1,O75460,PDIA6,Q15084,ELL3,Q9HB65,397,440,0.9022727272727272,nuclear,0,True,True,Mitotic chromosome;Nucleoli;Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10882741}.,,ENSG00000128886,ELL3,Supported,https://www.uniprot.org/uniprotkb/Q9HB65/entry,https://www.proteinatlas.org/ENSG00000128886/subcellular,c86ffbd06333abddc54acfeeb06b2ae5c17544d1c321f56be84267dbc0e795d6
ERN1,O75460,PDIA6,Q15084,METTL14,Q9HCE5,456,440,1.0363636363636364,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24316715, ECO:0000269|PubMed:24407421, ECO:0000269|PubMed:26458103, ECO:0000269|PubMed:29348140}.",,ENSG00000145388,METTL14,Supported,https://www.uniprot.org/uniprotkb/Q9HCE5/entry,https://www.proteinatlas.org/ENSG00000145388/subcellular,cc77d21e8d797ca19fe9f6ff2ce35e75ebd4a52cf6e2ab12bd96c25d619afd0f
ERN1,O75460,PDIA6,Q15084,TMLHE,Q9NVH6,421,440,0.9568181818181818,mitochondrial_matrix,0,True,True,Mitochondria,Mitochondria,A_compartment_separation,Mature mitochondrial_matrix protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:15754339}.,,ENSG00000185973,TMLHE,Supported,https://www.uniprot.org/uniprotkb/Q9NVH6/entry,https://www.proteinatlas.org/ENSG00000185973/subcellular,e9d527a9dd0abe7f68ca14e5cf90e8bdd888d05f8e93855aa34a592fd56b4a62
ERN1,O75460,PDIA6,Q15084,CWC25,Q9NXE8,425,440,0.9659090909090909,nuclear,0,True,True,Nuclear speckles,Nuclear speckles,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29301961}.,,ENSG00000273559,CWC25,Enhanced,https://www.uniprot.org/uniprotkb/Q9NXE8/entry,https://www.proteinatlas.org/ENSG00000273559/subcellular,f64f0f14754d0d740262b0fc68757c37bd5ec68b56cedfe0154d027cd9b95095
ERN1,O75460,PDIA6,Q15084,MBD2,Q9UBB5,411,440,0.9340909090909091,nuclear,0,True,True,Nucleoplasm,Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12183469, ECO:0000269|PubMed:15701600, ECO:0000269|PubMed:20523938, ECO:0000269|PubMed:27732854, ECO:0000269|PubMed:28977666, ECO:0000269|PubMed:33283408, ECO:0000269|PubMed:9774669}. Chromosome {ECO:0000269|PubMed:20523938, ECO:0000269|PubMed:27732854}. Note=Nuclear, in discrete foci (PubMed:12183469). Detected at replication foci in late S phase. Localizes to methylated chromatin (PubMed:16428440). Localizes to sites of DNA damage in a manner partially dependent on ZMYND8 (PubMed:27732854). {ECO:0000269|PubMed:12183469, ECO:0000269|PubMed:16428440, ECO:0000269|PubMed:27732854}.",,ENSG00000134046,MBD2,Supported,https://www.uniprot.org/uniprotkb/Q9UBB5/entry,https://www.proteinatlas.org/ENSG00000134046/subcellular,61b59a0d265f6e36d188a804f8421ae8a3e1fd67d7c37995d41a393fef53b186
ERN1,O75460,PDIA6,Q15084,NARF,Q9UHQ1,456,440,1.0363636363636364,nuclear,0,True,True,Nucleoli;Nucleoplasm,Nucleoli;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10514485}.,,ENSG00000141562,NARF,Supported,https://www.uniprot.org/uniprotkb/Q9UHQ1/entry,https://www.proteinatlas.org/ENSG00000141562/subcellular,88faf7359c47b5d7bb22d15ad893ebe9a963a147d43992fcc997bc1534bd4249
ERN1,O75460,SEC61A1,P61619,RNMT,O43148,476,476,1.0,nuclear,0,True,True,Nucleoli fibrillar center;Nucleoplasm,Nucleoli fibrillar center;Nucleoplasm,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11114884, ECO:0000269|PubMed:15767670}.",,ENSG00000101654,RNMT,Supported,https://www.uniprot.org/uniprotkb/O43148/entry,https://www.proteinatlas.org/ENSG00000101654/subcellular,7fd695051f4714fd112549120204664c26e64d7031b27b5ac19b5bcde843d5b9
ERN1,O75460,SEC61A1,P61619,PRPF4,O43172,522,476,1.096638655462185,nuclear,0,True,True,Nuclear speckles,Nuclear speckles,A_compartment_separation,Mature nuclear protein; target policy excludes this compartment/side.,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25383878, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:9257651, ECO:0000269|PubMed:9328476, ECO:0000269|PubMed:9404889}. Nucleus speckle {ECO:0000305}.",,ENSG00000136875,PRPF4,Enhanced,https://www.uniprot.org/uniprotkb/O43172/entry,https://www.proteinatlas.org/ENSG00000136875/subcellular,f5bb74725288a680e01c88d87d9983ad70cd8203b42fb16858cd5d41563e70cf
