U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,low_plausibility_evidence_tier,original_tuna_prior_pair,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank,tuna_original_rank
context,O15151,U,False,False,,False,117,CAPG,348,5a0dd86b3b64bcdcb67acc254a05ca109fd5f40a79e7b0e009f9f1e7da69479e,P40121,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.6190431912740073,-2.59302294254303,0.6277756094932556,-4.042630195617676,-7.015138149261475,-7.914549350738525,-6.324105898539226,358.0,371.0,57.0,27.0
context,O15151,U,False,False,,False,118,RDM1,284,a3bce248a47bb697283c902ab7d04ec77a2ed5e464ef5ab98952b2df7e21c8d1,Q8NG50,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.107549031575521,-1.4120801289876301,0.5602352023124695,-6.238405704498291,-11.909269332885742,-6.099475860595703,-8.082383632659912,266.0,207.0,207.0,91.0
context,O15151,U,False,False,,False,119,HORMAD2,307,392f5b0fb3e54921bc49d10eff88297265fe762296deb6d964e6e8e366a08b0b,Q8N7B1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3189098834991455,-0.27529635032018024,0.5879849195480347,-6.547903537750244,-5.33786678314209,-3.8161823749542236,-5.2339842319488525,310.0,78.0,14.0,67.0
context,O15151,U,False,False,,False,120,PPAN,473,327bcd39cabaa00a3f2a45d8f1e70eb648abe868f58fbc0c90694968d2078f47,Q9NQ55,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.4351341724395752,-1.7302107016245525,0.5635822415351868,-5.89546537399292,-10.72407341003418,-6.472378253936768,-7.697305679321289,135.0,267.0,174.0,88.0
context,O15151,U,False,False,,False,121,ZNF671,534,211641d9f94cbe874af99d732dab38bdc610b3071a5bae9a20e268de14a7991d,Q8TAW3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9715112845102947,-1.3265939156214397,0.432253897190094,-4.9704437255859375,-9.873237609863281,-8.00658893585205,-7.616756757100423,241.0,196.0,162.0,257.0
context,O15151,U,False,False,,False,122,CPNE2,548,588866e020d632f5d917ba3dd90c2a225250f421d39f87d4f5b41c138ce15271,Q96FN4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0002282063166301,-0.03941690921783447,0.5016792416572571,-4.38865327835083,-5.515775203704834,-4.8419599533081055,-4.915462811787923,62.0,54.0,5.0,163.0
context,O15151,U,False,False,,False,123,ECSIT,431,467ced9005b2134d713330e197acbeda7b01e0d5d3d8cdc90ec6f5c08835e982,Q9BQ95,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4829042752583823,-1.7099856932957966,0.20692113041877747,-6.847333908081055,-9.185720443725586,-7.852406978607178,-7.9618204434712725,340.0,263.0,196.0,448.0
context,O15151,U,False,False,,False,124,NACC1,527,05bc95bfe8ddeb197c181dd9c93d9626a992d470d0a022b7b32a71f711fad90e,Q96RE7,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.7913763125737509,0.42840083440144855,0.7163209915161133,-6.416708946228027,-6.647319793701172,-6.74210262298584,-6.602043787638347,46.0,29.0,75.0,3.0
context,O15151,U,False,False,,False,125,MLLT1,559,8430c04ddd77f674b89052599d0f461da8d88c6d13b8fd651aeaf97c12438f0c,Q03111,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.157897154490153,-1.4238214492797852,0.6199700832366943,-5.174302101135254,-6.175074100494385,-4.025820255279541,-5.1250654856363935,273.0,212.0,9.0,33.0
context,O15151,U,False,False,,False,126,DCAF13,445,310133ad95096229fc0389f1315a2a222000ac8c144dea557a5b4c5918e5e5ab,Q9NV06,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.613515297571818,-1.3590673208236694,0.396873414516449,-7.2455339431762695,-8.776348114013672,-5.530499458312988,-7.18412717183431,168.0,200.0,124.0,302.0
context,O15151,U,False,False,,False,127,TNFAIP3,790,18cc800d44514bd5a478f94c72cffb3200b172d963f9952f20139b8de65ae249,P21580,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,0.19672734290361404,0.9864996075630188,0.5933213233947754,-6.665349006652832,-9.590093612670898,-4.948653697967529,-7.068032105763753,5.0,13.0,109.0,61.0
context,O15151,U,False,False,,False,128,PPID,370,da74353803ca84bbbd940409cc3f23404ce072b6e59470c91c9d5511c8ab8956,Q08752,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4169391791025796,-2.622861305872599,0.44209110736846924,-7.912045955657959,-12.755682945251465,-8.564385414123535,-9.744038105010986,331.0,374.0,338.0,242.0
context,O15151,U,False,False,,False,129,EED,441,a2ad3f52daa5740755ca14f0a5a1c060d28a58645d39ca59b2f1779ad7b3ff92,O75530,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.110137184460958,-1.508605380853017,0.5495043992996216,-6.827159404754639,-8.84732723236084,-5.810099124908447,-7.161528587341309,268.0,231.0,121.0,101.0
context,O15151,U,False,False,,False,130,ZNF284,593,e44c36f93dce9db30b95a7656fc5d09b185512fa5eb51534b6eeb120b7e834f0,Q2VY69,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.6531389554341636,-1.4570969740549724,0.5339159965515137,-4.774490833282471,-6.081298351287842,-7.006307601928711,-5.954032262166341,364.0,224.0,36.0,113.0
context,O15151,U,False,False,,False,131,BOP1,746,3eaacca5ee1aa31f2fc05e29455359983d454b2b17e19bf54034bf15b0a201f2,Q14137,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.5060664812723796,-1.3323413133621216,0.414073646068573,-7.636250019073486,-8.01551628112793,-7.439637184143066,-7.697134494781494,147.0,198.0,173.0,285.0
context,O15151,U,False,False,,False,132,URI1,535,49162c510cdb5a79943ab0915c9de494815ff94c43d7a43aa5ad2f6e134bc5dd,O94763,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.307232141494751,-1.7233322461446126,0.4854342043399811,-4.628528118133545,-8.735367774963379,-5.813387870788574,-6.392427921295166,305.0,266.0,63.0,181.0
context,O15151,U,False,False,,False,133,FOS,380,908a688d4ee48e4069571a607c93ca51af1e0b24707c5e542f0392f01a44229b,P01100,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.2923918416102727,1.6020015478134155,0.6064366698265076,-8.036213874816895,-6.702910423278809,-5.132785797119141,-6.623970031738281,17.0,1.0,80.0,43.0
context,O15151,U,False,False,,False,134,FGF2,288,25fd33ff81df33c9fddc2060d55474c1b6196bc12a34847b482a6b3f8da18afe,P09038,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.4114963610967,-1.313214103380839,0.43371954560279846,-5.770257949829102,-8.08431339263916,-5.147216320037842,-6.333929220835368,130.0,193.0,59.0,251.0
context,O15151,U,False,False,,False,135,PBX1,430,02b63a4f59185406063b809dd6e6326a4b79273768d5b9c55ff295c047b9a236,P40424,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.6802005767822266,0.3056369622548421,0.5255309343338013,-3.4410195350646973,-8.3725004196167,-6.324024200439453,-6.04584805170695,37.0,35.0,41.0,128.0
context,O15151,U,False,False,,False,136,PRDM13,707,7790a7030c37fd12b002f788129b5ef39248b05cd316c1d3819379705686c0c1,Q9H4Q3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.841640035311381,-1.185450792312622,0.597540557384491,-5.790982246398926,-10.800969123840332,-5.504940509796143,-7.365630626678467,206.0,174.0,143.0,58.0
context,O15151,U,False,False,,False,137,TGFB1I1,461,337f194f51f9460c76733b3286e7f15e1c12de461374c43a6df5f7a809810d52,O43294,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3119685649871826,-1.2000302871068318,0.43306154012680054,-6.419963836669922,-5.94429874420166,-4.694180011749268,-5.686147530873616,112.0,176.0,28.0,253.0
context,O15151,U,False,False,,False,138,TEAD2,447,ab9c598ec2ded133c561a56e3757f619f34ddc99b85b54b4a22b7c8eebc6e67a,Q15562,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.592513124148051,-0.5133190155029297,0.5331209301948547,-6.138006210327148,-8.672623634338379,-6.478175640106201,-7.096268494923909,160.0,102.0,115.0,115.0
context,O15151,U,False,False,,False,139,SRSF5,272,ad7a895dc6e0b78914a6c2cf48197bd56f60fc79a2521d3c2cfe322e94f21fa3,Q13243,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.166084408760071,-2.3113701343536377,0.5248469710350037,-7.224301815032959,-10.141728401184082,-4.553378582000732,-7.306469599405925,277.0,350.0,136.0,132.0
context,O15151,U,False,False,,False,140,IGF2BP2,599,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,Q9Y6M1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.1031247774759927,-2.1033398310343423,0.6020684838294983,-7.488293647766113,-9.485939025878906,-8.103631019592285,-8.359287897745768,265.0,333.0,225.0,48.0
context,O15151,U,False,False,,False,141,ZNF311,666,7d8c307ef27716eb5876d7fd945170bde7179880eba2f874e1c3fe6f6447eb07,Q5JNZ3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4718425273895264,-1.5128909349441528,0.5409879088401794,-5.625140190124512,-7.9570159912109375,-8.405011177062988,-7.3290557861328125,338.0,234.0,138.0,110.0
context,O15151,U,False,False,,False,142,ZNF775,537,0535695438b17319e4fa653f1e81808b86c76e951fa132ed0365ec4eac73cd25,Q96BV0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3773298263549805,-0.6485379735628763,0.4565947949886322,-7.650882244110107,-9.390213012695312,-5.103823184967041,-7.38163948059082,126.0,122.0,145.0,222.0
context,O15151,U,False,False,,False,143,HOXD3,432,99c6ad2b025c5185787e5d604237f43a8533f379f5d392ce8c004e4f90e2630d,P31249,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.3927351584037145,0.414838711420695,0.5303682684898376,-6.7541680335998535,-9.337602615356445,-4.278440952301025,-6.790070533752441,19.0,31.0,92.0,121.0
context,O15151,U,False,False,,False,144,TIGD4,512,ccfb9f8f495c3f676db677072b444054ba081e02a285105e66d6d09a6a01bc2a,Q8IY51,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4062158266703286,-1.3776361147562664,0.5246757864952087,-3.0804975032806396,-7.150113105773926,-4.547418117523193,-4.92600957552592,327.0,204.0,6.0,134.0
context,O15151,U,False,False,,False,145,OAS1,400,110bf4c06cc0598999643646a52973d5017ddda6e2df2ec169b5c3bdba9c5ef4,P00973,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.899375299612681,0.0694220761458079,0.6589391231536865,-2.882467269897461,-10.686209678649902,-2.896968364715576,-5.4885484377543134,55.0,45.0,23.0,12.0
context,O15151,U,False,False,,False,146,TRIM5,493,84248af4b4a8063e82d6bddd66b67b10d3455c07fa70d7afd9e7a5817a11c3fd,Q9C035,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.12927512948711714,1.2476694583892822,0.5945624113082886,-3.4368369579315186,-6.0104756355285645,-5.5127153396606445,-4.986675977706909,11.0,6.0,8.0,60.0
context,O15151,U,False,False,,False,147,ZNF841,808,82c575e21b5da9a53079dd6357a4eca6691bfc0e8a493a579722eddd1522c90d,Q6ZN19,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.295546372731527,-1.9974340597788494,0.5166643261909485,-4.236020565032959,-6.387147426605225,-4.782399654388428,-5.135189215342204,302.0,312.0,10.0,144.0
context,O15151,U,False,False,,False,148,TSG101,390,4cf30524790eb285d88a82368b6439e2c35c59a5891a1627d974fc81cf21a7ec,Q99816,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.5319104592005411,1.0322485367457073,0.5815774202346802,-2.9385390281677246,-5.469958305358887,-1.2433018684387207,-3.217266400655111,30.0,11.0,1.0,74.0
context,O15151,U,False,False,,False,149,SNRNP70,437,6ea00e4396e6e2de6465e0848c65846041cff006ce17da93e437c0b280e548c5,P08621,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2966585159301758,-1.1533987720807393,0.4718914330005646,-7.915190696716309,-11.525175094604492,-5.081561088562012,-8.173975626627604,108.0,171.0,212.0,199.0
context,O15151,U,False,False,,False,150,LMX1B,402,f1009265fdbba64ad091a463f80e21d40b3282af52e7877a4d4d9bf5d9637521,O60663,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,0.22331742693980536,1.4994715849558513,0.62099289894104,-5.300251007080078,-7.324616432189941,-3.82808780670166,-5.4843184153238935,4.0,3.0,22.0,32.0
context,O15151,U,False,False,,False,151,ZNF350,532,8257c6357bba72185310f9b4edc68011808969a3409686a7c4f68c2f57db7454,Q9GZX5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3737053076426187,-1.7045788764953613,0.5414607524871826,-7.640480041503906,-9.048218727111816,-9.077868461608887,-8.588855743408203,320.0,262.0,250.0,109.0
context,O15151,U,False,False,,False,152,NR4A2,598,de68a13a881a695b2917abd9c1eae5553c9dc2b226bc249c8a7d6b5cd4d31113,P43354,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3318123817443848,0.25435271859169006,0.6848456263542175,-6.785221099853516,-8.440187454223633,-4.474767208099365,-6.566725254058838,117.0,37.0,73.0,4.0
context,O15151,U,False,False,,False,153,ZNF333,665,7e8a3108738c7d883d8e2e5a7d62791eb7ada58ce346d7cf134aa7fef0ff9342,Q96JL9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.1647008260091147,-0.9006949265797933,0.5087602734565735,-5.989874362945557,-7.693212985992432,-7.626806259155273,-7.103297869364421,276.0,152.0,117.0,148.0
background,O15151,U,False,False,,False,154,ZNF396,335,73d82f24d9caf79c96363cd64362e4f6f1d4a8606e668b7146cae0abee0175ea,Q96N95,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9253274997075398,-0.2599282016356786,0.6132376790046692,-6.251615524291992,-8.91334056854248,-7.526010513305664,-7.563655535380046,233.0,75.0,160.0,37.0
background,O15151,U,False,False,,False,155,CDH26,832,b46e7812a794e32a4d81cd967ea24e3c4a903e6e32c0e189bf5c94b48ed6b692,Q8IXH8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.0924402475357056,-2.460029204686483,0.3042319715023041,-10.988166809082031,-7.2610182762146,-9.622823715209961,-9.290669600168863,262.0,361.0,306.0,398.0
background,O15151,U,False,False,,False,156,UTP3,479,f4ed01423dbca6ae4c481b82096c0c7fb9465c43b158c76a976e4be41041d692,Q9NQZ2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.5452420711517334,-3.5747286478678384,0.4285377562046051,-9.75986385345459,-12.089768409729004,-8.076081275939941,-9.975237846374512,348.0,434.0,345.0,265.0
background,O15151,U,False,False,,False,157,TWF1,350,cdc8df278deb8b3743af35c7b4881401361d39fcbf00e55f9703c4d755d62ed8,Q12792,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.167160908381144,-0.5695058504740397,0.6015779376029968,-6.986866474151611,-7.872402191162109,-4.857318878173828,-6.572195847829183,278.0,107.0,74.0,50.0
background,O15151,U,False,False,,False,158,PDLIM3,364,04358dd86d87951fdcf720149e82ef4d333efc2c9f17d7b6926c6b40b7703167,Q53GG5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.2577631125847499,0.7029133637746176,0.40516847372055054,-5.867943286895752,-7.819684982299805,-7.211779594421387,-6.9664692878723145,15.0,17.0,103.0,297.0
background,O15151,U,False,False,,False,159,CD74,296,f6909ab67f84bc41d8ef8976b6e5634ebcb9031613d297ac41e582c377b48728,P04233,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.2047373056411743,-1.2298529942830403,0.39173683524131775,-10.776312828063965,-10.072275161743164,-8.202447891235352,-9.68367862701416,285.0,181.0,333.0,310.0
background,O15151,U,False,False,,False,160,PANK4,773,47c7314ba2c99de3cbe008dc8af3cd672b4a66f12606e157e9cb32723de313fb,Q9NVE7,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.6602561871210735,-1.6339772939682007,0.47854048013687134,-5.752404689788818,-8.429557800292969,-5.256253719329834,-6.479405403137207,178.0,247.0,70.0,191.0
background,O15151,U,False,False,,False,161,FASTKD5,764,b45a655f94c3770aba259a38bf83cab8fa79e139e63b3631319b957627bbd406,Q7L8L6,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.391619602839152,-2.781169295310974,0.3706582486629486,-6.833094120025635,-8.118461608886719,-8.726950645446777,-7.89283545811971,324.0,385.0,188.0,337.0
background,O15151,U,False,False,,False,162,HSD17B1,328,2c08bb9e93031c95741d43913de629a206da8f481f78e37a2cb1262b8eee85a0,P14061,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.78430438041687,-3.964491923650106,0.38356029987335205,-8.677560806274414,-7.7346343994140625,-9.320385932922363,-8.577527046203613,381.0,444.0,249.0,322.0
background,O15151,U,False,False,,False,163,PCOLCE2,415,e4e388e69c188f1aabd045e25610c9a482b1baa6b7ae9e36172eee34fa58a2e2,Q9UKZ9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3066070079803467,-3.0815633138020835,0.36430954933166504,-12.886731147766113,-10.75583553314209,-9.072874069213867,-10.905146916707357,304.0,410.0,396.0,347.0
background,O15151,U,False,False,,False,164,PLEKHG7,691,cd7e000e4c329ff01979c62df57b3e87e1eee0172a6b3d4428575a503bfee96d,Q6ZR37,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7941832939783733,-1.0660184423128765,0.38184091448783875,-8.681025505065918,-10.224302291870117,-7.817717552185059,-8.907681783040365,200.0,167.0,281.0,324.0
background,O15151,U,False,False,,False,165,CXorf38,319,38b31412c01412e3c8d1d6add407ab10594d7ff974db3ef94d79659ca813ac5c,Q8TB03,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3157522678375244,-1.792904516061147,0.4386949837207794,-5.548486709594727,-11.364339828491211,-3.1548285484313965,-6.689218362172444,309.0,283.0,83.0,247.0
background,O15151,U,False,False,,False,166,ZNF829,432,e535f5114af2640fed429f2c14b77a990f27f60cdc715258108b9eb5510bde04,Q3KNS6,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.234250624974569,-0.8490360379219055,0.5074356198310852,-5.496840000152588,-7.5339674949646,-6.560471534729004,-6.5304263432820635,290.0,144.0,72.0,150.0
background,O15151,U,False,False,,False,167,ZRSR2P1,479,d94ce54d98b89b93745242a0c448983b80bf437a17fcd740c4e2719ecddfd690,Q15695,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2106037537256877,-1.494901140530904,0.45664307475090027,-9.265729904174805,-11.429423332214355,-4.831282138824463,-8.508811791737875,101.0,228.0,238.0,220.0
background,O15151,U,False,False,,False,168,ZNF442,627,1d86b9bd5fd78d160d4f59a0402b1f1f4cb3b1dc9afc43b9c5fe33e9e3cae6c6,Q9H7R0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.5118955771128335,-1.7794564167658489,0.4823790192604065,-3.3416478633880615,-7.50820779800415,-5.278184413909912,-5.376013358434041,342.0,277.0,18.0,183.0
background,O15151,U,False,False,,False,169,USP46,366,5a493265982c1b4b005c946a7ae51c5cdcdb36afefc3584ff27d0f82fef938e0,P62068,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9088072776794434,-1.6975069840749104,0.5852764248847961,-7.811230659484863,-7.997993469238281,-6.100302696228027,-7.303175608317058,227.0,261.0,134.0,71.0
background,O15151,U,False,False,,False,170,MARS1,900,fbee5ca8829f739315ef60cee77206281ced750c432e9e34207838c00d115636,P56192,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.9728277524312338,-0.7972037494182587,0.5495994091033936,-8.47470474243164,-7.097652435302734,-5.564596176147461,-7.045651117960612,59.0,140.0,107.0,100.0
background,O15151,U,False,False,,False,171,SPIRE1,756,0f760444f3f0ba31d31fcd900b0d23c1b3555e9a91277bcf0232e75808efce86,Q08AE8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0957981149355571,-1.3634278923273087,0.4175263047218323,-10.707212448120117,-12.802474975585938,-7.748951435089111,-10.419546286265055,84.0,201.0,379.0,282.0
background,O15151,U,False,False,,False,172,MRGPRX3,322,6ef9a2050c06cf277097f644d56fdd990f06962d98c045d4308383d130f7d984,Q96LB0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.8490495681762695,-3.4027241865793862,0.3443123400211334,-11.43807601928711,-11.709199905395508,-7.047823429107666,-10.065033117930094,450.0,427.0,353.0,368.0
background,O15151,U,False,False,,False,173,POM121L12,296,262023023e19ce2f778575daa00d83cc83b1870de6092e137f0a0ae1084829ed,Q8N7R1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.932989438374837,-5.274107615152995,0.35446396470069885,-10.91389274597168,-10.410107612609863,-8.836054801940918,-10.053351720174154,452.0,453.0,351.0,358.0
background,O15151,U,False,False,,False,174,ZNF324B,544,e100921ed223e6a9adde9cc12b6cd4654fe1f733e7cff450023e1c26ff76229c,Q6AW86,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.030884782473246,-1.6675368150075276,0.40980851650238037,-6.913820743560791,-11.81435775756836,-5.533223628997803,-8.08713404337565,250.0,253.0,209.0,292.0
background,O15151,U,False,False,,False,175,CNOT10,744,06273b9a665bdbb88393fe45b7d539fc7deb620b1c977b1503cd0c8738c84583,Q9H9A5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.744096080462138,-2.0586666663487754,0.3654312193393707,-10.618929862976074,-10.227190971374512,-4.935187339782715,-8.593769391377768,195.0,325.0,251.0,344.0
background,O15151,U,False,False,,False,176,PTGDR,359,4066262321e2a058a56a3ada9e594f943ab35ae2200824535230ca6ff9d3cc8a,Q13258,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.3579041163126626,-1.8166476090749104,0.39222952723503113,-13.252481460571289,-14.513724327087402,-12.607097625732422,-13.457767804463705,422.0,292.0,447.0,309.0
background,O15151,U,False,False,,False,177,ENPP2,863,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,Q13822,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7222361167271931,-0.998710552851359,0.2551572322845459,-9.189510345458984,-10.829829216003418,-5.167013645172119,-8.395451068878174,189.0,161.0,227.0,434.0
background,O15151,U,False,False,,False,178,PTCHD4,846,2333c91bf1b25874be565cd0b93a36568e719a1c39c4207c0bc408954888d1b1,Q6ZW05,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.7749847571055093,-3.8010013898213706,0.20769795775413513,-12.40836238861084,-13.323431015014648,-13.098970413208008,-12.943587938944498,436.0,439.0,441.0,447.0
background,O15151,U,False,False,,False,179,WDR41,459,22ef89ef639095670873e2175132fcab6d163135f37f8e29a2ca218ad37fe46b,Q9HAD4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.064774433771769,-1.9602065881093342,0.3420131206512451,-8.412445068359375,-10.83538818359375,-6.560598850250244,-8.602810700734457,405.0,307.0,252.0,370.0
