target,model,positive_subset,U_stratum,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
EGFR,ipin_baseline,exclude_development_P,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_development_P,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_development_P_and_homomers,all_U,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_development_P_and_homomers,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_development_P_and_homomers,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P,all_U,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,all_P,all_U,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,all_P,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,all_P,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P,all_U,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P_and_homomers,all_U,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P_and_homomers,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_development_P_and_homomers,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P,all_U,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,all_P,all_U,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_retrained,all_P,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_retrained,all_P,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_retrained,exclude_development_P,all_U,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_retrained,exclude_development_P,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_retrained,exclude_development_P,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_retrained,exclude_development_P_and_homomers,all_U,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_retrained,exclude_development_P_and_homomers,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_retrained,exclude_development_P_and_homomers,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P,all_U,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
BCL2,ipin_baseline,all_P,all_U,3,300,303,0.96,0.2037037037037037,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,2.0,0.6666666666666666,0.1,10.1,0.36145637984377177,1.0
BCL2,ipin_baseline,all_P,context,3,150,153,0.9666666666666667,0.5054945054945055,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6257049680303419,1.0,3.0,1.0,0.15,7.6499999999999995,0.7489608072230654,1.0
BCL2,ipin_baseline,all_P,background,3,150,153,0.9533333333333334,0.26517273576097106,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.39106560501896365,1.0,3.0,1.0,0.15,7.6499999999999995,0.5036044938144312,1.0
BCL2,ipin_baseline,exclude_development_P,all_U,3,300,303,0.96,0.2037037037037037,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,2.0,0.6666666666666666,0.1,10.1,0.36145637984377177,1.0
BCL2,ipin_baseline,exclude_development_P,context,3,150,153,0.9666666666666667,0.5054945054945055,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6257049680303419,1.0,3.0,1.0,0.15,7.6499999999999995,0.7489608072230654,1.0
BCL2,ipin_baseline,exclude_development_P,background,3,150,153,0.9533333333333334,0.26517273576097106,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.39106560501896365,1.0,3.0,1.0,0.15,7.6499999999999995,0.5036044938144312,1.0
BCL2,ipin_baseline,exclude_development_P_and_homomers,all_U,3,300,303,0.96,0.2037037037037037,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,2.0,0.6666666666666666,0.1,10.1,0.36145637984377177,1.0
BCL2,ipin_baseline,exclude_development_P_and_homomers,context,3,150,153,0.9666666666666667,0.5054945054945055,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6257049680303419,1.0,3.0,1.0,0.15,7.6499999999999995,0.7489608072230654,1.0
BCL2,ipin_baseline,exclude_development_P_and_homomers,background,3,150,153,0.9533333333333334,0.26517273576097106,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.39106560501896365,1.0,3.0,1.0,0.15,7.6499999999999995,0.5036044938144312,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P,all_U,3,300,303,0.96,0.2037037037037037,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,2.0,0.6666666666666666,0.1,10.1,0.36145637984377177,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P,context,3,150,153,0.9666666666666667,0.5054945054945055,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6257049680303419,1.0,3.0,1.0,0.15,7.6499999999999995,0.7489608072230654,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P,background,3,150,153,0.9533333333333334,0.26517273576097106,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.39106560501896365,1.0,3.0,1.0,0.15,7.6499999999999995,0.5036044938144312,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.96,0.2037037037037037,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,2.0,0.6666666666666666,0.1,10.1,0.36145637984377177,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.9666666666666667,0.5054945054945055,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6257049680303419,1.0,3.0,1.0,0.15,7.6499999999999995,0.7489608072230654,1.0
BCL2,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.9533333333333334,0.26517273576097106,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.39106560501896365,1.0,3.0,1.0,0.15,7.6499999999999995,0.5036044938144312,1.0
BCL2,ipin_optimized,all_P,all_U,3,300,303,0.9722222222222222,0.18835978835978834,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,20.2,0.29769321486741446,1.0,3.0,1.0,0.15,15.149999999999999,0.41501289637310357,1.0
BCL2,ipin_optimized,all_P,context,3,150,153,0.9733333333333334,0.3277777777777778,4,4,4.0,0.25,2.0,0.6666666666666666,0.4,20.400000000000002,0.38364913903790027,1.0,3.0,1.0,0.3,15.299999999999999,0.5249161118977292,1.0,3.0,1.0,0.15,7.6499999999999995,0.5249161118977292,1.0
BCL2,ipin_optimized,all_P,background,3,150,153,0.9711111111111111,0.3055555555555555,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,3.0,1.0,0.3,15.299999999999999,0.5105347743265789,1.0,3.0,1.0,0.15,7.6499999999999995,0.5105347743265789,1.0
BCL2,ipin_optimized,exclude_development_P,all_U,3,300,303,0.9722222222222222,0.18835978835978834,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,20.2,0.29769321486741446,1.0,3.0,1.0,0.15,15.149999999999999,0.41501289637310357,1.0
BCL2,ipin_optimized,exclude_development_P,context,3,150,153,0.9733333333333334,0.3277777777777778,4,4,4.0,0.25,2.0,0.6666666666666666,0.4,20.400000000000002,0.38364913903790027,1.0,3.0,1.0,0.3,15.299999999999999,0.5249161118977292,1.0,3.0,1.0,0.15,7.6499999999999995,0.5249161118977292,1.0
BCL2,ipin_optimized,exclude_development_P,background,3,150,153,0.9711111111111111,0.3055555555555555,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,3.0,1.0,0.3,15.299999999999999,0.5105347743265789,1.0,3.0,1.0,0.15,7.6499999999999995,0.5105347743265789,1.0
BCL2,ipin_optimized,exclude_development_P_and_homomers,all_U,3,300,303,0.9722222222222222,0.18835978835978834,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,20.2,0.29769321486741446,1.0,3.0,1.0,0.15,15.149999999999999,0.41501289637310357,1.0
BCL2,ipin_optimized,exclude_development_P_and_homomers,context,3,150,153,0.9733333333333334,0.3277777777777778,4,4,4.0,0.25,2.0,0.6666666666666666,0.4,20.400000000000002,0.38364913903790027,1.0,3.0,1.0,0.3,15.299999999999999,0.5249161118977292,1.0,3.0,1.0,0.15,7.6499999999999995,0.5249161118977292,1.0
BCL2,ipin_optimized,exclude_development_P_and_homomers,background,3,150,153,0.9711111111111111,0.3055555555555555,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,3.0,1.0,0.3,15.299999999999999,0.5105347743265789,1.0,3.0,1.0,0.15,7.6499999999999995,0.5105347743265789,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P,all_U,3,300,303,0.9722222222222222,0.18835978835978834,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,20.2,0.29769321486741446,1.0,3.0,1.0,0.15,15.149999999999999,0.41501289637310357,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P,context,3,150,153,0.9733333333333334,0.3277777777777778,4,4,4.0,0.25,2.0,0.6666666666666666,0.4,20.400000000000002,0.38364913903790027,1.0,3.0,1.0,0.3,15.299999999999999,0.5249161118977292,1.0,3.0,1.0,0.15,7.6499999999999995,0.5249161118977292,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P,background,3,150,153,0.9711111111111111,0.3055555555555555,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,3.0,1.0,0.3,15.299999999999999,0.5105347743265789,1.0,3.0,1.0,0.15,7.6499999999999995,0.5105347743265789,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.9722222222222222,0.18835978835978834,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,20.2,0.29769321486741446,1.0,3.0,1.0,0.15,15.149999999999999,0.41501289637310357,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.9733333333333334,0.3277777777777778,4,4,4.0,0.25,2.0,0.6666666666666666,0.4,20.400000000000002,0.38364913903790027,1.0,3.0,1.0,0.3,15.299999999999999,0.5249161118977292,1.0,3.0,1.0,0.15,7.6499999999999995,0.5249161118977292,1.0
BCL2,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.9711111111111111,0.3055555555555555,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,3.0,1.0,0.3,15.299999999999999,0.5105347743265789,1.0,3.0,1.0,0.15,7.6499999999999995,0.5105347743265789,1.0
BCL2,tuna_retrained,all_P,all_U,3,300,303,0.8588888888888889,0.05629629629629629,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11047239495909743,1.0
BCL2,tuna_retrained,all_P,context,3,150,153,0.8844444444444445,0.15108225108225107,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3124437827055499,1.0
BCL2,tuna_retrained,all_P,background,3,150,153,0.8333333333333334,0.08508403361344537,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.23492495052406914,1.0
BCL2,tuna_retrained,exclude_development_P,all_U,3,300,303,0.8588888888888889,0.05629629629629629,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11047239495909743,1.0
BCL2,tuna_retrained,exclude_development_P,context,3,150,153,0.8844444444444445,0.15108225108225107,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3124437827055499,1.0
BCL2,tuna_retrained,exclude_development_P,background,3,150,153,0.8333333333333334,0.08508403361344537,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.23492495052406914,1.0
BCL2,tuna_retrained,exclude_development_P_and_homomers,all_U,3,300,303,0.8588888888888889,0.05629629629629629,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11047239495909743,1.0
BCL2,tuna_retrained,exclude_development_P_and_homomers,context,3,150,153,0.8844444444444445,0.15108225108225107,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3124437827055499,1.0
BCL2,tuna_retrained,exclude_development_P_and_homomers,background,3,150,153,0.8333333333333334,0.08508403361344537,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.23492495052406914,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P,all_U,3,300,303,0.8588888888888889,0.05629629629629629,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11047239495909743,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P,context,3,150,153,0.8844444444444445,0.15108225108225107,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3124437827055499,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P,background,3,150,153,0.8333333333333334,0.08508403361344537,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.23492495052406914,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.8588888888888889,0.05629629629629629,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11047239495909743,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.8844444444444445,0.15108225108225107,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3124437827055499,1.0
BCL2,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.8333333333333334,0.08508403361344537,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.23492495052406914,1.0
KEAP1,ipin_baseline,all_P,all_U,3,300,303,0.5766666666666667,0.05631163433618138,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,10.1,0.15642624200758548,1.0,1.0,0.3333333333333333,0.05,5.05,0.15642624200758548,1.0
