U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_original_rank,tuna_retrained_rank
background,Q99728,U,False,False,66,PPP2R2D,453,5a78f8318f705ca22bc253fb712ea824f83687b6a899df214c44333f0d14dc4b,Q66LE6,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.787103811899821,-1.8370087544123332,0.5631227493286133,-5.8566412925720215,-9.717991828918457,-7.702711582183838,-7.759114901224772,293.0,178.0,56.0,169.0
background,Q99728,U,False,False,67,TAPT1,567,b3193764a4a6ca1bd62dcaf756a3bc0bfebf4c090d5f3cb8118b86741fbd8695,Q6NXT6,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9325547218322754,-3.62349804242452,0.17073018848896027,-9.497978210449219,-9.056218147277832,-9.213262557983398,-9.25581963857015,257.0,285.0,292.0,254.0
background,Q99728,U,False,False,68,PNMA6E,647,dfcac7f170fa813160fa067e252051a8a41e65b9ab2d9cd63de2f2d7baf30486,A0A0J9YXQ4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.120426336924235,-2.465287923812866,0.46338024735450745,-6.599249839782715,-5.7267231941223145,-5.105034351348877,-5.810335795084636,271.0,233.0,143.0,32.0
background,Q99728,U,False,False,69,KLKB1,638,4f30314865693bc9810ba484ea21699089d5bbcd2d4c75461668db8c9468bbf4,P03952,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.410287380218506,-2.588274876276652,0.28646454215049744,-10.257587432861328,-10.56313419342041,-11.780586242675781,-10.86710262298584,214.0,240.0,259.0,298.0
background,Q99728,U,False,False,70,BACE2,518,945503af92aaf7249f2e75bca39d256776f6291f530341444ebe0caf7edce7f3,Q9Y5Z0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.828868786493937,-3.9868467648824057,0.2762012183666229,-12.471321105957031,-13.453702926635742,-9.278592109680176,-11.734538714090982,296.0,292.0,263.0,302.0
background,Q99728,U,False,False,71,PIBF1,757,2d54da39a8c4515f8825acc1803eb44649457516ac25290fc39473b1071ccd7c,Q8WXW3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.16132972886164984,0.37707717219988507,0.7178393006324768,-6.638875961303711,-7.551032543182373,-7.026806831359863,-7.072238445281982,8.0,6.0,1.0,111.0
background,Q99728,U,False,False,72,GATA2,480,71d3f67643bca6ac1a1c3d96ff7a501dc30647ef3cbc8569c52e5466ab2a63ec,P23769,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.8072539965311685,-2.961511770884196,0.3651857078075409,-9.812862396240234,-12.091123580932617,-10.730111122131348,-10.878032366434732,295.0,263.0,222.0,299.0
background,Q99728,U,False,False,73,MTR,1265,f80abbb2d8b94387cc75ece5989cf57a56eea3589d346f0a2a94c7931906185b,Q99707,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9302595456441245,-3.757448752721151,0.30713891983032227,-10.395018577575684,-10.663761138916016,-10.369353294372559,-10.476044336954752,256.0,287.0,253.0,294.0
background,Q99728,U,False,False,74,ANO10,660,3b40b4bfb9f9a70784e6fb433eca6a86918cb358d22071bab52419f6174da678,Q9NW15,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.6052486101786294,-3.7340118090311685,0.1791107952594757,-10.686050415039062,-9.120118141174316,-9.84777545928955,-9.884648005167643,235.0,286.0,287.0,273.0
background,Q99728,U,False,False,75,TRAF3IP3,551,c8af0f942d9757b19034a0c024e92dfa3e8368338916c51d59b3edc78388336f,Q9Y228,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,0.2653248111406962,0.7466687659422556,0.4819035530090332,-5.10788106918335,-4.647095203399658,-5.500194072723389,-5.085056781768799,4.0,2.0,128.0,18.0
background,Q99728,U,False,False,76,FERMT2,680,ab20a5b7af519a1d9d2ffea0f1a05f1e86d05a71d38fbea9074db95168d3f7bb,Q96AC1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.9820997714996338,-1.3876335422197978,0.31946754455566406,-7.83530855178833,-10.154675483703613,-8.441252708435059,-8.810412247975668,164.0,116.0,246.0,238.0
background,Q99728,U,False,False,77,DELE1,515,7c2cf315f2e66344d2021801198e994594d5d5d197b87a1d61491f59513f6f4f,Q14154,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.7213087876637776,-1.3654059171676636,0.3563525080680847,-8.752315521240234,-9.420331001281738,-8.151577949523926,-8.774741490681967,125.0,114.0,231.0,236.0
background,Q99728,U,False,False,78,GABRA3,492,0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,P34903,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-4.008530616760254,-3.411129633585612,0.2163739800453186,-11.036779403686523,-10.647687911987305,-9.740683555603027,-10.475050290425619,298.0,280.0,278.0,293.0
background,Q99728,U,False,False,79,DRD1,446,d195ee4029e80e71159ac797fc03232c0ddf74d2f865f939179acd0fc14d81a6,P21728,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.758190155029297,-4.091552257537842,0.2225985825061798,-10.843563079833984,-10.104670524597168,-7.247014045715332,-9.398415883382162,292.0,296.0,277.0,261.0
background,Q99728,U,False,False,80,URI1,535,49162c510cdb5a79943ab0915c9de494815ff94c43d7a43aa5ad2f6e134bc5dd,O94763,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.7455422480901082,-1.8939505418141682,0.4753230810165405,-4.2150702476501465,-7.158047676086426,-5.836574554443359,-5.7365641593933105,128.0,184.0,135.0,31.0
background,Q99728,U,False,False,81,DNAJC3,504,9dae8237b0c4a29c411a5473ebccac93368bcc01288c559ac98a71eefb4f5f6b,Q13217,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.37997016807397205,-0.523392379283905,0.43425077199935913,-5.029640197753906,-8.785475730895996,-7.685911655426025,-7.167009194691976,11.0,35.0,168.0,118.0
background,Q99728,U,False,False,82,SLC26A9,791,e6bf345f6c69739f0ba9e25f973136846fa9d3ff265b81782b7d14d8af9c8807,Q7LBE3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.2586207389831543,-4.081215778986613,0.14118608832359314,-11.811959266662598,-11.714560508728027,-7.592057228088379,-10.372859001159668,277.0,294.0,301.0,288.0
background,Q99728,U,False,False,83,TACR3,465,96c20248410c00a2e2effa4c4fb5f008c5cbd1f86f186a371dea80a29eddab48,P29371,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.5637519359588623,-3.059808333714803,0.15717069804668427,-12.125768661499023,-10.598947525024414,-7.277568817138672,-10.00076166788737,288.0,265.0,299.0,274.0
background,Q99728,U,False,False,84,TOPBP1,1522,0ced5241ed09ca4ccab79e3402166a62e2510d5e509f0df450517ee66347c4ad,Q92547,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.1933372815450032,-1.1321488221486409,0.6165066957473755,-5.871657371520996,-7.000566005706787,-5.05512809753418,-5.975783824920654,58.0,92.0,12.0,43.0
background,Q99728,U,False,False,85,LCOR,433,b1cfd592808015dbf121c95adefd3e69bd8820d1dd8223ab376cbcad4478c6c4,Q96JN0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.574908932050069,-1.1760693192481995,0.5552154183387756,-5.242947101593018,-7.308873653411865,-6.77417516708374,-6.441998640696208,107.0,99.0,61.0,66.0
background,Q99728,U,False,False,86,KLHL21,597,4e87ce67ada582357654c01b854c8c0fa98402bd74f987d9fc1dab53b9891a17,Q9UJP4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.641694704691569,-1.7359585762023926,0.35465776920318604,-5.554054260253906,-8.997169494628906,-7.220150947570801,-7.257124900817871,239.0,163.0,233.0,129.0
background,Q99728,U,False,False,87,DCAF11,546,835d5aa152de0dd0e135ececbae4813d63478415f9b8b95c95768835a586174e,Q8TEB1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.296060562133789,-2.3320302963256836,0.5278530716896057,-7.453255653381348,-9.13647747039795,-7.88913106918335,-8.159621397654215,199.0,219.0,86.0,197.0
background,Q99728,U,False,False,88,LEMD3,911,97143cd55a5b2eb0bcf6d68afd6d48f19a708d65d5fef19c860c6feb3366e28e,Q9Y2U8,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.7068365812301636,-1.6621257066726685,0.2860587537288666,-10.709541320800781,-10.212860107421875,-9.41828441619873,-10.113561948140463,123.0,148.0,260.0,278.0
background,Q99728,U,False,False,89,EDC4,1401,1af15452c39e7a8313910ef62a564b95a77affbbb99d208c30e1e49b27f0b27d,Q6P2E9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.2795417308807373,-1.1123229265213013,0.47976794838905334,-8.885079383850098,-6.892810821533203,-5.883957862854004,-7.2206160227457685,195.0,91.0,134.0,120.0
background,Q99728,U,False,False,90,ZC3H6,1189,453166384fae8d03d44871c606e00104b543ea5b672aad202fd9b85361b625d9,P61129,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.377192815144857,-2.230069359143575,0.40868210792541504,-7.871671676635742,-9.895413398742676,-6.797996997833252,-8.188360691070557,209.0,212.0,187.0,198.0
background,Q99728,U,False,False,91,DNAAF3,541,8f0e90b97e1cf85db13687eb52dcb34683c7868ef7f1db53a5d80adc74db4cb6,Q8N9W5,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.554871400197347,-2.231258749961853,0.3942974805831909,-7.172000408172607,-8.892997741699219,-9.354336738586426,-8.473111629486084,230.0,213.0,194.0,219.0
background,Q99728,U,False,False,92,TMEM102,508,c005eec0e2a5a33c085226925acca6c24936e1c3f843c925e209ed25e2dc2cba,Q8N9M5,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.3559621969858804,-1.3202913204828899,0.36903807520866394,-7.6134514808654785,-9.594429969787598,-8.217535972595215,-8.475139141082764,207.0,112.0,217.0,220.0
background,Q99728,U,False,False,93,EIF2A,585,69ef9d1ee5e99d8ff675049362646ce98154a7edce6631df597d0b51c7a0791a,Q9BY44,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.0194424788157144,-1.6090318361918132,0.49173641204833984,-8.775186538696289,-10.615168571472168,-5.228071689605713,-8.20614226659139,262.0,137.0,117.0,201.0
background,Q99728,U,False,False,94,RNF25,459,a03f3d7c23c01072887b04eb7c91cce88d7612ed694dd26bc478dcc447f4f156,Q96BH1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.8381647070248922,-1.5647420088450115,0.5271127820014954,-6.821896553039551,-10.470243453979492,-7.484040260314941,-8.258726755777994,26.0,135.0,88.0,205.0
background,Q99728,U,False,False,95,CYP2E1,493,2357a72fbe2395cf0ece6f4d903b528ba0fe918807ff5c598ed54414e27839a4,P05181,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.169668436050415,-1.6283619403839111,0.3229433298110962,-12.507755279541016,-11.216552734375,-8.036797523498535,-10.587035179138184,188.0,142.0,244.0,296.0
background,Q99728,U,False,False,96,A2ML1,1454,e302d6ce0e1ee9a52353992462f9976b74ab9e403d7d8aef41f9ed7d74d87e53,A8K2U0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.2168129285176597,-3.143305778503418,0.30623117089271545,-11.020709037780762,-10.253825187683105,-10.07269287109375,-10.449075698852539,275.0,271.0,254.0,291.0
background,Q99728,U,False,False,97,SP2,613,ba77f0f538d1974989dda05f42329db84aeabef9e27caf096d64661a2cea2798,Q02086,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.8926686843236288,0.11568341652552287,0.5197650194168091,-6.619065761566162,-5.907630920410156,-6.910147666931152,-6.47894811630249,30.0,10.0,96.0,70.0
background,Q99728,U,False,False,98,GOPC,462,e4616b58107ebe3c695d6b5919fd5ff2c7964d9face093857541d26a8ab474c4,Q9HD26,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3160779078801472,0.1252015233039856,0.49424752593040466,-4.17498779296875,-3.923443555831909,-3.2741899490356445,-3.7908737659454346,69.0,9.0,110.0,2.0
background,Q99728,U,False,False,99,MMP23B,390,640d7a243c09a7a0c4bc185c827f189573955d177827c5efe0aa81dc305782db,O75900,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.6139090061187744,-2.403877337773641,0.264705628156662,-9.24107551574707,-8.83362102508545,-9.326400756835938,-9.133699099222818,289.0,226.0,266.0,249.0
background,Q99728,U,False,False,100,SPPL2A,520,46b8bcb88aa708d60ee5374ec338db6be09fae162705ff4356e00761749634a4,Q8TCT8,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.079886277516683,-5.035143534342448,0.13314048945903778,-13.575990676879883,-12.660050392150879,-11.59788703918457,-12.611309369405111,267.0,302.0,302.0,303.0
background,Q99728,U,False,False,101,CHRM5,532,7f99a3866638d052e67847fd928f4271427440a3b7622ff21e0269fe5f0e1e03,P08912,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.7806944052378335,-3.5536895593007407,0.24704644083976746,-12.382891654968262,-10.604206085205078,-8.40499210357666,-10.464029947916666,247.0,283.0,267.0,292.0
background,Q99728,U,False,False,102,NMT1,496,7ab1dfab2e9102945a1650384da8e67150b2fc4527be72df6505a068e0486545,P30419,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.5185877482096353,-1.4449000755945842,0.45005279779434204,-6.382596015930176,-7.804911136627197,-11.135969161987305,-8.441158771514893,226.0,124.0,159.0,216.0
background,Q99728,U,False,False,103,UGT2B11,529,98dc3e4fdd1ad99f08d1d8851de1eba2c65de506185f5f24c0b01b71c4117d30,O75310,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.638444741566976,-4.468814293543498,0.14469121396541595,-9.62253189086914,-12.304535865783691,-8.579906463623047,-10.168991406758627,290.0,299.0,300.0,281.0
context,Q86YC2,U,False,False,104,SRPK2,688,41b7f83599f74232022b2849406c8b66303ad8162b0f8c14ec41b50f9eec6c85,P78362,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.9300525188446045,-1.2595200538635254,0.49485301971435547,-3.996345043182373,-6.3979268074035645,-5.373767852783203,-5.25601323445638,157.0,107.0,109.0,20.0
context,Q86YC2,U,False,False,105,LPIN2,896,6d984e83a237b02e8ea0a3a61c485bf5d9f4200349e7edfdee4770099e3b4473,Q92539,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.495398998260498,-2.399639844894409,0.3564673066139221,-8.519705772399902,-6.827588081359863,-7.724464416503906,-7.690586090087891,223.0,225.0,229.0,163.0
context,Q86YC2,U,False,False,106,CUL2,745,07cc7e6b1f5474a9018e28474f11e53587bf6d0ae5f487700eea814f26ca7c96,Q13617,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.606932520866394,-0.598685085773468,0.3216839134693146,-7.073099136352539,-7.952800273895264,-4.6154704093933105,-6.547123273213704,110.0,40.0,245.0,75.0
context,Q86YC2,U,False,False,107,UBA7,1012,1cb1180614f627d1ed880264b938f98beb11a7d2b4870db2f9a1d7bfe80feedd,P41226,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.1718343098958335,-1.743564208348592,0.3768361210823059,-8.360119819641113,-10.499391555786133,-10.578152656555176,-9.812554677327475,189.0,165.0,207.0,270.0
context,Q86YC2,U,False,False,108,AHRR,697,5ff5c2ff91b73deeb437d0da361afe1d08acd07eb8b278f1d0257e0248d74451,A9YTQ3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9742857615152993,-3.292262554168701,0.5215516090393066,-8.484116554260254,-7.698025703430176,-6.501758575439453,-7.561300277709961,261.0,276.0,93.0,154.0
context,Q86YC2,U,False,False,109,CHAMP1,812,95da05e3a27537ad625959ca05a49ccb6af7270c1724788724cd8577ec3d469c,Q96JM3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.1806235313415527,-3.0242393016815186,0.6227027177810669,-11.445009231567383,-10.280265808105469,-8.987581253051758,-10.237618764241537,273.0,264.0,9.0,285.0
context,Q86YC2,U,False,False,110,MED24,989,23b03442078f58445f9454f99ec3d4a47d6ad172b1b2137662301207c7f06992,O75448,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.325083335240682,-0.5396427512168884,0.4425286650657654,-7.850856781005859,-8.345162391662598,-7.758657932281494,-7.98489236831665,203.0,37.0,164.0,183.0
context,Q86YC2,U,False,False,111,POU6F1,611,aa4ab127f825d89550719f8600a51fbc176f8fe72301678d791701571795e1b4,Q14863,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.1995325088500977,0.3473101655642192,0.5162954926490784,-5.672837734222412,-5.166116237640381,-5.872902870178223,-5.570618947347005,60.0,7.0,99.0,24.0
context,Q86YC2,U,False,False,112,PHF20L1,1017,aac26fa6b1288fdeab483be096138233dede6f8b2fdcf8eb239820b09261ec54,A8MW92,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.1790890296300252,-1.149637758731842,0.6392090916633606,-6.30195951461792,-6.807377815246582,-5.196462154388428,-6.1019331614176435,56.0,95.0,5.0,48.0
context,Q86YC2,U,False,False,113,TGS1,853,4115cb422ee57da21b5c9e0ee88705e471d29f9dfceb3aa8d0851c8ad01fc208,Q96RS0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.8776524265607198,-1.0022780001163483,0.5662068128585815,-5.980230331420898,-7.332957744598389,-6.543187141418457,-6.618791739145915,28.0,79.0,52.0,82.0
context,Q86YC2,U,False,False,114,ZBED1,694,7dc4708662d15148f5772b99749628e83af2ad99f2d44c972eaa01918669e6ac,O96006,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.1031121611595154,0.08955139418443044,0.5696495175361633,-6.077897548675537,-4.977633476257324,-3.9059197902679443,-4.987150271733602,50.0,12.0,49.0,17.0
context,Q86YC2,U,False,False,115,ZXDA,799,d1384f90f08898aec3f08c24a6fed161df9160ec301c0ec45b263af561e67c90,P98168,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.106041173140208,-1.2738388379414876,0.49718183279037476,-6.416786193847656,-7.082925796508789,-8.265751838684082,-7.255154609680176,51.0,109.0,107.0,128.0
context,Q86YC2,U,False,False,116,SF3B2,895,6393cb68dbede1293820a95483c36a1f194cf91591b35568f715683a60c219b3,Q13435,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.9742924769719442,-0.41743852694829303,0.4925953447818756,-7.430404186248779,-8.07624340057373,-8.539775848388672,-8.015474478403727,35.0,28.0,114.0,185.0
context,Q86YC2,U,False,False,117,ZRANB3,1079,4c675c686f42f2a180f28228e77c320ddad97e6064b95d07a8c6112b2e0209c4,Q5FWF4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.411994735399882,-1.1909143527348836,0.5607565641403198,-6.332876682281494,-7.0526957511901855,-7.7093682289123535,-7.031646887461345,84.0,100.0,58.0,110.0
context,Q86YC2,U,False,False,118,PPARGC1A,798,17659308c69ac01d51fcc86fe96d838f4bfef869049bfc92b2e384f79ed58de3,Q9UBK2,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4492489496866863,-2.0965023040771484,0.5533173680305481,-6.670297145843506,-7.5727105140686035,-7.963493347167969,-7.402167002360026,90.0,199.0,64.0,138.0
context,Q86YC2,U,False,False,119,TNKS2,1166,43b649a8e088a5c0054cc47c614cb08dbb1eac2e071a42ec86f2ab44f117d073,Q9H2K2,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.1136523683865864,-1.9149930477142334,0.3443584144115448,-10.105569839477539,-10.897480964660645,-10.597806930541992,-10.533619244893393,53.0,190.0,237.0,295.0
context,Q86YC2,U,False,False,120,DDX41,622,7412d568d35c2506c62bd4814befb803d938ed6c51b03ce438f7c47729e0aa87,Q9UJV9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.3555855751037598,-2.623204747835795,0.47317951917648315,-6.7688679695129395,-9.447694778442383,-8.468541145324707,-8.228367964426676,206.0,244.0,137.0,203.0
context,Q86YC2,U,False,False,121,GEN1,908,841e78080115eecb3214fb6106c3d9f7abe5189df84b7d5bf1d3391b69ff6a96,Q17RS7,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4386110305786133,-1.5053407947222393,0.5896499752998352,-4.357261657714844,-4.500058650970459,-5.34533166885376,-4.7342173258463545,88.0,131.0,30.0,9.0
context,Q86YC2,U,False,False,122,DCAF6,860,a81ceb2f0fd66bcd9e95b106d0c755d682530fee1bc583408741cbabe5bf9fc3,Q58WW2,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.211531162261963,-0.8568875392278036,0.5055944919586182,-7.078677177429199,-8.894479751586914,-4.692012310028076,-6.8883897463480634,61.0,65.0,103.0,103.0
context,Q86YC2,U,False,False,123,MORC2,1032,de1f68188a4eb2b7df75460b402cc8d2e84299396f4603caba75e33c3b434ed4,Q9Y6X9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.48550279935201,-2.222718675931295,0.5906388163566589,-5.143037796020508,-9.357379913330078,-7.778794765472412,-7.426404158274333,96.0,209.0,25.0,140.0
context,Q86YC2,U,False,False,124,TAF1C,869,28a361454b52841094597cbcdd9c7e24c32b0f17a11d7910179a9e2ef73f1c39,Q15572,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.5360246499379477,-3.25088103612264,0.5409080982208252,-10.0723295211792,-10.024262428283691,-6.135560989379883,-8.744050979614258,287.0,275.0,75.0,234.0
context,Q86YC2,U,False,False,125,WRN,1432,44adbc3029efd6c690accac06bfd2f5b58e943b7492e8aa53c64b2fde151d155,Q14191,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.016897936662038,-0.30479590098063153,0.6345425248146057,-5.978085041046143,-7.767373085021973,-7.282960891723633,-7.009473005930583,36.0,25.0,6.0,109.0
context,Q86YC2,U,False,False,126,ZNF28,718,b6d5d212be5479fcf2849d92c94b946305ec458376e9a395be5a87c3c0e155d1,P17035,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3222637573877971,-2.605419874191284,0.5836687684059143,-4.68287467956543,-5.601022720336914,-4.503133773803711,-4.929010391235352,70.0,242.0,36.0,14.0
context,Q86YC2,U,False,False,127,ZNF84,738,a92a821d3b6b2270a92cfad6b3bf07240355aed9a9273cb345efad2b1d778d63,P51523,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3844579458236694,-2.623703201611837,0.5900259017944336,-6.137662887573242,-6.136496543884277,-4.799463748931885,-5.691207726796468,78.0,245.0,27.0,30.0
context,Q86YC2,U,False,False,128,ZFP37,630,b675c90acfed3aff0917885517882ed44a8cbd828a8b449f668bfd6ee583faef,Q9Y6Q3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.8218331734339396,-1.7374712228775024,0.5953343510627747,-5.599054336547852,-5.0788140296936035,-3.7703986167907715,-4.816088994344075,25.0,164.0,21.0,11.0
context,Q86YC2,U,False,False,129,IPO11,975,f81bac09058db2688b27d63e23adb3ff9869659dd7a23b69def83fe48acccf56,Q9UI26,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.823639949162801,-0.34929750363032025,0.42347851395606995,-8.171792984008789,-9.564870834350586,-5.968221187591553,-7.901628335316976,144.0,26.0,176.0,178.0
context,Q86YC2,U,False,False,130,ZC3H11A,810,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,O75152,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.3990660508473716,-2.7628326416015625,0.49329593777656555,-6.291256427764893,-5.690884590148926,-6.369225978851318,-6.117122332255046,210.0,253.0,112.0,49.0
context,Q86YC2,U,False,False,131,SMC2,1197,8d50b8f6cbd845496d8ea7f022f33178c159d7405ea5354b1ba34cb82fbb6df5,O95347,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.313995361328125,-1.8680880864461262,0.4837041199207306,-7.4858503341674805,-8.808975219726562,-9.809101104736328,-8.701308886210123,202.0,183.0,126.0,232.0
