query_gene,query_uniprot,partner_gene,partner_uniprot,class,query_primary_uniprot,query_sequence_length,query_sequence_sha256,partner_primary_uniprot,partner_sequence_length,partner_sequence_sha256,uniprot_release,uniprot_release_date,optimized_score,baseline_score
ERN1,O75460,GLUD1,P00367,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P00367,558,6a7958ce8e78e7afcef2e8a13decb0d8add7ef63ed66ac10a85e52f99c59ea8e,2026_03,02-September-2026,-1.5466439127922058,-2.2048972845077515
ERN1,O75460,GNRH2,O43555,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O43555,120,4ee117abbaa7dc1aedb19e4bb535f4261a8aaa462353d601a07f60f7671c8770,2026_03,02-September-2026,-3.4684337774912515,-3.0132884979248047
ERN1,O75460,GOLM2,Q6P4E1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6P4E1,436,0aac1c8af4a3115d6bee6d1253186b317ff0d1dcdec309967a8cd5a29a65306c,2026_03,02-September-2026,-1.2861027717590332,-1.819849928220113
ERN1,O75460,GPR33,Q49SQ1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q49SQ1,333,93cb81b303de0a6a29aac263fdc6634dce45b77db0414abd4d152a0bc75331de,2026_03,02-September-2026,-2.6601183414459229,-3.2793512344360352
ERN1,O75460,GSTT2,P0CG29,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P0CG29,244,0404379877fed2b0a266d76f928eae7fbe3e0a15896940b779d4ed99ef7542d4,2026_03,02-September-2026,-1.2399839560190837,-1.3602675199508667
ERN1,O75460,GSTT2B,P0CG30,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P0CG30,244,d861ef5d3ecaec79ae03dacddc2fe41e94515aa6081117382bbad91195308754,2026_03,02-September-2026,-1.3197286128997803,-1.3964837789535522
ERN1,O75460,HBQ1,P09105,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P09105,142,0125d8ce04bafca978fedd75b7cb6fbb587a44858715439ab298c5a61df95ab4,2026_03,02-September-2026,-2.2371808687845864,-2.7544419765472412
ERN1,O75460,HSPB1,P04792,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P04792,205,2a8dea702c078e1707e7bcf15fc310c9e24017a7b559e15e672351b2fbe2387a,2026_03,02-September-2026,-2.9543581008911133,-2.5075973669687905
ERN1,O75460,IFNGR1,P15260,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P15260,489,dcb9b4a6becaaea58f3bff89f3736e25aeb87325449286126ef0c7c1b2f1a6bd,2026_03,02-September-2026,-3.1259732246398926,-2.309806982676188
ERN1,O75460,IFNGR2,P38484,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P38484,337,39f1023222b5396289e6b79ccc0bc7c99505cd46757ec2cb2a00f94d07521e2c,2026_03,02-September-2026,-4.8584907849629717,-3.1974825859069824
ERN1,O75460,IFNL4,K9M1U5,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,K9M1U5,179,217c64713040dcffed7301b330ffc55f7987b2de832e55083328372705d64145,2026_03,02-September-2026,-4.4913636843363447,-3.8739570776621499
ERN1,O75460,IGF2R,P11717,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P11717,2491,4b06c005b5a58ea6f0458766c645eca4634f2ca637a3a822a703661aaf4d15cb,2026_03,02-September-2026,-3.5686709880828857,-2.8194099267323813
ERN1,O75460,INHA,P05111,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P05111,366,14134b7f0ca6abf73a32e796893507e5109356e59fb65711cecb3f3c01db0c0e,2026_03,02-September-2026,-2.8730417092641196,-1.8816728989283245
ERN1,O75460,INS,P01308,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P01308,110,99603f8fb1e9872e2d24ee1e9f85108c2bddea6b148a0f1099e16ba2715c8263,2026_03,02-September-2026,-4.2275891304016113,-4.0729948679606123
ERN1,O75460,ITGAE,P38570,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P38570,1179,a260ea91bf79978ff722e78a508757bebcf20dc67aadd4ed02e3f842e16ca788,2026_03,02-September-2026,-6.0178265571594238,-3.5829068024953208
ERN1,O75460,JAG1,P78504,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P78504,1218,9e09344716f80e5ff5d1f913ca90061a26fdaaf4f8836649f84bd66c1dbd4aa5,2026_03,02-September-2026,-3.0728203455607095,-2.3439041773478189
ERN1,O75460,JAK3,P52333,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P52333,1124,18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,2026_03,02-September-2026,-3.2747081120808921,-2.5293871561686196
ERN1,O75460,JUN,P05412,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P05412,331,e270b69d5cad9233c44e1cb8d342e1498eaa49ad454703f9eff1a4329acd3e1c,2026_03,02-September-2026,0.27167832851409912,-0.57182074586550391
ERN1,O75460,KATNIP,O60303,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O60303,1618,f84754c1fd2f1dca361852458fb31b9b975fc7fe53e2d71397e95a84461dca06,2026_03,02-September-2026,-3.911168416341146,-2.1991738478342691
ERN1,O75460,KCNH3,Q9ULD8,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9ULD8,1083,d52cb68cf313abb92b85c6ec578cbae3626037f7a7e627f91660fd422eb6bca7,2026_03,02-September-2026,-3.0342210133870444,-1.9921360015869141
ERN1,O75460,KHDRBS1,Q07666,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q07666,443,b8f8a175d7403684fd385be012e3e43d33dcda33659089ea7eac2a2d8147e92e,2026_03,02-September-2026,-1.4901370803515117,-1.1949286460876465
ERN1,O75460,KIF14,Q15058,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q15058,1648,e5f17b864a9187d9087d584c0a184f4364a8be24f3becc1bebbc77a44ff0d1a2,2026_03,02-September-2026,-2.8194193045298257,-2.2789414723714194
ERN1,O75460,KIFAP3,Q92845,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q92845,792,7f55f4e30528934cc3ebd679a34c157d6975e1917313680e1d2de1ecea087fa7,2026_03,02-September-2026,-1.6924721002578735,-2.1305510203043618
ERN1,O75460,LAMC1,P11047,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P11047,1609,1a8b88ee0ff68369613d7e7aca774358eca8fd5806a1774b45cde2bc946853e6,2026_03,02-September-2026,-4.144875367482503,-3.2339611053466797
ERN1,O75460,LCP1,P13796,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P13796,627,7430cac732dad0f48c128eb850451c663e65afd2c7f6418e333d1885491fd3d6,2026_03,02-September-2026,-3.4244681199391684,-2.3076227506001792
ERN1,O75460,LGALS3BP,Q08380,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q08380,585,3a59abed5ecc409100870d1be3d9c82bed9cb1cc411ca91c1e7c3f767010db95,2026_03,02-September-2026,-3.5764011542002359,-2.5795088609059653
ERN1,O75460,LLGL2,Q6P1M3,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6P1M3,1020,c3922a208f078429f0606e86983825ba5f2bf90b1fe0b109456d7f0bb46f7e1a,2026_03,02-September-2026,-5.2481632232666016,-3.7187227408091226
ERN1,O75460,LPIN2,Q92539,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q92539,896,6d984e83a237b02e8ea0a3a61c485bf5d9f4200349e7edfdee4770099e3b4473,2026_03,02-September-2026,-3.6252381801605225,-1.918699065844218
ERN1,O75460,LTC4S,Q16873,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q16873,150,86552e0755fff75b984b55144d2ec1ea1330c48b6b293fd5c35ae8ac2e1ef278,2026_03,02-September-2026,-2.405549923578898,-1.654537598292033
ERN1,O75460,LYZ,P61626,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P61626,148,7d0e4fd9fdc4406e6179855d1e2bf7e9aa182416262a70dafca656fcada3f2f7,2026_03,02-September-2026,-3.9053089618682861,-3.6907563209533691
ERN1,O75460,MALRD1,Q5VYJ5,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q5VYJ5,2156,f2d97e2810c912fb12e2da61a67640b8f873e0e22f3f5ffda408c8e222c9417a,2026_03,02-September-2026,-4.4472678502400713,-2.9478062788645425
ERN1,O75460,MAML1,Q92585,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q92585,1016,5c45f0fb13941cb8cbee483d3a11e88b0984f95709e4dc7317fb232d039d0e20,2026_03,02-September-2026,-1.5597580075263977,-2.8841214179992676
ERN1,O75460,MGP,P08493,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P08493,103,4d3f78ac27ea93cddf2199dab3249f85e2f381e90619fa97496a26f77c5e21a6,2026_03,02-September-2026,-4.9111619790395098,-3.8680515289306641
ERN1,O75460,MME,P08473,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P08473,750,1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,2026_03,02-September-2026,-5.2721819877624512,-4.2515803972880049
ERN1,O75460,MNDA,P41218,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P41218,407,eda1dd6b2040182f6e0cddf8dcf324cd249e08cb8a148b4d315603865e37cf67,2026_03,02-September-2026,-2.6340512434641519,-1.4993914763132732
ERN1,O75460,MORC4,Q8TE76,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q8TE76,937,5466c79fbc3744e58b580a83164d97961dffc3f510b808978ea3054648bccca8,2026_03,02-September-2026,-2.8403465747833252,-1.7172270218531291
ERN1,O75460,MSH2,P43246,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P43246,934,e27b898beec9c370e421fdcb5b7e37dd8801c81224cd397a021ec76dbe4096ea,2026_03,02-September-2026,-2.1245888074239097,-2.7834304173787436
ERN1,O75460,MTA2,O94776,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O94776,668,e806eb990c23406980bd280a75a58b9e7f098e175cda2d7f14b6a27663274092,2026_03,02-September-2026,-3.1659328937530518,-1.7160250743230183
ERN1,O75460,MTIF2,P46199,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P46199,727,6303f4332f98fc096068e330026ac520cfbbfad0e690afd02e6379f43b2a4eb4,2026_03,02-September-2026,-1.6746679147084553,-1.8675097227096558
ERN1,O75460,MYC,P01106,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P01106,454,655b0e233155e540ef48affcb42464bb12cc38b193cd9ef302606592bd7f7b73,2026_03,02-September-2026,-2.2610989014307656,-1.9886810779571533
ERN1,O75460,MYO7A,Q13402,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q13402,2215,73812a148da2124b02ad7bbf426132d3c7aecb3f5eb54e27320e71cd3aaa31ff,2026_03,02-September-2026,-3.6623464425404868,-2.4139417807261148
ERN1,O75460,NBPF1,Q3BBV0,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q3BBV0,1214,7543c3335264b2cb3239303e7b9763f4b212aab7736cd9d40f363b874c34fa59,2026_03,02-September-2026,-1.7591483195622761,-2.2238395214080811
ERN1,O75460,NBPF10,Q6P3W6,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6P3W6,3795,d69da83b1dde7bf71fc669b798042769926139dc2fd11259d0b8a5ced7dff133,2026_03,02-September-2026,1.2841463486353557,1.1372684240341187
ERN1,O75460,B2M,P61769,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P61769,119,c319ce623de7d59e9e73c6daf7ec603d5e5ed48358f54b97d1eccdc3c9bf693b,2026_03,02-September-2026,-5.407392342885335,-2.8988601366678872
ERN1,O75460,NBPF14,Q5TI25,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q5TI25,2988,1aae220279f17009b24ea958b83f76ee23bc57c749fbe7ae4685dc305618d1d6,2026_03,02-September-2026,1.2685176531473796,1.0252508719762166
ERN1,O75460,NBPF15,Q8N660,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q8N660,670,a82125cb9e46f9041b4d289f3ff67f9a2207f3801cda4298c4e7e8b6dc441a99,2026_03,02-September-2026,-1.0985051194826763,-1.1231375137964885
ERN1,O75460,NBPF20,P0DPF2,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P0DPF2,5207,598d80854d22af76292797aa90ae19cbe3868419b1b5d1dac2f85890e238b1f6,2026_03,02-September-2026,2.6177404721577964,2.9243183930714927
ERN1,O75460,NBPF3,Q9H094,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9H094,633,e03dd3c87d393a575d973b013b3ed79497a897ac3abcd4c04fe34aab2c064abd,2026_03,02-September-2026,-0.75225752592086792,-0.8097051580746969
ERN1,O75460,NBPF4,Q96M43,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q96M43,638,614eccc47a7b7f886b026b77442afc9bd174d07404e80529563fab5b46ec93a2,2026_03,02-September-2026,-1.0724116961161296,-1.100339690844218
ERN1,O75460,NBPF6,Q5VWK0,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q5VWK0,638,3ad589c8a8c48f04b9e85eaa71ccf37057dbf8768c2cfe30bf46fe3e01b5b2fe,2026_03,02-September-2026,-1.2239779432614644,-1.2130297422409058
ERN1,O75460,NBPF8,Q3BBV2,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q3BBV2,942,3f5625571168311ef75e1c94296a33489011605d6586a1aeb8c0f8decbf97b22,2026_03,02-September-2026,-2.4501341978708902,-2.3636661370595298
ERN1,O75460,APOA1,P02647,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P02647,267,20bd84ee6389e0b308a703dbeac0fef73e30d29df50f52e042d07f0fd84f710e,2026_03,02-September-2026,-1.3595520655314128,-0.70331219832102454
ERN1,O75460,NCL,P19338,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P19338,710,6a59d17f93a02d47071478fd805b70d01d5b2217aac57ffe1423428ca3d0c611,2026_03,02-September-2026,-4.8369232813517256,-4.0492701530456543
ERN1,O75460,NISCH,Q9Y2I1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9Y2I1,1504,4c8109fd3a64faa49984ec6febd82849e4f2108437986ccccf6f3849c7e6747e,2026_03,02-September-2026,-4.0932834943135576,-2.2313601970672607
ERN1,O75460,NODAL,Q96S42,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q96S42,347,5647f12899f38f261cfc4addd801785f78e435d126230933860181a47da89670,2026_03,02-September-2026,-3.3494132359822593,-2.144047737121582
ERN1,O75460,NOG,Q13253,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q13253,232,3c0cbdd6f4bbb1bb5aed19caa3c9568afbdea3ba74a6053327b40cbcc6143a34,2026_03,02-September-2026,-3.3858055273691812,-2.8088563283284507
ERN1,O75460,NOTCH2,Q04721,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q04721,2471,5c8f5b6440bac3e2b67ad896078aad514be41af2632116e225d863068420541a,2026_03,02-September-2026,-2.2925915718078613,-1.0065587957700093
ERN1,O75460,NOTCH3,Q9UM47,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UM47,2321,de1abe5d688aabf4a87f460e9042587a2b972609f005b01d860b95e1ad1b70a1,2026_03,02-September-2026,-1.5205042759577434,-0.85321261485417688
ERN1,O75460,NRGN,Q92686,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q92686,78,43df63978e68eb84d05c7f2f9d06a994df89b821452dc8fa6c03aca7361ca96b,2026_03,02-September-2026,-3.8451588153839111,-3.6675955454508462
ERN1,O75460,NTF3,P20783,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P20783,257,51d8e5a0dcb4df0c94896dd5fab8ca5deeb4523aaee8ba6ec6948763443b91e2,2026_03,02-September-2026,-2.4324746131896973,-2.4776921272277832
ERN1,O75460,OFD1,O75665,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O75665,1012,085de0ae9f5b09afc09f39c333af184a66d34141388a00f394f155bc0a179f09,2026_03,02-September-2026,-2.9587320486704507,-2.1990161736806235
ERN1,O75460,PA2G4,Q9UQ80,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UQ80,394,84df6dbee2e77fb5bf8d218824a093715dbd463cec265c834efff97d28e828bf,2026_03,02-September-2026,-2.6332036654154458,-3.2278010050455728
ERN1,O75460,PABPC1L,Q4VXU2,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q4VXU2,619,6e513900c57b1795ae81baa163700334098d05e51394782803c5a133ab2c4581,2026_03,02-September-2026,-3.568213939666748,-2.5581192970275879
ERN1,O75460,PAPPA,Q13219,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q13219,1627,d0a4254dee583de46136595f1585f13dfc46dc8319eb2f70f13413134583b3da,2026_03,02-September-2026,-4.0452866554260254,-2.6554973125457764
ERN1,O75460,PAWR,Q96IZ0,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q96IZ0,340,1599957bdec6c667057c1844411470db474197eba41f833a7bb1f5d4309090d9,2026_03,02-September-2026,-2.6127781073252359,-1.9614051580429077
ERN1,O75460,PAX6,P26367,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P26367,422,aebeb991234cd8a3f1f9119514f08bdc27db6cf14e01c7773710111bf11162b7,2026_03,02-September-2026,0.11481552322705586,-1.1376746495564778
ERN1,O75460,PDF,Q9HBH1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9HBH1,243,b4438b03f8f4378f4340859fc57205e04f1af86ea23fa33eb6a7d1d643fa3a9f,2026_03,02-September-2026,-1.4098867774009705,-1.8244565725326538
ERN1,O75460,PEG3,Q9GZU2,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9GZU2,1588,1e038bde0ce5b77301bf7290076bad945997df9fe5c19525c2ac9f05437aa4bc,2026_03,02-September-2026,-3.0497828324635825,-3.2435318628946939
ERN1,O75460,PHC2,Q8IXK0,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q8IXK0,858,5a0f192fb3dfefbb6cd7818f8cf44efc601ed56db4cc46bd51d147f8c1d5b830,2026_03,02-September-2026,0.1649193118015925,-1.5934863487879436
ERN1,O75460,PKM,P14618,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P14618,531,235809418d7d3cef7abccc00fcd104e63b3d4dbeb831a48bc93d353237931b5f,2026_03,02-September-2026,-3.7040843963623047,-3.4418835639953613
ERN1,O75460,PLEC,Q15149,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q15149,4684,1f96b8396865bcd599b40acd20ba34d637cc6623c459189abdcc1f54b2953dd0,2026_03,02-September-2026,-1.4915960629781086,-1.7471771240234375
ERN1,O75460,POLK,Q9UBT6,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UBT6,870,a9c2f7f66fe8f1cfccec9da82cfb8ef77827cdb32244794e7ae58d0cbfd592aa,2026_03,02-September-2026,-4.5890262921651201,-4.0074007511138916
ERN1,O75460,POU5F1,Q01860,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q01860,360,c6865e290771ffb5c4297e4dc0af8f301fc64eda03976e667c54cc51f5c0bd81,2026_03,02-September-2026,-1.474044958750407,-2.1746275424957275
ERN1,O75460,PRDX3,P30048,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P30048,256,d637974b8084f6d94d3f1f830f012212805c2e79fe24c17bdd273b507b6db9f1,2026_03,02-September-2026,-2.9882506529490152,-1.8560434977213542
ERN1,O75460,PRKG1,Q13976,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q13976,671,302cee0ea5d836a035a435c47963b1f5c713d909486a412fd74929f18d3298d7,2026_03,02-September-2026,-1.2684093316396077,-1.5606884161631267
ERN1,O75460,PRMT7,Q9NVM4,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NVM4,692,cd700ef5170364ec8023ae1398c0fc1dc4acf656109c79a620a1859c9e00c15a,2026_03,02-September-2026,-2.9394934177398682,-2.5198781490325928
ERN1,O75460,PRPF19,Q9UMS4,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UMS4,504,58d649daa1e1b12ac8e4ea006041007ed2d2425f221c1b2ef6bfecb8bf89432a,2026_03,02-September-2026,-2.1141682465871177,-1.8682688474655151
ERN1,O75460,PSG11,Q9UQ72,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UQ72,335,ec0399a943ea7e9be401934a12dd08ace292921208b76d3bebb843a78c0e8f52,2026_03,02-September-2026,-2.0165862242380777,-2.6931141217549643
ERN1,O75460,PSMB1,P20618,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P20618,241,d839c1e7bbfddd8a991606764ce2993b78e0eb29cf1b0a10f239de93296c3067,2026_03,02-September-2026,0.33307253321011859,-1.5489787260691326
ERN1,O75460,RAD18,Q9NS91,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NS91,495,fd300aa51cb63fcdc7adcbb4cb95ecc5cd4ed4c11e09adb64bc14175d35edba1,2026_03,02-September-2026,-4.2255894343058271,-3.0091833273569741
ERN1,O75460,RAD23B,P54727,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P54727,409,05eb8f1a36ba790f88e4aa24996d86f186f71f1a54d3cf3bee948e9304d0ef93,2026_03,02-September-2026,-1.507807731628418,-1.7317635615666707
ERN1,O75460,RBP3,P10745,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P10745,1247,08a3086624115d3427edd7ea0a308848c7b272e24903d1b2600e605d37a8340e,2026_03,02-September-2026,-1.7395233114560444,-1.9033534526824951
ERN1,O75460,RNASE4,P34096,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P34096,147,bdb5ad9576d2cdc105ab026ff994ab6cc94d822a84c2d7026054072b48cbe771,2026_03,02-September-2026,-2.5305231412251792,-1.8522926568984985
ERN1,O75460,RSL24D1,Q9UHA3,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UHA3,163,2b22cc782836b33ac36b5284d2d889443c71a2569e9bd813d7429da8297fe3e8,2026_03,02-September-2026,-3.1437154610951743,-2.6699074904123941
ERN1,O75460,RTTN,Q86VV8,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q86VV8,2226,1c1f1f8acab362f1d3d3bc6f83e633e3daaf50ac103b027dd430082ae60a04df,2026_03,02-September-2026,-3.369350035985311,-2.7402061621348062
ERN1,O75460,S100A3,P33764,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P33764,101,5b3f212a4523c4ecd68bf69eb59ce3cb318332fa9e8acf9dfcbc1917577d188b,2026_03,02-September-2026,-3.2144660154978433,-3.6199010213216147
ERN1,O75460,SASH1,O94885,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O94885,1247,3e972be09e8482828e26ec4fa5f2c68ed29d079b9e55555b3bc8f10ff0e80d63,2026_03,02-September-2026,-3.3463575045267739,-2.0085701147715249
ERN1,O75460,SCGB1D1,O95968,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O95968,90,f306bfe65b2044df2a408e124e052d25dacf3a87210193306674141d54c14cc5,2026_03,02-September-2026,-2.1707761287689209,-2.7625365257263184
ERN1,O75460,SHOX2,O60902,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O60902,331,b4f5c7df61645f861a771b4f9c6b38adad6bb0ff053800200dde26fa52036a94,2026_03,02-September-2026,-1.3961018721262615,-1.903031587600708
ERN1,O75460,SIRT1,Q96EB6,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q96EB6,747,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,2026_03,02-September-2026,-4.2099170684814453,-2.4785806337992349
