sequence_sha256,historical_exact_TRAIN_endpoint,historical_exact_DEV_endpoint,exact_train_31k_P_endpoint,exact_train_U_pool_endpoint,exact_expanded_development_endpoint,any_model_exact_TRAIN_DEV_endpoint,newly_flagged_endpoint
4422983dda94b790f273a58a2f7a5be42335dd707c2edae344275691270a973a,False,False,False,False,False,False,False
4428d5ca7b8df475966918947ca736ec843c3711c378e030fc80f219c5b8c1a9,False,False,False,False,False,False,False
442f5fc40b899ac02544c90ea25cbd1b485f8870dff365e0f8c4d85f8de7d2ec,False,True,False,False,True,True,False
443375626bc2671b261d0cde32446164daae2e508fb48c46712314e7413bd013,False,True,False,False,True,True,False
443468166761469fbba7480f627c102358963a63d04a4ad945797ee2ef2a67d6,False,False,False,False,False,False,False
443901ac7c0e21ec4fb6a153c4b7f651d29149372ad38494dbacb59628017f0d,False,False,False,False,False,False,False
4440de4f86e4c2e4952406559db8d97d6089d8d308c20ff87343c6b5114f38f5,False,False,False,False,False,False,False
44416ee1ad4a57cfabb3099fb9fd2da7ec3139104b2f5bcc50fd424c904c9701,False,False,False,True,False,True,True
44422865b2b1a4d71288ab8fd130b74c7b913ab570a44816c7fb0f6dd6158f01,False,False,True,True,False,True,True
4443d41b5d880dc91fbff834c17098884d53c3909088a3c7250210a266fea1d3,False,False,True,True,False,True,True
444c2af02066749bb3efe36b20be38eb46404b4fe37800b43a60aa53d3aa15b7,False,False,False,False,False,False,False
444ed56e3b5d0198dc9de65ffc388ca9ee88b86faecd9e87990f6a6cfd88f448,False,False,False,False,False,False,False
445033b75c4abcec8787d66c1b6fce5211733610b1ffb08175cbbb98c3a2ffc3,False,False,False,True,False,True,True
44516b7e4e0bf3e1c97f6a53bc41bdff933769e1cb96edb986dad7197ef35eb2,True,True,True,True,True,True,False
445444c1046cfb28085e5d4f6148d2db63e804fe9ebe73c1235fcc77b4fe35c2,False,False,False,False,False,False,False
445c11692e4af48f67d2b5331a2a939e45a2697d801e14a69be3ef1714a72e5f,False,False,False,False,False,False,False
445c8528bb178293ce9bd12adce6658f4ae25928e13ac43c03752e249c63920b,False,True,False,False,True,True,False
445e5197047a756031ea216ec06b34b806f6375137538764ce451b4de0c8de25,False,False,False,False,False,False,False
446131d687021dbe4415f9fd5ce2fcc70649708906293dc4662dc5d48a5235f5,True,True,True,True,True,True,False
4466a9fc1e1f5c3b796fbdfe4885ecdd1d5cb9ea13628e8ba1900e0b8b0fc83c,False,False,True,True,False,True,True
446ae87b28b17cbd44ea961ddbffff0fa8155a917b3def698fdb088772575bd3,False,False,False,False,False,False,False
446b0592a2c6ad5d9ae730cd172c86496dea7eb063cbdd464560c97f6353af14,True,True,True,True,True,True,False
446f6069f2afb8e737895dd2a4213e5d43cc20011ab79a5a61b2df680b59593a,False,False,False,False,False,False,False
447069014414a1331d6d8f5749c7df9a9e9fe3fba4beef01a2d899ecc0bf27bb,False,False,False,False,False,False,False
4484602d6ef8b4fe853fff3928214647ddf149448dcac4a5152ca0495f8bbeee,False,False,False,False,False,False,False
4485b0158bcabf1be687311d3254e95b637117dd06a297fa926868902c496c73,False,True,False,False,True,True,False
448d7d9ae236ba8399b1f24bec729ea78258d26f470e4e38f55fd2acf8ce0a05,False,True,False,False,True,True,False
448f85cd7dda1f73b36213cd2679b86c6c3a55236f4e0364090361b2157759cd,False,False,True,True,False,True,True
4490e08dd9c23ae635790d68f8da7ac13fc7332b288904fd0b7c9a5149f93d2b,False,False,True,True,False,True,True
449297b70ca46b01f1c68008234d366e5ec9218e1e8ec0e484b074977f3ddeb8,False,False,False,False,False,False,False
44935c7b53930658089f51ef3b2a5da9d71683f6ce3735347649b7ca6a54cab4,False,False,False,False,False,False,False
4494f63183bb88754f9fe32799f737d7a9a4fc651726d96acc6d97fca08df5b0,False,False,False,False,False,False,False
449b42041a308a8c72a0f53c2b296b79e10190c7862ebebad86293be628b713a,False,True,False,False,True,True,False
449ccff075f9ba3f4b2365cbe5327299b77ac6acd7bc5abf86979eb91b403d25,False,False,False,True,False,True,True
44a1f60f220e5124334d7d98343dfc644b01424294e481b4cf40cc9cfbbc6e63,True,True,True,True,True,True,False
44a39c0abf90e9da9f443ec722b161d35249899412fcaa9128d2dcabff95ca11,True,True,True,True,True,True,False
44aaa3b89f059a76f4ff72aa851a62903a233a4c0a069e6c3f106e549632fb51,True,True,True,True,True,True,False
44adbc3029efd6c690accac06bfd2f5b58e943b7492e8aa53c64b2fde151d155,False,False,False,False,True,True,True
44b048fd223c5063c5d3872d58c028d1fef0bfe35430a2f6bd537361e67565fb,False,False,True,True,False,True,True
44ba7ae7720c01d169db45a28f40bd8d4f3f95b739abc01387533d99ab3f8fc1,False,False,False,False,False,False,False
44c2ef3e8e551644abfa673f21ce4605b72d680b75f20f4f6c931dbde302f152,False,False,False,False,False,False,False
44c967dad58260d3144a522107b089a2b1cd894b88c00419bbb69415b4b6e7bf,False,True,False,False,True,True,False
44ce8fe8baa1bf8bf4a83b4cc403a9d3732f0b57c037edd4a0ed59dcf895009e,False,False,False,False,False,False,False
44cf1c391cf913202e3ddd533c1d6db0a06848b41b74f966b67b55eaf251aa7e,False,False,False,False,False,False,False
44d39132ef505f1fd700b0509ae7c52b8390fcb7ef25cd7c78c7585b437ec757,False,False,False,True,False,True,True
44d644fded1106c7798f23404f6259d4a56f52e874b192053880a84f91b2384f,True,True,True,True,True,True,False
44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc,False,False,True,True,False,True,True
44da1ef40ff8f2a1b0b99e7b2525f5b95dbb48c742cfd47b729e55b8d8ae9889,False,False,False,False,False,False,False
44de0a3729da83cf1f18a682c34c66e480bd2a201b8d7ff10f2ad16646279d13,False,False,False,True,False,True,True
44e145d592a9a930883d886739ce4e921549866510257ecef8d9bc025d7cbf4c,False,False,False,False,False,False,False
44e1c48e0ff0e3637a98d7b4a3ee3d002dbd3b3970e3aec7366786264036d152,False,False,False,False,False,False,False
44e395f9b41eb651862628fc933e70eec3bad31789884a36637cdf614850b254,False,False,False,True,False,True,True
44e5fb5c4ec6f0db1ddf05c1e3bc124e9efa1765562840c18a5edb782ecf5ad1,False,False,False,False,False,False,False
44e9d65a85e80ee6b1b922fb4bfa588fdf7a95f76eb776d56c160f527c6928bd,False,False,False,False,False,False,False
44ec79dbf9d94a4ca160bacc139b8b7914dc08609d7899126beafb4bde83ce5a,False,False,False,False,False,False,False
44ef1d7772f1f9cde67efcb35d5916fb5dc49f0aad8a74e76a42179ef6797355,True,True,True,True,True,True,False
44f5bde9e3c0d2fd2235c6145825a48acb7fe5529fff199e6a2bcfa885f09809,False,False,False,False,False,False,False
44f63d7b82acb37db8c72c5cdc5ccbdb174a4ec5042b53da94c72c51a1d559cd,False,False,False,True,False,True,True
44f696e171d883274f495ac8ebbdaafaf944400aabaa15bf68575af91d776814,False,False,False,False,False,False,False
44fb0f36e6edac9183c06bf51543f6985304e98346a3aaa25a3df43aee225dd5,False,False,False,True,False,True,True
4502c25074060c177ea84596cd79ce6592787b6745e4cfdeea1beca60270d036,False,False,False,False,False,False,False
450304851c7d62448a257dc31c3b7df0373704b9f4e65f80a506ba056cae7644,False,False,False,False,False,False,False
45042856587dcffaa4ba3802b9ec20b087e71a6d6533cdc10d1774a4b753da1c,False,False,True,True,False,True,True
4506e40e5bbc407c7909f44c9c8f8d88303a3f24ae8647afbd5c6d0ac657c4a6,False,False,False,False,False,False,False
450b50966dcf79e8827c844f46067f515f547320225d22e53d7c84a57a31c81e,False,True,False,False,True,True,False
450b9cdb9ec6ce53744505ad0c72b411b19582b368080aeed02740466786976f,False,False,True,True,False,True,True
450cdd4bd5e01a6c923a276751d4c4e3e94a6a2dc9e561afed501944079f8197,False,False,False,True,False,True,True
450e5282e7ace0067dece0c17c0eecebb03c8a24ba2d8844664ffec86a3ecf34,True,True,True,True,True,True,False
4514506249a43ac49c13ce05c8ae2cd48bf958583f45c74d636d43042d5e348f,False,False,False,True,False,True,True
45183e6a553ea831b8ebd33161ff52536b787b31f7f577f9b5d2e6506d8b9598,False,False,True,True,False,True,True
4518673b98d456fb3da280c3ef86213d5de6061dd606af54413ccc14ee59372a,False,False,False,False,False,False,False
451912be6993a796cd406ab971e983870033489574db6a2cac25d8d1522481df,True,True,True,True,True,True,False
45222c5977237c7d3e339cee6112d0d1e8e1340c4763dc495ff7c6ea70ce89c4,False,True,False,False,True,True,False
45260e1acf42a4c46ccaddc3f555fbd74a1a35c81a957f982f205f4f076a5ff8,False,True,False,False,True,True,False
452647d9627b414657f8b5e4602e80522ac3f89909b796370ff8fba35f938739,False,False,False,False,False,False,False
4529d3032953499582b8bec8d19afc061cb89f1bbf7cafd1012e089197cf1d76,False,False,False,False,False,False,False
452c28ed0fb9f53d0aa031bf772534552f4bcf432cd9b86cb18ac8b36e4e9edf,False,False,False,False,False,False,False
452e7ee70de5ec0f740f7b5323d9b27cc445c9c5277b64cabdaf864486f526a7,True,True,True,True,True,True,False
453b958bb2a141ec6b679b59f46f5be7de535e55909b55918a8a66c684791f0d,False,False,False,False,False,False,False
45407ea536db2a01587d1dc11f120fb301cff0e6023bc31d5cb9975f4481cc67,False,False,False,False,False,False,False
4541871e6c063ceb2ff31b1e9654bd428855b383678d015c7464b9bf1e1f38b3,False,False,False,False,False,False,False
4543872087edfc2e85df5822f8d0252c5acf4142ee840c87ace98718b77e4400,True,True,True,True,True,True,False
4549de095fdfbd1297cd2e2847752aba105b27b202eb5088582e46a6662d7ead,True,True,True,True,True,True,False
454a65b74d893b1c3578ee36073bc3924c6bb1d6e3fdb1ec3265b4e42c63e98f,False,False,False,False,False,False,False
45552375c2aaf6fd3da7e09c29e453b7dc15dad9b85c8e6e15dde83635075adb,False,False,False,False,False,False,False
4557576b98b04dc530e744b2dc2bfb6f823bc627818d1530cb6dd234a4f125e5,True,True,True,True,True,True,False
4558a87873450f2dd24342d0248843c348ad563da74240e5674ebc605f5fd625,False,False,False,False,False,False,False
4558ef164b75535e3b98e775e56acfa44d4286389b10d6563a232ba929630991,True,True,True,True,True,True,False
455eb506eefd12f2ab2d850a28f9c904988ffa9c357d9ae69b43ee380cdd7f55,False,False,False,False,False,False,False
456b0bd6f627e1b046e11eb32cede3edc8125bd526e9d62d6a237b897f455cff,True,True,True,True,True,True,False
4570d0d3c9e880c8df14a8810251d3dea484ca38458a327c2b90cab9762dc4fd,False,False,False,False,False,False,False
45754b53aa3bd655dcdacd9ac51a772672eb866d65085f78b078a13c14ceaef8,False,False,False,True,False,True,True
457909dc78fa51dc33b294adff287def026b26cb51405e5236d82ba292efa0bb,False,False,False,False,False,False,False
45791a6373c12899e3702cdf2f245577a57f562d625f6457f8a8490ff27fe1a4,True,True,True,True,True,True,False
457eb1d8a75853d883bb26515f0a64fe8e75ffefb1e0ed0dd6979d13df66f8e0,False,False,False,False,False,False,False
457ed4d1436db87c37941ffa8f240483af3fee0f03c924470f9b79563c1aa8b5,False,False,False,False,False,False,False
458118c1f0eaa8fb49620a81dbf83e3f87e60c1d4fbf0c24dd8c5f39c8e2482b,False,False,False,False,False,False,False
4585090b2fc9b46bc75ecbf0e1efcab5ec0dba7ea46caa6c17dec8c82a0fce2a,False,False,False,False,False,False,False
45892a5295877c88d68909ea3a1102c93efb12f76776bdac44e8bf30c8033604,False,False,False,False,False,False,False
458e04ec2824597dcc4c487fd25d81d424a2a89ef646cd183c0597b8f5218b43,True,True,True,True,True,True,False
4590ffafd454e1cbdb740e91c74acfbf81c9478a33230a5f22da3ddf3ebcb842,False,False,False,False,False,False,False
45918d8edd08b15fec0368f522b73775bf7bdfa6ebd5f3c92a5641bf35afc0c7,False,False,False,False,False,False,False
4591f631a00295d49d6c13afb681093e8b4eeb660ab65b42a1c04012d8438d8e,False,False,False,False,False,False,False
4599146c4de40b5056ae9015b7fa32c1e460585fe0492ff63550e47ecf510727,False,True,False,False,True,True,False
459b0c42521ace247f3c5d6f9faf20885dff649538725da3dc04a59b35a90114,False,False,False,True,False,True,True
459b9c554b84edd32c517c73575612037f9af85b2da49829192e2066fc08975e,False,False,False,True,False,True,True
459bab23d87c28b3ba77c56f247fa82ff487f626c24b5213ba04be12f4209618,False,False,False,False,False,False,False
45a6e0e87eb427faa288640fa12dc5db822b5944023abece7fb0dcf82f43d851,False,True,False,False,True,True,False
45a9760e78cad39e82338d395bda4e86ed5d94c2b38efb6c68be26d527adb742,False,False,False,False,False,False,False
45ae2462dbc8cd5ef2ad2aad1ed0cdc83eff9202e8c0b23570f716a0efd630bb,False,False,False,False,False,False,False
45b0035af7eae7ea1f6127fdb174303ab7a9413fadb1a544022a6b1c043b5aa3,True,True,True,True,True,True,False
45b45efd2e187945386a246ab3bbcc2fb2b24b49dd55c406708910319b40d33a,False,False,False,False,False,False,False
45bf6d2c1b94750f98f70cdb47d0dd505aa3287077a7120c5e9ed3775cca1bd2,False,True,False,False,True,True,False
45c575695596b92ed68d97f0e64ba28127b90d89de14e61258bd679f6299d539,False,False,False,True,False,True,True
45c7a28751fa41f6f5ffc1ab8d6b937e48eec54a1db5c9263123c5b7237dfd3c,False,False,False,False,False,False,False
45d7bc6ced28d17ae19f79f7acf144ec4674d46032ada69d58af93b3a389080a,False,False,False,False,False,False,False
45da29a89079defd20389de47bc4c8086b7a9f0cdc6b4f47d756e36e1b1ae795,False,False,False,False,False,False,False
45dc8f60c4908bcec8d2f9a7b627c10b80557be47f342f9d04bd610dfd4b9ded,False,False,False,False,False,False,False
45ddb96a067b308e5f5109b8b0a1a8d41762e68566020184fe05c023c3f498ca,False,True,False,False,True,True,False
45de037e40b8d0917e26d44970916d46b6f44b90f2f6fe18ac5b34fc9f5ef685,False,False,False,False,False,False,False
45e64aef2b8ed6841cfe44996b630d74899dc500eafa69bcaca448be25fceb66,False,False,False,False,False,False,False
45e768a3c04c9442beb6640faecfdd8a6556b04a40a52b10633a3e8ff454e052,False,False,True,True,False,True,True
45ec7024afa5d318d4842e0da45e4ad36fa6ba7814ec0eca177bb6dd494fdebf,False,False,True,True,False,True,True
45ee87218e9c0d4bc7714ecd0bf0fbd854d02d42e4b440c8753efdad7ff68f25,False,False,False,False,False,False,False
45f3ab02e9939e9821bf5e79b4e91444b5fa828c1dd4a006f85598177a887999,True,True,True,True,True,True,False
45f3accf6376a03ae67f2f0f36a751be99371e71b2561159853df3d1cb29c23c,False,False,False,False,False,False,False
45f667054a0f616959a26b726eb6f1d0290b7832999012a1dcd21f3f6c5fd15b,True,True,True,True,True,True,False
45f6fd6948c012f6d3b29948d7576331e0cbc15c39deedd47860bcd9746697d7,False,False,False,False,False,False,False
45fac7e42df723fa1a9b82ccb4ae1a55461d9a6f40bf6452cf959551866a9392,False,False,False,True,False,True,True
45ff389d6fb58675aec2ac8b6970c60bc6123c7c0a52e64b296375d17940c938,False,False,False,True,False,True,True
45fff0902e7a155c002666695275a3a309dbb726691d29377c70ae4730f21efb,True,True,True,True,True,True,False
460152a19084c6c86806d593148043b7c6775528e9d5345a6152ac2d6f0a0de8,False,False,False,True,False,True,True
46020767a77f22f865a3f5d7ceafa9429b6f56137dcc2dd973b5a8bdfceb1caa,False,False,False,True,False,True,True
4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,False,False,True,True,False,True,True
4603353737fe74e780cf46b84f8befda2a6328ea65ab9c9b8d56076a03c8a415,True,True,True,True,True,True,False
4606da97797b928bf6a5e56b0a32be85069a7af9fed117ba9120857c371c91f8,True,True,True,True,True,True,False
460b83adbf36ccbb70c363223b482b2b85cafecf7118558f55a3ef97ef298d96,False,False,False,False,False,False,False
461254012a4d1730ee3cf11c55c6884de25c4ef4df51786597d4849674c809ee,False,False,False,True,False,True,True
4612551b783db5cc966c7b58b33dd29663a94ca5728dce9d40055bbbd8329f45,False,False,False,True,False,True,True
4619a27e5217c5601b7b9ec9df77ac8b1ea7d911f21e3cef6966a9729c3603e1,False,True,False,False,True,True,False
46225b1b0b6405e12ebf15177d9cdbfd29ac67b1d087a3df5a4b954f9db27f64,False,False,False,True,False,True,True
462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,False,False,False,True,False,True,True
46247ea6010eaee9e77baf8640b97b6c49574b4dfa8093a4379b911f82faec35,False,False,False,False,False,False,False
4626866ada5bffedd8bc4ef07eed9d065a38c761b5aa9de4187f8e0b7cf9fa5c,False,False,False,False,False,False,False
462bc559f8112c61a40f381fb791a854a04f7e75db5cacc8f123ddb8ee9372ca,False,False,False,False,False,False,False
462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,False,False,False,True,False,True,True
46303942f3a8936f635d10701b267d7aaa4edeb71588e779f95cfcbbcafc95ec,False,True,False,False,True,True,False
46365505a24087a8245db003d91a36795ff7b34618bf9b32fa64c4ac968db105,False,False,True,True,False,True,True
463675bf275249dbf2c9aad02bae8e0ce309a6780a4e6a23186c8b54e6d8b4d8,False,False,False,False,False,False,False
4638ab93a91e08340aae75e1a31978b9751cd92a507ce9d89981216ff3834845,True,True,True,True,True,True,False
463f5b561bb92994fdf46a2d97044763224003a540ae0c25f067a8896850ae38,False,False,False,False,False,False,False
4643f120297754a54d69145147486ed0bb096de3e80680c08058acac5f86d11f,False,False,False,True,False,True,True
46442fe990309a7ae743099a011abc55c1aa332d19da4659d9174d14dbe45ba4,False,True,False,False,True,True,False
46471c59879b94f60e49a471491e47c9498d5300060b2a9dbcec17cb270c606d,True,True,True,True,True,True,False
46472a70ebe66f1c05e56da06302f37423ad54bf25220987779a3a4f9bffae8d,False,False,False,True,False,True,True
4648ac264f510fcffbb1c7de85977d2b0fa3345a2192cd625d62dba578fbece8,False,False,False,False,False,False,False
464e960b78d2988ab24ddcfe582783567ef2f8225148b81dbe67fae8d5f06e19,False,False,False,False,False,False,False
4658c828cf1633a55f33b12bef13b527edd8cee0c37b08e7884593954fb01079,False,False,False,False,False,False,False
465ba7694e14992beefa12866693eeea7482e40c3b8dcd60947acfa42a0b3ee8,False,False,False,False,False,False,False
465e32eb75ffad6e92dcb3830903335a455ca3141acc10fbe0da80dc757405e5,False,False,False,False,False,False,False
465ea04762c35ae9d57fdc88d15680dadf77eeb2d5ba7cc7505d875cdd486942,False,False,True,True,False,True,True
466bac804339493482dd3c84eb6b61e96f2d32a33274527c8b6a866ddf0f669d,False,False,True,True,False,True,True
466c19f8a1518ed2d88c8ad83b43802e7da0576d2d69c27500050a150e2a1fa2,False,False,False,False,False,False,False
467183d3b4ec9a642fb2124f4fa64d19b7b8edc66fad6f17863f85b5cf6b1c80,False,False,True,True,False,True,True
4673f5cf26c9728549477add7ab8be5411962bc043bf30aa7df73934cbef91ad,False,False,False,False,False,False,False
4678a2d3a64e20e412c83b62cf9d329fd2fb14605492187a5978a310693cde9a,False,False,False,False,False,False,False
467ced9005b2134d713330e197acbeda7b01e0d5d3d8cdc90ec6f5c08835e982,True,True,True,True,True,True,False
4681134390594e14beb69807c47d738e2a4dbd29e776e3ff46cb5374b68fc516,False,True,False,False,True,True,False
4681549ef1af16457231e5b3b74c2375cfc08de880401e6bb9a9d3de7a99c5b7,False,False,True,True,False,True,True
468178c31192403559027f17a995d18d84c2ff7b711558d4e47892a06dce6505,False,False,True,True,False,True,True
468301ebc4fbf564e40979bface76998bd15647e65bf20c68b9616e18df69f55,False,False,False,False,False,False,False
468be68cbcf971565e16066ecd4ba7b71ec51346ea1d59892fce202c8aaa3e8c,False,False,False,False,False,False,False
46906eeabe88b3d2c883e25c2b2a0605dee58991d6c43c2663866af0a7685047,False,False,False,False,False,False,False
46935afa17e305e59a10b2ec903519700175b27a34c5e917a9f3810e1dbffb0f,False,False,True,True,False,True,True
4693c07c40985e901448fa49c142d37ce58ee6415a4e4b08cc92095e3d909948,False,False,False,False,False,False,False
469502023602c0a3360ee571fc077ad8fc8ad6fe8440f29c67ff9ac4bfd0a61b,False,False,False,True,False,True,True
4699e564dca095edac9153423ef6eac4a9f14d986ceac9f6f2da174fe97080d5,False,False,False,False,False,False,False
469be945923f20e70bdc7a13ba32c7527281cb2743a4eb1e2caa87991db1c8a3,False,False,False,False,False,False,False
469e49d41356fc1e55791bf77d191f11f5ab480f0a41afa56806ba1f77f3aba0,False,False,False,False,False,False,False
469e9cb258ac8db4832a76722f8270552f463db5b6eece11c96b579ddb1919e3,False,False,False,False,False,False,False
46a2eb68e5fbb8822a5b5688cf50546b1312169353db02c4008be9a967abab29,False,False,True,True,False,True,True
46a368829fea930b5dfb40c8e17be611883e6904089e79f41c1f1e65d0b585d3,False,False,False,False,False,False,False
46a4465bc640483fe00b0a7efb62f9c0cc11463b9a7a311a5b42670e671cccb5,False,False,False,False,False,False,False
46a5fc516a9b7a3a3c2e21e1817937d06509c7cfd9cd368f1789737dbd3fdc01,False,False,True,True,False,True,True
46a88bfb02aa81650b4d2f8938d88673ea7c8682982a970dcd32777717c286d9,False,False,False,False,False,False,False
46a9ad82147836d7d4d744603ef37ab3899789d83df54adfe3b1030bca742ef5,False,False,False,False,False,False,False
46ada3726ae8631ad71234b7164128f7302d1ef53f3851c017bdfcad3518e6e8,True,True,True,True,True,True,False
46ae2ca491a78b9c2a476ce372cb54842db7e129f5659a2034bf69c1301cdac9,False,False,True,True,False,True,True
46b3751103b789fead3e1bc77c90f55a8f619399e9f08e40158dc2e73887bd33,False,False,True,True,False,True,True
46b4f4e428f1e9bd8962c4d1149734ff442725fdebec72e01d378fa14ae42e9b,False,False,False,False,False,False,False
46b8bcb88aa708d60ee5374ec338db6be09fae162705ff4356e00761749634a4,True,True,True,True,True,True,False
46c07f9bbbdc76f1f718e8265a9b167ee540a8a45d1775788fdc3e9cc42815d4,False,False,False,False,False,False,False
46c26a6825ee6ae9e144d822e4f831da90a103b5671f08e871dda9e78c998383,False,False,True,True,False,True,True
46c4086145e7cb278167422575562ac32901ce21011e718e91e0a0e7cece8eb4,False,False,True,True,False,True,True
46c6537980cbef384e62a66924b0aed72ac1a0974703d83a02ebd0916edfd12a,False,False,False,False,False,False,False
46cb43fbc0e8050a00cda9c63c7aa032c602089d72a912b7e350644a84652c27,False,False,False,True,False,True,True
46da51cc42bc6650424609aaa3417341d113fa12f6f08d1b7a4f023168aef25f,True,True,True,True,True,True,False
46de5733dd61a64160770a09edde047b39fc31be0973e6370c48b86608f70bd9,False,False,False,False,False,False,False
46df3d2bd39376e33cde31554e238d4f6bb3ad721381b3999d11a919be04395b,False,False,False,False,False,False,False
46e5896fe9704c439136a9883bbf6f8a22f9829dd5809cbc24d38f151d6012e7,False,False,False,False,False,False,False
46eb269671e9623fcdd5afd6d132eecbd0ebbaa574d7be2c63b815947a7483cb,False,False,False,False,False,False,False
46ebb6eccca9a8211ae63f0d5f0ce96b03eddc4e5eb65417010464d85df17516,False,False,False,False,False,False,False
46f1f10ecb15cccbd1d4708fb5554075ace932421c2b5c9fe387b2299a36649a,False,False,False,False,False,False,False
46f4c1a3424554065945dc300b30e255ccd103ed4592c411fd419a075e3d56df,False,True,False,False,True,True,False
46f92bcb89c024d1993ce09986c77bab673376f3f77c687211e96daf2b7375a8,False,False,False,False,False,False,False
46fc381eead27d2a1cf2b663195a7c8e799d1c317087c22b4498d5331e508c43,False,False,False,False,False,False,False
47026f94d28c41eaf1d82faf1a9e68303ded054a2f4d5be31043c96422bcc4d0,False,False,False,False,False,False,False
4707129c7703dfcb3a4c8877ddfd4b69572183a020b87ceb1863b8734bfdb08e,True,True,True,True,True,True,False
47104ae9e82dacde028811317527fffb0bd6ffb0b5293f4d37a2d7ee7cf22287,False,True,False,False,True,True,False
4718cb44d52dd62ddab4d4e34881501f2c83f0a909f2ef65e56c6e351fa7d579,False,False,False,False,False,False,False
471c0ab941ac302ec6260b88c6d9873b7598d891fa40f160d46ec550156b75f8,True,True,True,True,True,True,False
471d3e3c734a21093e22530fa4f5040540cfa491407c28dfa044255df3b3c6b9,False,False,False,False,False,False,False
471e95563918082caec3b5cd193f78c72a43ca7535721f27e3f371d0ff5454a1,False,False,True,True,False,True,True
4725f4eae7b9cb4ae9423fd18952a2534012c9353279b78181d8f54efd0450e3,False,False,False,False,False,False,False
472af6508d0abc1e16bfdeeb4e0c382768978b6384d45b6e561d23c7b48d509a,False,False,True,True,False,True,True
472c630e527aefb67cc78f24cbcc5fd0033f7f9abb3c7edf5e762ca61f37469e,True,True,True,True,True,True,False
472eda0bf25be4020404b25bb18f55951ef5779a197dba8fc2522170824ad442,False,False,False,False,False,False,False
472fb42124f762d3f1228472781a7a75661d8c71390089e83dc3ab45b561d00f,False,False,False,False,False,False,False
4736bc10ceaf0c0f079ea9880e8cf9a3dda4c33dbf4202348f55f9481b1ac753,False,False,False,True,False,True,True
473766ec11b4836a496aead5aed0807812443462b354d8d4e03de5790e0f24c3,True,True,True,True,True,True,False
4737cc61a2645e58837a416b255db45c2d69e005095288d7ceb4615d991065ad,False,False,False,False,False,False,False
4737ef18d02760d50782956225ad6f02dd546787ab3ae783bddfb72e3b816fe3,False,False,False,False,False,False,False
47382732b6b87834c2d3c70106de205679b4d80c00672c8e708db98839e5768f,False,False,False,False,False,False,False
47384758e29ab0baf7f7870454aac7abf2e3b7ce039a92044c21bf216bd13062,False,False,False,False,False,False,False
47426dc5279f687244cfc44165815129110106963aa720951b974648860f4173,False,False,False,False,False,False,False
47439f0658dfa955393238d47974a489c2cc41cfb3a4ba0b973c162b5f77883e,False,False,False,False,False,False,False
47447b2ae250183b7230f937e0cf32b625f269f56379ba922defa4c3a02a46c0,False,False,True,True,False,True,True
474b2c0c1373820ea81689016ab485b0936f01c0d7fb8e3ed46815caab8d190e,False,False,False,False,False,False,False
4752a199997749925c26bd3cf0dc6983e16a8a6901050146969cc360739da6e8,False,False,False,False,False,False,False
4753d102a99a073702af4ed2a1eef323f4316bb4ad408af761c54a36e26fec14,False,False,True,True,False,True,True
47570b7512f066e2182596a8ffac322b4dd1b05729f452d94269faa4ca83fb08,False,False,False,True,False,True,True
475b2697345979ae1293060cf2db94e02a73356697cc446d66461d54acabd98b,False,False,False,False,False,False,False
475b8b6cef38c850e15a07ff0cc21a20ca8f59a6ecd2eb5567077419be928014,False,False,False,False,False,False,False
475dc93ee0cf2862aac9b68e2664347946a347b73d2077e281349dac42e54b21,False,False,False,False,False,False,False
47618c2b08a7ad56f6d47c6403b840284b682f6bf0cb24111bd56444bc7232da,False,False,False,False,False,False,False
47643fb604e3f8f87965cecabec6e9fe7266720f28e273f89c86e905685fe426,False,False,True,True,False,True,True
4766c90fa4d3bdb58c2a72b07405ac85512d75c46e8e76ee6d64584abeb871c4,False,False,False,False,False,False,False
476718ac2a02d176a3b49b8b74ff4fdeb4ce5510740156c246c05a55e62225b4,True,True,True,True,True,True,False
476b2aadec41bdef484c48d67ab5a0cffc85b498db138974c66d2dc3d7915940,True,True,True,True,True,True,False
476d8148da256013529a43caa93d318a1fb6aeef79227ca18036ffd97a605118,False,False,False,False,False,False,False
476dde2d1e37baa1316574d21edee71f0a595e1ece416cb992e10f56f3fae7a8,False,False,True,True,False,True,True
4777e25216ab3ac703b1a0ee702c064bae85ffc5403d2886549d190ce849d877,False,False,False,False,False,False,False
477aa6b43fbff5cb14866a83bf2a6b455861efe6bfe4a4d643d1efcf08e856bd,True,True,True,True,True,True,False
477ba48fe0f24349aeb4881fdac7dace9bbb61361627517016e108a8c4d642b8,False,False,False,False,False,False,False
477ea48de4ea2659d62122b97a190abaa017e0f308d56edd4cae6e1eb78c5aff,True,True,True,True,True,True,False
477fda95ca7929e613b62155284279f93bfbb1be4effdb8e415d7a3aa995774f,True,True,True,True,True,True,False
4787ab857b921960fd2b7b97000b01cc8aa23932c090136de1dc87d4c3574ae7,False,False,False,False,False,False,False
4788448825ca5c7467f1222e79589fb418183f3a2a8403d0b083e3dfe5769158,False,False,False,False,False,False,False
