species,target_id,subset,candidate_set,model,target_similarity_bin,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,at_least_80pct,3,98,101,0.7074829931972789,0.07135994087213599,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,1.6833333333333336,0.1309019901681972,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,at_least_80pct,3,98,101,0.5884353741496599,0.07722758990874931,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,3.366666666666667,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,1.6833333333333336,0.1480409554829326,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,at_least_80pct,3,98,101,0.8027210884353742,0.1037814129919393,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,3.366666666666667,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,3.366666666666667,0.25662182858396615,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,at_least_80pct,3,100,103,0.7033333333333334,0.068734335839599,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.1,3.4333333333333336,0.21542167736282375,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,at_least_80pct,3,100,103,0.6566666666666666,0.058710440698018326,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,1.7166666666666668,0.12011565579805131,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,at_least_80pct,3,100,103,0.5366666666666666,0.05995903737839221,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,3.4333333333333336,0.13565197343244778,1.0,1.0,0.3333333333333333,0.05,1.7166666666666668,0.13565197343244778,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,at_least_80pct,3,100,103,0.6833333333333333,0.06275458761847147,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,1.7166666666666668,0.11731968150568911,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,at_least_80pct,3,198,201,0.7457912457912458,0.04361421988150098,28,28,28.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,at_least_80pct,3,198,201,0.6818181818181818,0.03331964969896004,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,at_least_80pct,3,198,201,0.5622895622895623,0.0350525973879793,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,3.35,0.1125388887954676,1.0
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,at_least_80pct,3,198,201,0.7424242424242424,0.040633279763714544,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,all,background,ipin_baseline,at_least_80pct,4,100,104,0.725,0.07976190476190476,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.3,0.09759501249802542,1.0
mouse,mouse:Q9QWH1,all,background,ipin_optimized,at_least_80pct,4,100,104,0.7125,0.07645507739375074,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.3,0.09189894336865458,1.0
mouse,mouse:Q9QWH1,all,background,tuna_retrained,at_least_80pct,4,100,104,0.88,0.18532135076252723,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,5.2,0.2622073738811406,1.0,3.0,0.75,0.15,3.8999999999999995,0.35582537656873703,1.0
mouse,mouse:Q9QWH1,all,background,ipin_tuna_31k,at_least_80pct,4,100,104,0.8325,0.14296536796536796,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.15,3.8999999999999995,0.3143102518244779,1.0
mouse,mouse:Q9QWH1,all,matched,ipin_baseline,at_least_80pct,4,100,104,0.7825,0.10601851851851851,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.1,2.6,0.123151194370365,1.0,1.0,0.25,0.05,1.3,0.123151194370365,1.0
mouse,mouse:Q9QWH1,all,matched,ipin_optimized,at_least_80pct,4,100,104,0.8025,0.10708333333333334,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,2.6,0.19437350730314112,1.0
mouse,mouse:Q9QWH1,all,matched,tuna_retrained,at_least_80pct,4,100,104,0.9375,0.6088235294117648,1,1,1.0,1.0,2.0,0.5,0.4,10.4,0.6366824387328317,1.0,2.0,0.5,0.2,5.2,0.6366824387328317,1.0,4.0,1.0,0.2,5.2,0.8278954539184535,1.0
mouse,mouse:Q9QWH1,all,matched,ipin_tuna_31k,at_least_80pct,4,100,104,0.875,0.2017857142857143,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.3,7.799999999999999,0.36612301905000083,1.0,3.0,0.75,0.15,3.8999999999999995,0.36612301905000083,1.0
mouse,mouse:Q9QWH1,all,all_U,ipin_baseline,at_least_80pct,4,200,204,0.75375,0.04718008710704998,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,all,all_U,ipin_optimized,at_least_80pct,4,200,204,0.7575,0.04671051649499926,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,all,all_U,tuna_retrained,at_least_80pct,4,200,204,0.90875,0.1550287356321839,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,10.200000000000001,0.2622073738811406,1.0,2.0,0.5,0.1,5.1000000000000005,0.2622073738811406,1.0
mouse,mouse:Q9QWH1,all,all_U,ipin_tuna_31k,at_least_80pct,4,200,204,0.85375,0.09228245288725818,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,5.1000000000000005,0.18551694605625094,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,at_least_80pct,4,99,103,0.7222222222222222,0.07976190476190476,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.2875,0.09759501249802542,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,at_least_80pct,4,99,103,0.7095959595959596,0.07645507739375074,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.2875,0.09189894336865458,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,at_least_80pct,4,99,103,0.8787878787878788,0.18532135076252723,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,5.15,0.2622073738811406,1.0,3.0,0.75,0.15,3.8625000000000003,0.35582537656873703,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,background,ipin_tuna_31k,at_least_80pct,4,99,103,0.8333333333333334,0.1436063936063936,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.15,3.8625000000000003,0.3143102518244779,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,at_least_80pct,4,100,104,0.7825,0.10601851851851851,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.1,2.6,0.123151194370365,1.0,1.0,0.25,0.05,1.3,0.123151194370365,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,at_least_80pct,4,100,104,0.8025,0.10708333333333334,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,2.6,0.19437350730314112,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,at_least_80pct,4,100,104,0.9375,0.6088235294117648,1,1,1.0,1.0,2.0,0.5,0.4,10.4,0.6366824387328317,1.0,2.0,0.5,0.2,5.2,0.6366824387328317,1.0,4.0,1.0,0.2,5.2,0.8278954539184535,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,at_least_80pct,4,100,104,0.875,0.2017857142857143,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.3,7.799999999999999,0.36612301905000083,1.0,3.0,0.75,0.15,3.8999999999999995,0.36612301905000083,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,at_least_80pct,4,199,203,0.7525125628140703,0.04718008710704998,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,at_least_80pct,4,199,203,0.7562814070351759,0.04671051649499926,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,at_least_80pct,4,199,203,0.9082914572864321,0.1550287356321839,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,10.15,0.2622073738811406,1.0,2.0,0.5,0.1,5.075,0.2622073738811406,1.0
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,at_least_80pct,4,199,203,0.8542713567839196,0.09248366013071896,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,5.075,0.18551694605625094,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,at_least_80pct,4,98,102,0.7193877551020408,0.07976190476190476,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.2750000000000001,0.09759501249802542,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,at_least_80pct,4,98,102,0.7066326530612245,0.07645507739375074,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,1.2750000000000001,0.09189894336865458,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,at_least_80pct,4,98,102,0.8775510204081632,0.18532135076252723,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,5.1000000000000005,0.2622073738811406,1.0,3.0,0.75,0.15,3.8249999999999997,0.35582537656873703,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,at_least_80pct,4,98,102,0.8316326530612245,0.1436063936063936,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.15,3.8249999999999997,0.3143102518244779,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,at_least_80pct,4,98,102,0.7780612244897959,0.10601851851851851,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.1,2.5500000000000003,0.123151194370365,1.0,1.0,0.25,0.05,1.2750000000000001,0.123151194370365,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,at_least_80pct,4,98,102,0.798469387755102,0.10708333333333334,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,2.5500000000000003,0.19437350730314112,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,at_least_80pct,4,98,102,0.9362244897959183,0.6088235294117648,1,1,1.0,1.0,2.0,0.5,0.4,10.200000000000001,0.6366824387328317,1.0,2.0,0.5,0.2,5.1000000000000005,0.6366824387328317,1.0,4.0,1.0,0.2,5.1000000000000005,0.8278954539184535,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,at_least_80pct,4,98,102,0.875,0.20262605042016807,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.3,7.6499999999999995,0.36612301905000083,1.0,3.0,0.75,0.15,3.8249999999999997,0.36612301905000083,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,at_least_80pct,4,196,200,0.7487244897959183,0.04718008710704998,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,at_least_80pct,4,196,200,0.7525510204081632,0.04671051649499926,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,at_least_80pct,4,196,200,0.9068877551020408,0.1550287356321839,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,10.0,0.2622073738811406,1.0,2.0,0.5,0.1,5.0,0.2622073738811406,1.0
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,at_least_80pct,4,196,200,0.8533163265306123,0.09269069946819307,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.1,5.0,0.18551694605625094,1.0
mouse,mouse:P70396,all,background,ipin_baseline,50_to_80pct,7,100,107,0.9157142857142857,0.6309523809523809,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,9.171428571428573,0.7227265726449519,1.0,5.0,0.7142857142857143,0.5,7.642857142857143,0.751913064286563,1.0,5.0,0.7142857142857143,0.25,3.8214285714285716,0.751913064286563,1.0
mouse,mouse:P70396,all,background,ipin_optimized,50_to_80pct,7,100,107,0.8728571428571429,0.5430739547280901,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,9.171428571428573,0.6992148198508501,1.0,4.0,0.5714285714285714,0.4,6.114285714285716,0.6494328041632134,1.0,5.0,0.7142857142857143,0.25,3.8214285714285716,0.713033198912829,1.0
mouse,mouse:P70396,all,background,tuna_retrained,50_to_80pct,7,100,107,0.9085714285714286,0.3940232834242051,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,6.114285714285716,0.36005461457723403,1.0,4.0,0.5714285714285714,0.4,6.114285714285716,0.47246939659889026,1.0,5.0,0.7142857142857143,0.25,3.8214285714285716,0.5428261998385974,1.0
mouse,mouse:P70396,all,background,ipin_tuna_31k,50_to_80pct,7,100,107,0.9471428571428572,0.4051046176046175,5,5,5.0,0.2,1.0,0.14285714285714285,0.2,3.057142857142858,0.13120507751234178,1.0,5.0,0.7142857142857143,0.5,7.642857142857143,0.45316653561240483,1.0,7.0,1.0,0.35,5.3500000000000005,0.597089993468249,1.0
mouse,mouse:P70396,all,matched,ipin_baseline,50_to_80pct,7,100,107,0.82,0.3117851446798815,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,6.114285714285716,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,4.585714285714286,0.3897233752935702,1.0,4.0,0.5714285714285714,0.2,3.057142857142858,0.45332377004318597,1.0
mouse,mouse:P70396,all,matched,ipin_optimized,50_to_80pct,7,100,107,0.8,0.2926947240665382,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,6.114285714285716,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,4.585714285714286,0.3785242784377222,1.0,4.0,0.5714285714285714,0.2,3.057142857142858,0.44577292230067345,1.0
mouse,mouse:P70396,all,matched,tuna_retrained,50_to_80pct,7,100,107,0.8171428571428572,0.21617796766468633,4,4,4.0,0.25,1.0,0.14285714285714285,0.2,3.057142857142858,0.14606834984270645,1.0,2.0,0.2857142857142857,0.2,3.057142857142858,0.21000823726012655,1.0,4.0,0.5714285714285714,0.2,3.057142857142858,0.34945302215574514,1.0
mouse,mouse:P70396,all,matched,ipin_tuna_31k,50_to_80pct,7,100,107,0.87,0.2361023084707295,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.2,3.057142857142858,0.16945984979943976,1.0,5.0,0.7142857142857143,0.25,3.8214285714285716,0.38193119957461574,1.0
mouse,mouse:P70396,all,all_U,ipin_baseline,50_to_80pct,7,200,207,0.8678571428571429,0.28885255174610497,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,11.828571428571431,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,8.871428571428572,0.3897233752935702,1.0,3.0,0.42857142857142855,0.15,4.435714285714286,0.3897233752935702,1.0
mouse,mouse:P70396,all,all_U,ipin_optimized,50_to_80pct,7,200,207,0.8364285714285714,0.2567439449587942,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,11.828571428571431,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,8.871428571428572,0.37455647124892244,1.0,3.0,0.42857142857142855,0.15,4.435714285714286,0.37455647124892244,1.0
mouse,mouse:P70396,all,all_U,tuna_retrained,50_to_80pct,7,200,207,0.8628571428571429,0.1637070075576112,5,5,5.0,0.2,1.0,0.14285714285714285,0.2,5.9142857142857155,0.13120507751234178,1.0,2.0,0.2857142857142857,0.2,5.9142857142857155,0.1890827023355499,1.0,3.0,0.42857142857142855,0.15,4.435714285714286,0.2563313461985012,1.0
mouse,mouse:P70396,all,all_U,ipin_tuna_31k,50_to_80pct,7,200,207,0.9085714285714286,0.17566159685724902,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,0.2,5.9142857142857155,0.2784351966396856,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,50_to_80pct,7,99,106,0.9148629148629148,0.6309523809523809,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,9.085714285714285,0.7227265726449519,1.0,5.0,0.7142857142857143,0.5,7.571428571428571,0.751913064286563,1.0,5.0,0.7142857142857143,0.25,3.7857142857142856,0.751913064286563,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,50_to_80pct,7,99,106,0.8715728715728716,0.5430739547280901,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,9.085714285714285,0.6992148198508501,1.0,4.0,0.5714285714285714,0.4,6.057142857142858,0.6494328041632134,1.0,5.0,0.7142857142857143,0.25,3.7857142857142856,0.713033198912829,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,50_to_80pct,7,99,106,0.9076479076479076,0.3940232834242051,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,6.057142857142858,0.36005461457723403,1.0,4.0,0.5714285714285714,0.4,6.057142857142858,0.47246939659889026,1.0,5.0,0.7142857142857143,0.25,3.7857142857142856,0.5428261998385974,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,background,ipin_tuna_31k,50_to_80pct,7,99,106,0.9466089466089466,0.4051046176046175,5,5,5.0,0.2,1.0,0.14285714285714285,0.2,3.028571428571429,0.13120507751234178,1.0,5.0,0.7142857142857143,0.5,7.571428571428571,0.45316653561240483,1.0,7.0,1.0,0.35,5.3,0.597089993468249,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,50_to_80pct,7,97,104,0.8188512518409425,0.31386887621255133,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,5.942857142857143,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,4.457142857142857,0.3897233752935702,1.0,4.0,0.5714285714285714,0.2,2.9714285714285715,0.45332377004318597,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,50_to_80pct,7,97,104,0.7952871870397643,0.29290785279629095,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,5.942857142857143,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,4.457142857142857,0.3785242784377222,1.0,4.0,0.5714285714285714,0.2,2.9714285714285715,0.44577292230067345,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,50_to_80pct,7,97,104,0.8173784977908689,0.21797057325007638,4,4,4.0,0.25,1.0,0.14285714285714285,0.2,2.9714285714285715,0.14606834984270645,1.0,2.0,0.2857142857142857,0.2,2.9714285714285715,0.21000823726012655,1.0,4.0,0.5714285714285714,0.2,2.9714285714285715,0.34945302215574514,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,50_to_80pct,7,97,104,0.8703976435935199,0.2407969015111872,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.2,2.9714285714285715,0.16945984979943976,1.0,5.0,0.7142857142857143,0.25,3.7142857142857144,0.3830391436665595,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,50_to_80pct,7,196,203,0.8673469387755102,0.2900816887781828,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,11.600000000000001,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,8.7,0.3897233752935702,1.0,3.0,0.42857142857142855,0.15,4.35,0.3897233752935702,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,50_to_80pct,7,196,203,0.8338192419825073,0.25681890747753483,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,11.600000000000001,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,8.7,0.37455647124892244,1.0,3.0,0.42857142857142855,0.15,4.35,0.37455647124892244,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,50_to_80pct,7,196,203,0.8629737609329446,0.16452109829439024,5,5,5.0,0.2,1.0,0.14285714285714285,0.2,5.800000000000001,0.13120507751234178,1.0,2.0,0.2857142857142857,0.2,5.800000000000001,0.1890827023355499,1.0,3.0,0.42857142857142855,0.15,4.35,0.2563313461985012,1.0
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,50_to_80pct,7,196,203,0.9088921282798834,0.17865968572490312,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,0.2,5.800000000000001,0.2784351966396856,1.0
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,50_to_80pct,7,97,104,0.9131075110456554,0.6309523809523809,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,8.914285714285715,0.7227265726449519,1.0,5.0,0.7142857142857143,0.5,7.428571428571429,0.751913064286563,1.0,5.0,0.7142857142857143,0.25,3.7142857142857144,0.751913064286563,1.0
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,50_to_80pct,7,97,104,0.8689248895434463,0.5430739547280901,1,1,1.0,1.0,3.0,0.42857142857142855,0.6,8.914285714285715,0.6992148198508501,1.0,4.0,0.5714285714285714,0.4,5.942857142857143,0.6494328041632134,1.0,5.0,0.7142857142857143,0.25,3.7142857142857144,0.713033198912829,1.0
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,50_to_80pct,7,97,104,0.9057437407952872,0.3940232834242051,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,5.942857142857143,0.36005461457723403,1.0,4.0,0.5714285714285714,0.4,5.942857142857143,0.47246939659889026,1.0,5.0,0.7142857142857143,0.25,3.7142857142857144,0.5428261998385974,1.0
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,50_to_80pct,7,97,104,0.9455081001472754,0.4051046176046175,5,5,5.0,0.2,1.0,0.14285714285714285,0.2,2.9714285714285715,0.13120507751234178,1.0,5.0,0.7142857142857143,0.5,7.428571428571429,0.45316653561240483,1.0,7.0,1.0,0.35,5.2,0.597089993468249,1.0
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,50_to_80pct,7,97,104,0.8188512518409425,0.31386887621255133,2,2,2.0,0.5,2.0,0.2857142857142857,0.4,5.942857142857143,0.36005461457723403,1.0,3.0,0.42857142857142855,0.3,4.457142857142857,0.3897233752935702,1.0,4.0,0.5714285714285714,0.2,2.9714285714285715,0.45332377004318597,1.0
